,Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,Matches,LgRank,MP,Matches,Playing Time : MP,Matches
38301,Emanuele Ndoj,2018-2019,21,Brescia,it ITA,Coppa Italia,2,2,240,2.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38302,Emanuele Ndoj,2019-2020,22,Brescia,it ITA,1. Serie A,18,6,555,6.2,0,0,0,0,0,0,2,0,1.5,1.5,0.2,1.7,20,27,19,0.00,0.00,0.00,0.00,0.00,0.24,0.04,0.28,0.24,0.28,Matches,,,,,,
38303,Emanuele Ndoj,2020-2021,23,Brescia,it ITA,Coppa Italia,1,1,64,0.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38304,Emanuele Ndoj,2021-2022,24,Brescia,it ITA,Coppa Italia,1,0,35,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38305,Emanuele Ndoj,2022-2023,25,Brescia,it ITA,Coppa Italia,2,2,143,1.6,1,0,1,1,0,0,0,0,,,,,,,,0.63,0.00,0.63,0.63,0.63,,,,,,Matches,,,,,,
38306,Emanuele Ndoj,2023-2024,26,Brescia,it ITA,2. Serie B,2,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
38314,Lorenzo Andrenacci,2014-2015,19,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38315,Lorenzo Andrenacci,2015-2016,20,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38316,Lorenzo Andrenacci,2017-2018,22,Brescia,it ITA,2. Serie B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38317,Lorenzo Andrenacci,2018-2019,23,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38318,Lorenzo Andrenacci,2019-2020,24,Brescia,it ITA,1. Serie A,6,5,531,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
38319,Lorenzo Andrenacci,2020-2021,25,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38320,Lorenzo Andrenacci,2021-2022,26,Genoa,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38321,Lorenzo Andrenacci,2022-2023,27,Brescia,it ITA,Coppa Italia,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38322,Lorenzo Andrenacci,2023-2024,28,Brescia,it ITA,2. Serie B,9,9,765,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
38323,Lorenzo Andrenacci,2024-2025,29,Brescia,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38338,Daniele Gastaldello,2010-2011,27,Sampdoria,,2. Europa Lg,4,4,360,4.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38339,Daniele Gastaldello,2011-2012,28,Sampdoria,it ITA,2. Serie B,26,26,2293,25.5,1,0,1,1,0,0,9,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,,,,,,,
38340,Daniele Gastaldello,2012-2013,29,Sampdoria,it ITA,1. Serie A,33,33,2873,31.9,1,1,2,1,0,0,14,2,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,Matches,,,,,,
38341,Daniele Gastaldello,2013-2014,30,Sampdoria,it ITA,1. Serie A,32,31,2630,29.2,2,0,2,2,0,0,9,1,,,,,,,,0.07,0.00,0.07,0.07,0.07,,,,,,Matches,,,,,,
38342,Daniele Gastaldello,2014-2015,31,Sampdoria,it ITA,Coppa Italia,3,3,270,3.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38343,Daniele Gastaldello,2015-2016,32,Bologna,it ITA,1. Serie A,26,26,2197,24.4,1,2,3,1,0,0,8,1,,,,,,,,0.04,0.08,0.12,0.04,0.12,,,,,,Matches,,,,,,
38344,Daniele Gastaldello,2016-2017,33,Bologna,it ITA,Coppa Italia,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38345,Daniele Gastaldello,2017-2018,34,Bologna,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38346,Daniele Gastaldello,2018-2019,35,Brescia,it ITA,Coppa Italia,2,2,221,2.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38347,Daniele Gastaldello,2019-2020,36,Brescia,it ITA,1. Serie A,8,4,389,4.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,0,11,2,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,,,,,,
38361,Enrico Alfonso,2010-2011,22,Modena,it ITA,2. Serie B,31,30,2657,29.5,0,0,0,0,0,0,4,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
38362,Enrico Alfonso,2015-2016,27,Cittadella,it ITA,Coppa Italia,3,3,214,2.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38363,Enrico Alfonso,2016-2017,28,Cittadella,it ITA,2. Serie B,41,41,3616,40.2,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38364,Enrico Alfonso,2017-2018,29,Cittadella,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38365,Enrico Alfonso,2018-2019,30,Brescia,it ITA,Coppa Italia,2,2,240,2.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38366,Enrico Alfonso,2019-2020,31,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38367,Enrico Alfonso,2020-2021,32,Cremonese,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38368,Enrico Alfonso,2021-2022,33,SPAL,it ITA,2. Serie B,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
38369,Enrico Alfonso,2022-2023,34,SPAL,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38381,Mattia Viviani,2017-2018,16,Brescia,it ITA,2. Serie B,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38382,Mattia Viviani,2018-2019,17,Brescia,it ITA,Coppa Italia,2,2,165,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38383,Mattia Viviani,2019-2020,18,Brescia,it ITA,Coppa Italia,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38384,Mattia Viviani,2020-2021,19,Brescia,it ITA,2. Serie B,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
38385,Mattia Viviani,2021-2022,20,Benevento,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38386,Mattia Viviani,2022-2023,21,Benevento,it ITA,Coppa Italia,1,1,74,0.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38387,Mattia Viviani,2023-2024,22,Cosenza,it ITA,2. Serie B,15,4,451,5.0,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,6,26,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,,,,,,
38406,Simon Skrabb,2019-2020,24,Brescia,it ITA,1. Serie A,10,3,257,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,5,27,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.22,0.05,0.22,Matches,,,,,,
38407,Simon Skrabb,2020-2021,25,Brescia,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38424,Andrea Ghezzi,2019-2020,18,Brescia,it ITA,1. Serie A,5,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,,,,,,
38425,Andrea Ghezzi,2020-2021,19,Brescia,it ITA,Coppa Italia,1,0,26,0.3,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,
38430,Leonardo Morosini,2013-2014,17,Brescia,it ITA,2. Serie B,5,2,222,2.5,1,0,1,1,0,0,0,0,,,,,,,,0.41,0.00,0.41,0.41,0.41,,,,,,,,,,,,
38431,Leonardo Morosini,2014-2015,18,Brescia,it ITA,Coppa Italia,3,0,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38432,Leonardo Morosini,2015-2016,19,Brescia,it ITA,Coppa Italia,2,2,157,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38433,Leonardo Morosini,2016-2017,20,Brescia,it ITA,Coppa Italia,1,1,70,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38434,Leonardo Morosini,2017-2018,21,Avellino,it ITA,2. Serie B,10,7,436,4.8,3,0,3,3,0,0,0,0,,,,,,,,0.62,0.00,0.62,0.62,0.62,,,,,,Matches,,,,,,
38435,Leonardo Morosini,2018-2019,22,Brescia,it ITA,Coppa Italia,2,0,103,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38436,Leonardo Morosini,2019-2020,23,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38437,Leonardo Morosini,2020-2021,24,Virtus Entella,it ITA,Coppa Italia,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38448,Luca Tremolada,2010-2011,18,Piacenza,it ITA,2. Serie B,8,2,170,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
38449,Luca Tremolada,2013-2014,21,Varese,it ITA,2. Serie B,15,5,518,5.8,1,0,1,1,0,0,4,0,,,,,,,,0.17,0.00,0.17,0.17,0.17,,,,,,,,,,,,
38450,Luca Tremolada,2014-2015,22,Varese,it ITA,Coppa Italia,2,1,78,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38451,Luca Tremolada,2015-2016,23,Arezzo,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38452,Luca Tremolada,2016-2017,24,Virtus Entella,it ITA,Coppa Italia,2,2,125,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38453,Luca Tremolada,2017-2018,25,Virtus Entella,it ITA,Coppa Italia,1,1,65,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38454,Luca Tremolada,2018-2019,26,Brescia,it ITA,Coppa Italia,2,2,181,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38455,Luca Tremolada,2019-2020,27,Brescia,it ITA,Coppa Italia,1,0,26,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38456,Luca Tremolada,2020-2021,28,Cosenza,it ITA,2. Serie B,21,17,1324,14.7,5,4,9,3,2,2,2,0,2.5,1.0,5.3,6.3,33,119,69,0.34,0.27,0.61,0.20,0.48,0.17,0.36,0.54,0.07,0.43,Matches,,,,,,
38457,Luca Tremolada,2022-2023,30,Modena,it ITA,Coppa Italia,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38458,Luca Tremolada,2023-2024,31,Modena,it ITA,Coppa Italia,1,1,84,0.9,1,1,2,1,0,0,0,0,,,,,,,,1.07,1.07,2.14,1.07,2.14,,,,,,Matches,,,,,,
38473,Felipe Curcio,2016-2017,22,Fidelis,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38474,Felipe Curcio,2017-2018,23,Brescia,it ITA,2. Serie B,17,12,1193,13.3,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.15,0.15,0.00,0.15,,,,,,Matches,,,,,,
38475,Felipe Curcio,2018-2019,24,Brescia,it ITA,Coppa Italia,2,1,195,2.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38476,Felipe Curcio,2019-2020,25,Brescia,it ITA,Coppa Italia,1,0,44,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38477,Felipe Curcio,2020-2021,26,Padova,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38478,Felipe Curcio,2022-2023,28,Padova,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38488,Sebastian Vasiliadis,2015-2016,17,Aalen,de GER,3. 3. Liga,8,7,618,6.9,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
38489,Sebastian Vasiliadis,2016-2017,18,Aalen,de GER,3. 3. Liga,28,13,1417,15.7,3,1,4,3,0,0,3,0,,,,,,,,0.19,0.06,0.25,0.19,0.25,,,,,,Matches,,,,,,
38490,Sebastian Vasiliadis,2017-2018,19,Aalen,de GER,3. 3. Liga,24,21,1790,19.9,5,1,6,5,0,0,7,0,,,,,,,,0.25,0.05,0.30,0.25,0.30,,,,,,Matches,,,,,,
38491,Sebastian Vasiliadis,2018-2019,20,Paderborn 07,de GER,2. 2. Bundesliga,28,23,2076,23.1,6,10,16,6,0,0,4,0,3.4,3.4,5.0,8.4,40,105,67,0.26,0.43,0.69,0.26,0.69,0.15,0.22,0.37,0.15,0.37,Matches,,,,,,
38492,Sebastian Vasiliadis,2019-2020,21,Paderborn 07,de GER,1. Bundesliga,32,32,2808,31.2,1,1,2,1,0,0,10,0,1.6,1.6,2.5,4.1,48,100,53,0.03,0.03,0.06,0.03,0.06,0.05,0.08,0.13,0.05,0.13,Matches,,,,,,
38493,Sebastian Vasiliadis,2020-2021,22,Paderborn 07,de GER,2. 2. Bundesliga,19,12,1155,12.8,0,2,2,0,0,0,4,0,1.5,1.5,2.3,3.8,35,49,26,0.00,0.16,0.16,0.00,0.16,0.11,0.18,0.30,0.11,0.30,Matches,,,,,,
38494,Sebastian Vasiliadis,2021-2022,23,Arminia,de GER,1. Bundesliga,19,16,1193,13.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,10,40,10,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,
38495,Sebastian Vasiliadis,2022-2023,24,Arminia,de GER,2. 2. Bundesliga,29,22,1763,19.6,3,1,4,3,0,0,7,0,1.5,1.5,1.2,2.7,26,77,40,0.15,0.05,0.20,0.15,0.20,0.08,0.06,0.14,0.08,0.14,Matches,,,,,,
38496,Sebastian Vasiliadis,2023-2024,25,Hansa Rostock,de GER,2. 2. Bundesliga,20,12,1104,12.3,0,0,0,0,0,0,5,0,0.5,0.5,0.4,0.9,9,49,31,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,,,,,,
38497,Sebastian Vasiliadis,2024-2025,26,Saarbrücken,de GER,3. 3. Liga,12,10,709,7.9,3,0,3,3,0,0,4,0,,,,,,,,0.38,0.00,0.38,0.38,0.38,,,,,,Matches,,,,,,
38509,Jamilu Collins,2016-2017,21,Istra 1961,hr CRO,1. 1. HNL,11,10,857,9.5,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.21,0.21,0.00,0.21,,,,,,Matches,,,,,,
38510,Jamilu Collins,2017-2018,22,Paderborn 07,de GER,3. 3. Liga,19,14,1140,12.7,0,2,2,0,0,0,3,0,,,,,,,,0.00,0.16,0.16,0.00,0.16,,,,,,Matches,,,,,,
38511,Jamilu Collins,2018-2019,23,Paderborn 07,de GER,2. 2. Bundesliga,34,33,2948,32.8,0,1,1,0,0,0,3,0,0.5,0.5,1.4,1.9,97,173,86,0.00,0.03,0.03,0.00,0.03,0.02,0.04,0.06,0.02,0.06,Matches,,,,,,
38512,Jamilu Collins,2019-2020,24,Paderborn 07,de GER,1. Bundesliga,30,30,2668,29.6,1,2,3,1,0,1,9,1,2.1,1.3,1.4,2.7,101,133,57,0.03,0.07,0.10,0.03,0.10,0.07,0.05,0.12,0.04,0.09,Matches,,,,,,
38513,Jamilu Collins,2020-2021,25,Paderborn 07,de GER,2. 2. Bundesliga,24,23,1981,22.0,0,0,0,0,0,0,9,1,0.3,0.3,0.4,0.7,70,134,90,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,,,,,,
38514,Jamilu Collins,2021-2022,26,Paderborn 07,de GER,2. 2. Bundesliga,20,19,1548,17.2,1,3,4,1,0,0,5,1,0.5,0.5,1.0,1.5,43,74,80,0.06,0.17,0.23,0.06,0.23,0.03,0.06,0.09,0.03,0.09,Matches,,,,,,
38515,Jamilu Collins,2022-2023,27,Cardiff City,eng ENG,2. Championship,4,4,278,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,13,19,7,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,0.01,0.09,Matches,,,,,,
38516,Jamilu Collins,2023-2024,28,Cardiff City,eng ENG,2. Championship,36,33,2984,33.2,1,4,5,1,0,0,9,0,0.5,0.5,1.0,1.5,45,111,87,0.03,0.12,0.15,0.03,0.15,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,
38517,Jamilu Collins,2024-2025,29,Cardiff City,eng ENG,2. Championship,3,2,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,
38530,Leopold Zingerle,2014-2015,20,Bayern Munich,de GER,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,0,
38531,Leopold Zingerle,2015-2016,21,Greuther Fürth,de GER,2. 2. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,0,
38532,Leopold Zingerle,2016-2017,22,Magdeburg,de GER,3. 3. Liga,,21,1890,21.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,21,
38533,Leopold Zingerle,2017-2018,23,Paderborn 07,de GER,3. 3. Liga,,35,3126,34.7,0,0,0,0,0,0,0,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,35,
38534,Leopold Zingerle,2018-2019,24,Paderborn 07,de GER,2. 2. Bundesliga,,34,2995,33.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,34,
38535,Leopold Zingerle,2019-2020,25,Paderborn 07,de GER,1. Bundesliga,,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,28,
38536,Leopold Zingerle,2020-2021,26,Paderborn 07,de GER,2. 2. Bundesliga,,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,33,
38537,Leopold Zingerle,2021-2022,27,Paderborn 07,de GER,2. 2. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,0,
38538,Leopold Zingerle,2022-2023,28,Paderborn 07,de GER,2. 2. Bundesliga,,3,350,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,4,
38539,Leopold Zingerle,2023-2024,29,RB Leipzig,de GER,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,0,
38540,Leopold Zingerle,2024-2025,30,RB Leipzig,de GER,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,0,
38554,Christopher Antwi Adjei,2017-2018,23,Paderborn 07,de GER,3. 3. Liga,36,31,2775,30.8,8,5,13,8,0,0,3,0,,,,,,,,0.26,0.16,0.42,0.26,0.42,,,,,,Matches,,,,,,
38555,Christopher Antwi Adjei,2018-2019,24,Paderborn 07,de GER,2. 2. Bundesliga,31,23,2076,23.1,10,3,13,10,0,0,3,0,6.0,6.0,4.8,10.8,108,67,216,0.43,0.13,0.56,0.43,0.56,0.26,0.21,0.47,0.26,0.47,Matches,,,,,,
38556,Christopher Antwi Adjei,2019-2020,25,Paderborn 07,de GER,1. Bundesliga,34,28,2470,27.4,1,2,3,1,0,0,2,0,3.8,3.8,4.2,8.0,114,68,155,0.04,0.07,0.11,0.04,0.11,0.14,0.15,0.29,0.14,0.29,Matches,,,,,,
38557,Christopher Antwi Adjei,2020-2021,26,Paderborn 07,de GER,2. 2. Bundesliga,31,22,2019,22.4,4,1,5,4,0,0,5,1,4.6,4.6,4.1,8.7,82,69,194,0.18,0.04,0.22,0.18,0.22,0.20,0.18,0.39,0.20,0.39,Matches,,,,,,
38558,Christopher Antwi Adjei,2021-2022,27,Bochum,de GER,1. Bundesliga,25,12,1130,12.6,1,1,2,1,0,0,2,0,2.0,2.0,1.0,3.1,35,22,85,0.08,0.08,0.16,0.08,0.16,0.18,0.09,0.26,0.18,0.26,Matches,,,,,,
38559,Christopher Antwi Adjei,2022-2023,28,Bochum,de GER,1. Bundesliga,29,22,1981,22.0,3,6,9,3,0,0,2,0,2.2,2.2,3.8,6.0,67,36,231,0.14,0.27,0.41,0.14,0.41,0.10,0.17,0.27,0.10,0.27,Matches,,,,,,
38560,Christopher Antwi Adjei,2023-2024,29,Bochum,de GER,1. Bundesliga,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50,28,138,0.15,0.15,0.30,0.15,0.30,0.16,0.26,0.42,0.16,0.42,Matches,,,,,,
38561,Christopher Antwi Adjei,2024-2025,30,Schalke 04,de GER,2. 2. Bundesliga,10,4,433,4.8,0,2,2,0,0,0,0,0,0.7,0.7,1.0,1.7,11,8,52,0.00,0.42,0.42,0.00,0.42,0.14,0.21,0.35,0.14,0.35,Matches,,,,,,
38571,Klaus Gjasula,2014-2015,24,Offenbacher K,de GER,DFB-Pokal,3,3,300,3.3,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.30,0.30,0.00,0.30,,,,,,Matches,,,,,,
38572,Klaus Gjasula,2015-2016,25,S'gart Kickers,de GER,3. 3. Liga,16,16,1440,16.0,0,4,4,0,0,0,8,0,,,,,,,,0.00,0.25,0.25,0.00,0.25,,,,,,Matches,,,,,,
38573,Klaus Gjasula,2016-2017,26,Hallescher,de GER,3. 3. Liga,30,30,2596,28.8,3,1,4,1,2,3,16,2,,,,,,,,0.10,0.03,0.14,0.03,0.07,,,,,,Matches,,,,,,
38574,Klaus Gjasula,2017-2018,27,Hallescher,de GER,3. 3. Liga,23,22,1976,22.0,3,1,4,2,1,1,11,0,,,,,,,,0.14,0.05,0.18,0.09,0.14,,,,,,Matches,,,,,,
38575,Klaus Gjasula,2018-2019,28,Paderborn 07,de GER,2. 2. Bundesliga,24,15,1294,14.4,1,0,1,1,0,0,12,0,0.9,0.9,0.4,1.3,9,92,18,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,
38576,Klaus Gjasula,2019-2020,29,Paderborn 07,de GER,1. Bundesliga,29,28,2280,25.3,2,1,3,2,0,1,17,0,2.1,1.3,1.4,2.8,13,114,24,0.08,0.04,0.12,0.08,0.12,0.08,0.06,0.14,0.05,0.11,Matches,,,,,,
38577,Klaus Gjasula,2020-2021,30,Hamburger SV,de GER,2. 2. Bundesliga,15,8,667,7.4,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.8,6,43,2,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches,,,,,,
38578,Klaus Gjasula,2021-2022,31,Hamburger SV,de GER,2. 2. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
38579,Klaus Gjasula,2022-2023,32,Darmstadt 98,de GER,2. 2. Bundesliga,17,10,996,11.1,0,1,1,0,0,0,5,1,0.5,0.5,0.4,0.9,5,26,3,0.00,0.09,0.09,0.00,0.09,0.04,0.04,0.08,0.04,0.08,Matches,,,,,,
38580,Klaus Gjasula,2023-2024,33,Darmstadt 98,de GER,1. Bundesliga,22,17,1363,15.1,0,0,0,0,0,0,7,1,0.5,0.5,0.2,0.6,8,70,7,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,
