,Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,LgRank,MP,Matches
113,Julian Draxler,2012-2013,18,Schalke 04,de GER,1. Bundesliga,30,24,2131,23.7,10,3,13,10,0,1,5,0,,,,,,,,0.42,0.13,0.55,0.42,0.55,,,,,,Matches,,,
114,Julian Draxler,2013-2014,19,Schalke 04,de GER,1. Bundesliga,26,25,2145,23.8,2,7,9,2,0,0,5,0,,,,,,,,0.08,0.29,0.38,0.08,0.38,,,,,,Matches,,,
115,Julian Draxler,2014-2015,20,Schalke 04,de GER,1. Bundesliga,15,8,775,8.6,2,1,3,2,0,0,1,1,,,,,,,,0.23,0.12,0.35,0.23,0.35,,,,,,Matches,,,
116,Julian Draxler,2015-2016,21,Wolfsburg,de GER,1. Bundesliga,21,19,1517,16.9,5,5,10,5,0,0,4,1,,,,,,,,0.30,0.30,0.59,0.30,0.59,,,,,,Matches,,,
117,Julian Draxler,2016-2017,22,Wolfsburg,de GER,1. Bundesliga,13,12,1050,11.7,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.17,0.17,0.00,0.17,,,,,,Matches,,,
118,Julian Draxler,2017-2018,23,Paris S-G,,1. Champions Lg,8,3,315,3.5,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,10,19,21,0.00,0.29,0.29,0.00,0.29,0.05,0.12,0.17,0.05,0.17,Matches,,,
119,Julian Draxler,2018-2019,24,Paris S-G,,1. Champions Lg,7,3,287,3.2,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,12,23,16,0.00,0.31,0.31,0.00,0.31,0.03,0.26,0.29,0.03,0.29,Matches,,,
120,Julian Draxler,2019-2020,25,Paris S-G,,1. Champions Lg,5,0,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,4,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.20,0.11,0.20,Matches,,,
121,Julian Draxler,2020-2021,26,Paris S-G,,1. Champions Lg,5,3,267,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,7,11,7,0.00,0.34,0.34,0.00,0.34,0.03,0.17,0.20,0.03,0.20,Matches,,,
122,Julian Draxler,2021-2022,27,Paris S-G,,1. Champions Lg,4,1,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,7,8,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,Matches,,,
123,Julian Draxler,2022-2023,28,Benfica,,1. Champions Lg,3,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches,,,
124,Mihailo Ristic,2014-2015,18,Red Star,rs SRB,1. SuperLiga,23,14,1346,15.0,2,0,2,0,2,2,3,0,,,,,,,,0.13,0.00,0.13,0.00,0.00,,,,,,,,,
125,Mihailo Ristic,2015-2016,19,Red Star,rs SRB,1. SuperLiga,29,13,1272,14.1,2,2,4,2,0,0,3,0,,,,,,,,0.14,0.14,0.28,0.14,0.28,,,,,,Matches,,,
126,Mihailo Ristic,2016-2017,20,Red Star,rs SRB,1. SuperLiga,26,17,1564,17.4,4,3,7,4,0,0,3,0,,,,,,,,0.23,0.17,0.40,0.23,0.40,,,,,,Matches,,,
127,Mihailo Ristic,2017-2018,21,Sparta Prague,cz CZE,1. First League,2,0,34,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
128,Mihailo Ristic,2018-2019,22,Sparta Prague,cz CZE,1. First League,1,0,1,0.0,0,0,0,0,0,1,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
129,Mihailo Ristic,2019-2020,23,Montpellier,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
130,Mihailo Ristic,2020-2021,24,Montpellier,fr FRA,Coupe de France,4,2,279,3.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
131,Mihailo Ristic,2021-2022,25,Montpellier,fr FRA,Coupe de France,2,2,180,2.0,1,0,1,1,0,0,0,0,,,,,,,,0.50,0.00,0.50,0.50,0.50,,,,,,Matches,,,
132,Mihailo Ristic,2022-2023,26,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
133,Mihailo Ristic,2023-2024,27,Celta Vigo,es ESP,Copa del Rey,3,3,243,2.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
134,Mihailo Ristic,2024-2025,28,Celta Vigo,es ESP,Copa del Rey,2,2,180,2.0,0,2,2,0,0,0,0,0,,,,,,,,0.00,1.00,1.00,0.00,1.00,,,,,,Matches,,,
135,Casper Tengstedt,2020-2021,20,Horsens,dk DEN,1. Danish Superliga,24,10,984,10.9,3,2,5,3,0,0,2,0,,,,,,,,0.27,0.18,0.46,0.27,0.46,,,,,,Matches,,,
136,Casper Tengstedt,2022-2023,22,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
137,Casper Tengstedt,2023-2024,23,Benfica,,1. Champions Lg,4,2,137,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,6,5,10,0.00,0.66,0.66,0.00,0.66,0.09,0.25,0.34,0.09,0.34,Matches,,,
138,Casper Tengstedt,2024-2025,24,Hellas Verona,it ITA,Coppa Italia,1,0,20,0.2,1,0,1,1,0,0,0,0,,,,,,,,4.50,0.00,4.50,4.50,4.50,,,,,,Matches,,,
139,Lucas Verissimo,2020-2021,25,Benfica,,2. Europa Lg,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
140,Lucas Verissimo,2021-2022,26,Benfica,,1. Champions Lg,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches,,,
141,Lucas Verissimo,2022-2023,27,Benfica,,1. Champions Lg,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
142,John Brooks,2012-2013,19,Hertha BSC,de GER,2. 2. Bundesliga,29,26,2258,25.1,1,0,1,1,0,0,0,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,,,,
143,John Brooks,2013-2014,20,Hertha BSC,de GER,1. Bundesliga,16,14,1054,11.7,2,0,2,2,0,0,2,0,,,,,,,,0.17,0.00,0.17,0.17,0.17,,,,,,Matches,,,
144,John Brooks,2014-2015,21,Hertha BSC,de GER,1. Bundesliga,27,24,2188,24.3,1,0,1,1,0,0,5,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,Matches,,,
145,John Brooks,2015-2016,22,Hertha BSC,de GER,1. Bundesliga,23,20,1810,20.1,1,1,2,1,0,0,3,0,,,,,,,,0.05,0.05,0.10,0.05,0.10,,,,,,Matches,,,
146,John Brooks,2016-2017,23,Hertha BSC,de GER,1. Bundesliga,24,24,2115,23.5,2,0,2,2,0,0,5,0,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,Matches,,,
147,John Brooks,2017-2018,24,Wolfsburg,de GER,1. Bundesliga,9,9,727,8.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,
148,John Brooks,2018-2019,25,Wolfsburg,de GER,1. Bundesliga,29,29,2610,29.0,3,2,5,3,0,0,7,0,2.6,2.6,0.8,3.4,27,135,3,0.10,0.07,0.17,0.10,0.17,0.09,0.03,0.12,0.09,0.12,Matches,,,
149,John Brooks,2019-2020,26,Wolfsburg,de GER,1. Bundesliga,25,25,2224,24.7,0,1,1,0,0,0,4,0,1.2,1.2,1.7,2.9,14,81,6,0.00,0.04,0.04,0.00,0.04,0.05,0.07,0.12,0.05,0.12,Matches,,,
150,John Brooks,2020-2021,27,Wolfsburg,de GER,1. Bundesliga,32,31,2774,30.8,2,0,2,2,0,0,5,0,1.6,1.6,0.4,2.1,28,144,6,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.07,0.05,0.07,Matches,,,
151,John Brooks,2021-2022,28,Wolfsburg,de GER,1. Bundesliga,31,29,2615,29.1,1,1,2,1,0,0,2,0,0.7,0.7,0.4,1.1,22,130,4,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.04,0.02,0.04,Matches,,,
152,John Brooks,2022-2023,29,Hoffenheim,de GER,1. Bundesliga,15,15,1350,15.0,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.4,2,40,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,
153,John Brooks,2023-2024,30,Hoffenheim,de GER,1. Bundesliga,21,18,1539,17.1,2,0,2,2,0,0,6,1,2.6,2.6,0.1,2.7,5,61,1,0.12,0.00,0.12,0.12,0.12,0.15,0.01,0.16,0.15,0.16,Matches,,,
154,Samuel Soares,2022-2023,20,Benfica,pt POR,1. Primeira Liga,,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1st,1.0,Matches
155,Samuel Soares,2023-2024,21,Benfica,pt POR,1. Primeira Liga,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2nd,5.0,Matches
156,Samuel Soares,2024-2025,22,Benfica,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st,0.0,Matches
157,Jan Vertonghen,2010-2011,23,Ajax,,1. Champions Lg,5,5,450,5.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
158,Jan Vertonghen,2011-2012,24,Ajax,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
159,Jan Vertonghen,2012-2013,25,Tottenham,,2. Europa Lg,12,12,1111,12.3,1,0,1,1,0,0,1,1,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,Matches,,,
160,Jan Vertonghen,2013-2014,26,Tottenham,,2. Europa Lg,7,5,521,5.8,1,0,1,1,0,0,3,0,,,,,,,,0.17,0.00,0.17,0.17,0.17,,,,,,Matches,,,
161,Jan Vertonghen,2014-2015,27,Tottenham,,2. Europa Lg,6,6,525,5.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
162,Jan Vertonghen,2015-2016,28,Tottenham,,2. Europa Lg,4,4,360,4.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
163,Jan Vertonghen,2016-2017,29,Tottenham,,1. Champions Lg,5,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
164,Jan Vertonghen,2017-2018,30,Tottenham,,1. Champions Lg,6,6,540,6.0,0,1,1,0,0,0,1,2,0.1,0.1,0.2,0.3,6,24,6,0.00,0.17,0.17,0.00,0.17,0.01,0.04,0.05,0.01,0.05,Matches,,,
165,Jan Vertonghen,2018-2019,31,Tottenham,,1. Champions Lg,10,10,848,9.4,1,1,2,1,0,0,1,0,1.7,1.7,0.4,2.1,4,27,8,0.11,0.11,0.21,0.11,0.21,0.18,0.04,0.22,0.18,0.22,Matches,,,
166,Jan Vertonghen,2019-2020,32,Tottenham,,1. Champions Lg,3,3,252,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
167,Jan Vertonghen,2020-2021,33,Benfica,,2. Europa Lg,8,8,720,8.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,3,32,0,0.12,0.00,0.12,0.12,0.12,0.02,0.00,0.02,0.02,0.02,Matches,,,
168,Jan Vertonghen,2021-2022,34,Benfica,,1. Champions Lg,10,10,900,10.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,13,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,
169,Jan Vertonghen,2022-2023,35,Anderlecht,,3. Conf Lg,11,10,985,10.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,7,46,1,0.09,0.00,0.09,0.09,0.09,0.02,0.00,0.02,0.02,0.02,Matches,,,
170,Jan Vertonghen,2023-2024,36,Anderlecht,be BEL,1. Pro League A,27,27,2425,26.9,3,1,4,3,0,0,4,0,1.2,1.2,1.0,2.2,15,142,8,0.11,0.04,0.15,0.11,0.15,0.04,0.04,0.08,0.04,0.08,Matches,,,
171,Jan Vertonghen,2024-2025,37,Anderlecht,be BEL,1. Pro League A,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,20,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,
172,Cher Ndour,2022-2023,18,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
173,Cher Ndour,2023-2024,19,Paris S-G,fr FRA,Coupe de France,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,
174,Cher Ndour,2024-2025,20,Beşiktaş,,2. Europa Lg,6,4,372,4.1,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,18,7,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14,Matches,,,
175,Andreas Schjelderup,2020-2021,16,Nordsjælland,dk DEN,1. Danish Superliga,16,12,984,10.9,3,2,5,3,0,0,0,0,,,,,,,,0.27,0.18,0.46,0.27,0.46,,,,,,Matches,,,
176,Andreas Schjelderup,2021-2022,17,Nordsjælland,dk DEN,1. Danish Superliga,22,16,1357,15.1,4,0,4,2,2,2,2,0,,,,,,,,0.27,0.00,0.27,0.13,0.13,,,,,,Matches,,,
177,Andreas Schjelderup,2022-2023,18,Benfica,,1. Champions Lg,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
178,Andreas Schjelderup,2023-2024,19,Nordsjælland,,3. Conf Lg,6,4,366,4.1,0,2,2,0,0,0,2,0,0.5,0.5,0.8,1.3,16,20,27,0.00,0.49,0.49,0.00,0.49,0.12,0.20,0.32,0.12,0.32,Matches,,,
179,Andreas Schjelderup,2024-2025,20,Benfica,,1. Champions Lg,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
180,Gil Bastiao Dias,2015-2016,18,Monaco,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
181,Gil Bastiao Dias,2016-2017,19,Rio Ave,pt POR,1. Primeira Liga,34,30,2559,28.4,6,4,10,6,0,0,4,0,,,,,,,,0.21,0.14,0.35,0.21,0.35,,,,,,Matches,,,
182,Gil Bastiao Dias,2017-2018,20,Fiorentina,it ITA,Coppa Italia,1,0,18,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
183,Gil Bastiao Dias,2018-2019,21,Nott'ham Forest,eng ENG,2. Championship,21,10,921,10.2,0,0,0,0,0,0,2,0,0.8,0.8,0.8,1.6,27,36,57,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16,Matches,,,
184,Gil Bastiao Dias,2019-2020,22,Granada,es ESP,Copa del Rey,1,0,20,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
185,Gil Bastiao Dias,2020-2021,23,Famalicão,pt POR,1. Primeira Liga,31,26,2360,26.2,0,3,3,0,0,0,5,0,1.6,1.6,3.1,4.7,103,76,162,0.00,0.11,0.11,0.00,0.11,0.06,0.12,0.18,0.06,0.18,Matches,,,
186,Gil Bastiao Dias,2021-2022,24,Benfica,,1. Champions Lg,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
187,Gil Bastiao Dias,2022-2023,25,Stuttgart,de GER,1. Bundesliga,7,6,398,4.4,1,0,1,1,0,0,0,0,0.5,0.5,0.7,1.2,16,14,33,0.23,0.00,0.23,0.23,0.23,0.12,0.15,0.26,0.12,0.26,Matches,,,
188,Gil Bastiao Dias,2023-2024,26,Legia Warsaw,,3. Conf Lg,5,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,11,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,,,
189,Gil Bastiao Dias,2024-2025,27,Famalicão,pt POR,1. Primeira Liga,13,8,824,9.2,4,1,5,4,0,0,4,0,1.8,1.8,0.4,2.2,26,27,66,0.44,0.11,0.55,0.44,0.55,0.20,0.04,0.24,0.20,0.24,Matches,,,
190,Helton Leite,2018-2019,27,Boavista,pt POR,1. Primeira Liga,21,21,1890,21.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
191,Helton Leite,2019-2020,28,Boavista,pt POR,1. Primeira Liga,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
192,Helton Leite,2020-2021,29,Benfica,,2. Europa Lg,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
193,Helton Leite,2021-2022,30,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
194,Helton Leite,2022-2023,31,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
195,Helton Leite,2023-2024,32,Antalyaspor,tr TUR,1. Süper Lig,34,34,3060,34.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
196,Helton Leite,2024-2025,33,La Coruña,es ESP,2. La Liga 2,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
197,Rafael Rodrigues,2022-2023,20,Benfica,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st,0,Matches
198,Rafael Rodrigues,2024-2025,22,AVS Futebol,pt POR,1. Primeira Liga,,1,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,10,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,,15th,7,Matches
199,Joao Victor,2022-2023,24,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
200,Joao Victor,2023-2024,25,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
201,Diogo Costa,2018-2019,18,Porto,pt POR,1. Primeira Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
202,Diogo Costa,2019-2020,19,Porto,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,
203,Diogo Costa,2020-2021,20,Porto,,1. Champions Lg,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,
204,Diogo Costa,2021-2022,21,Porto,,1. Champions Lg,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,
205,Diogo Costa,2022-2023,22,Porto,,1. Champions Lg,8,8,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.02,0.02,0.0,0.02,Matches,,,
206,Diogo Costa,2023-2024,23,Porto,,1. Champions Lg,8,8,750.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,
207,Diogo Costa,2024-2025,24,Porto,,2. Europa Lg,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,
208,Pepe,2021-2022,24,Porto,,1. Champions Lg,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
209,Pepe,2022-2023,25,Porto,,1. Champions Lg,8,8,685,7.6,0,0,0,0,0,0,4,1,0.3,0.3,1.2,1.4,21,32,26,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.19,0.04,0.19,Matches,,,
210,Pepe,2023-2024,26,Porto,,1. Champions Lg,7,7,642,7.1,1,2,3,1,0,0,2,0,1.2,1.2,0.8,2.0,21,35,33,0.14,0.28,0.42,0.14,0.42,0.17,0.12,0.30,0.17,0.30,Matches,,,
211,Pepe,2024-2025,27,Porto,,2. Europa Lg,6,4,367,4.1,1,2,3,1,0,0,1,0,1.2,1.2,1.4,2.6,6,10,26,0.25,0.49,0.74,0.25,0.74,0.30,0.33,0.63,0.30,0.63,Matches,,,
212,Pepe,2010-2011,27,Real Madrid,,1. Champions Lg,8,8,681,7.6,0,0,0,0,0,0,3,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
213,Pepe,2011-2012,28,Real Madrid,,1. Champions Lg,9,9,840,9.3,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
214,Pepe,2012-2013,29,Real Madrid,,1. Champions Lg,11,7,727,8.1,1,0,1,1,0,0,1,0,,,,,,,,0.12,0.00,0.12,0.12,0.12,,,,,,Matches,,,
215,Pepe,2013-2014,30,Real Madrid,,1. Champions Lg,11,11,973,10.8,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.18,0.18,0.00,0.18,,,,,,Matches,,,
216,Pepe,2014-2015,31,Real Madrid,,1. Champions Lg,6,6,540,6.0,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.17,0.17,0.00,0.17,,,,,,Matches,,,
217,Pepe,2015-2016,32,Real Madrid,,1. Champions Lg,9,8,757,8.4,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
218,Pepe,2016-2017,33,Real Madrid,,1. Champions Lg,3,2,199,2.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
219,Pepe,2017-2018,34,Beşiktaş,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,12,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,
220,Pepe,2018-2019,35,Porto,,1. Champions Lg,3,3,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,11,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,,,
221,Pepe,2019-2020,36,Porto,,2. Europa Lg,7,6,543,6.0,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1.0,0,26,3,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches,,,
222,Pepe,2020-2021,37,Porto,,1. Champions Lg,6,6,570,6.3,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,0,14,0,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Matches,,,
223,Evanilson,2020-2021,20,Porto,,1. Champions Lg,5,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,
224,Evanilson,2021-2022,21,Porto,,1. Champions Lg,4,4,310,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,5,2,18,0.00,0.00,0.00,0.00,0.00,0.20,0.02,0.23,0.20,0.23,Matches,,,
225,Evanilson,2022-2023,22,Porto,,1. Champions Lg,8,6,513,5.7,1,1,2,1,0,0,0,0,0.9,0.9,1.0,1.9,3,8,22,0.18,0.18,0.35,0.18,0.35,0.15,0.18,0.33,0.15,0.33,Matches,,,
226,Evanilson,2023-2024,23,Porto,,1. Champions Lg,7,5,488,5.4,4,1,5,3,1,1,0,0,1.7,1.0,1.2,2.2,10,10,28,0.74,0.18,0.92,0.55,0.74,0.32,0.23,0.55,0.18,0.40,Matches,,,
227,Evanilson,2024-2025,24,Bournemouth,eng ENG,EFL Cup,1,0,45,0.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
228,Fabio Cardoso,2014-2015,20,Paços,pt POR,1. Primeira Liga,16,15,1325,14.7,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,
229,Fabio Cardoso,2015-2016,21,Paços,pt POR,1. Primeira Liga,22,21,1866,20.7,1,1,2,1,0,0,7,0,,,,,,,,0.05,0.05,0.10,0.05,0.10,,,,,,Matches,,,
230,Fabio Cardoso,2016-2017,22,Vitória Setúbal,pt POR,1. Primeira Liga,23,21,1985,22.1,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,Matches,,,
