Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 22_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Matches,MP,LgRank,MP,Matches,Matches
Benno Schmitz,Grasshopper (1 Season),Grasshopper (1 Season),Grasshopper (1 Season),,1 League,9,8,661,7.3,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,,,,,,,
Benno Schmitz,DFB-Pokal (8 Seasons),DFB-Pokal (8 Seasons),DFB-Pokal (8 Seasons),,,9,7,792,8.8,1,1,2,1,0,0,1,0,,,,,,,,0.11,0.11,0.23,0.11,0.23,,,,,,,,,,,,
Benno Schmitz,Bundesliga (7 Seasons),Bundesliga (7 Seasons),Bundesliga (7 Seasons),,,132,101,8642,96.0,1,9,10,1,0,0,19,0,1.4,1.4,7.9,9.4,162,532,368,0.01,0.09,0.10,0.01,0.10,0.02,0.09,0.11,0.02,0.11,,,,,,,
Benno Schmitz,Bundesliga (2 Seasons),Bundesliga (2 Seasons),Bundesliga (2 Seasons),,,45,38,3550,39.4,0,5,5,0,0,0,9,0,,,,,,,,0.00,0.13,0.13,0.00,0.13,,,,,,,,,,,,
Benno Schmitz,Europa Lg (2 Seasons),Europa Lg (2 Seasons),Europa Lg (2 Seasons),,,2,2,180,2.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Benno Schmitz,2. Bundesliga (1 Season),2. Bundesliga (1 Season),2. Bundesliga (1 Season),,,15,14,1230,13.7,0,1,1,0,0,0,4,0,0.5,0.5,1.6,2.1,18,70,29,0.00,0.07,0.07,0.00,0.07,0.04,0.11,0.15,0.04,0.15,,,,,,,
Benno Schmitz,Super Lg (1 Season),Super Lg (1 Season),Super Lg (1 Season),,,9,8,661,7.3,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,,,,,,,
Benno Schmitz,Conf Lg (1 Season),Conf Lg (1 Season),Conf Lg (1 Season),,,2,1,123,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,8,19,0.00,0.00,0.00,0.00,0.00,0.26,0.08,0.33,0.26,0.33,,,,,,,
Federico Palacios Martinez,2013-2014,18,RB Leipzig,de GER,3. 3. Liga,5,0,102,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Federico Palacios Martinez,2014-2015,19,RB Leipzig,de GER,2. 2. Bundesliga,2,0,25,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Federico Palacios Martinez,2016-2017,21,RB Leipzig,de GER,1. Bundesliga,2,0,56,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Federico Palacios Martinez,2017-2018,22,Nürnberg,de GER,2. 2. Bundesliga,9,7,601,6.7,0,0,0,0,0,0,0,0,0.8,0.8,1.4,2.2,7,15,47,0.00,0.00,0.00,0.00,0.00,0.12,0.21,0.33,0.12,0.33,Matches,,,,,,
Federico Palacios Martinez,2018-2019,23,Nürnberg,de GER,1. Bundesliga,17,9,942,10.5,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,11,27,44,0.19,0.00,0.19,0.19,0.19,0.13,0.04,0.17,0.13,0.17,Matches,,,,,,
Federico Palacios Martinez,2019-2020,24,Jahn R'burg,de GER,2. 2. Bundesliga,8,5,448,5.0,1,0,1,1,0,0,0,0,1.4,1.4,0.1,1.4,8,8,21,0.20,0.00,0.20,0.20,0.20,0.27,0.01,0.29,0.27,0.29,Matches,,,,,,
Federico Palacios Martinez,2020-2021,25,Jahn R'burg,de GER,2. 2. Bundesliga,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Federico Palacios Martinez,2021-2022,26,Viktoria Köln,de GER,3. 3. Liga,11,3,329,3.7,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.27,0.27,0.00,0.27,,,,,,Matches,,,,,,
Federico Palacios Martinez,2022-2023,27,Viktoria Köln,de GER,3. 3. Liga,5,1,119,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Federico Palacios Martinez,9 Seasons,9 Seasons,6 Clubs,,4 Leagues,86,35,3838,42.6,7,1,8,7,0,0,4,0,3.5,3.5,1.9,5.4,28,50,115,0.16,0.02,0.19,0.16,0.19,0.16,0.09,0.24,0.16,0.24,,,,,,,
Federico Palacios Martinez,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Federico Palacios Martinez,RB Leipzig (4 Seasons),RB Leipzig (4 Seasons),RB Leipzig (4 Seasons),,4 Leagues,10,0,258,2.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Federico Palacios Martinez,Nürnberg (3 Seasons),Nürnberg (3 Seasons),Nürnberg (3 Seasons),,3 Leagues,30,17,1710,19.0,3,0,3,3,0,0,1,0,2.2,2.2,1.9,4.0,20,42,93,0.16,0.00,0.16,0.16,0.16,0.12,0.11,0.23,0.12,0.23,,,,,,,
Federico Palacios Martinez,Viktoria Köln (2 Seasons),Viktoria Köln (2 Seasons),Viktoria Köln (2 Seasons),,2 Leagues,17,4,461,5.1,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.20,0.20,0.00,0.20,,,,,,,,,,,,
Federico Palacios Martinez,Jahn R'burg (2 Seasons),Jahn R'burg (2 Seasons),Jahn R'burg (2 Seasons),,2 Leagues,10,5,475,5.3,1,0,1,1,0,0,0,0,1.4,1.4,0.1,1.4,8,8,22,0.19,0.00,0.19,0.19,0.19,0.27,0.01,0.29,0.27,0.29,,,,,,,
Federico Palacios Martinez,MSV Duisburg (1 Season),MSV Duisburg (1 Season),MSV Duisburg (1 Season),,1 League,11,8,691,7.7,3,0,3,3,0,0,1,0,,,,,,,,0.39,0.00,0.39,0.39,0.39,,,,,,,,,,,,
Federico Palacios Martinez,Rot-Weiß Erfurt (1 Season),Rot-Weiß Erfurt (1 Season),Rot-Weiß Erfurt (1 Season),,1 League,8,1,243,2.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Federico Palacios Martinez,DFB-Pokal (6 Seasons),DFB-Pokal (6 Seasons),DFB-Pokal (6 Seasons),,,6,1,259,2.9,1,0,1,1,0,0,0,0,,,,,,,,0.35,0.00,0.35,0.35,0.35,,,,,,,,,,,,
Federico Palacios Martinez,3. Liga (5 Seasons),3. Liga (5 Seasons),3. Liga (5 Seasons),,,40,13,1484,16.5,3,1,4,3,0,0,3,0,,,,,,,,0.18,0.06,0.24,0.18,0.24,,,,,,,,,,,,
Federico Palacios Martinez,2. Bundesliga (4 Seasons),2. Bundesliga (4 Seasons),2. Bundesliga (4 Seasons),,,21,12,1097,12.2,1,0,1,1,0,0,0,0,2.2,2.2,1.5,3.7,17,23,71,0.08,0.00,0.08,0.08,0.08,0.18,0.13,0.31,0.18,0.31,,,,,,,
Federico Palacios Martinez,Bundesliga (3 Seasons),Bundesliga (3 Seasons),Bundesliga (3 Seasons),,,19,9,998,11.1,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,11,27,44,0.18,0.00,0.18,0.18,0.18,0.13,0.04,0.17,0.13,0.17,,,,,,,
Niclas Stierlin,2016-2017,16,Kaisersl. U17,de GER,Jr. U17 Bundesliga,24,24,2134,23.7,5,,,5,0,0,7,0,,,,,,,,0.21,,,0.21,,,,,,,,Matches,,,,,
Niclas Stierlin,2017-2018,17,RB Leipzig,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Niclas Stierlin,2018-2019,18,RB Leipzig,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Niclas Stierlin,2019-2020,19,Unterhaching,de GER,3. 3. Liga,23,12,1201,13.3,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Matches,,,,,
Niclas Stierlin,2020-2021,20,Unterhaching,de GER,3. 3. Liga,26,19,1667,18.5,2,0,2,2,0,0,7,0,,,,,,,,0.11,0.00,0.11,0.11,0.11,,,,,,,Matches,,,,,
Niclas Stierlin,2021-2022,21,MSV Duisburg,de GER,3. 3. Liga,33,23,2144,23.8,0,0,0,0,0,0,6,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Matches,,,,,
Niclas Stierlin,2022-2023,22,MSV Duisburg,de GER,3. 3. Liga,28,10,1128,12.5,1,0,1,1,0,0,7,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,,Matches,,,,,
Niclas Stierlin,2023-2024,23,MSV Duisburg,de GER,3. 3. Liga,17,10,933,10.4,1,0,1,1,0,0,4,0,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,,Matches,,,,,
Niclas Stierlin,2024-2025,24,Hallescher,de GER,DFB-Pokal,1,1,71,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Matches,,,,,
Niclas Stierlin,8 Seasons,8 Seasons,4 Clubs,,3 Leagues,128,75,7144,79.4,4,0,4,4,0,0,27,0,,,,,,,,0.05,0.00,0.05,0.05,0.05,,,,,,,,,,,,
Niclas Stierlin,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,,,,,,,,Gls,Ast,G+A,G-PK,G+A-PK,,,,,,,Matches,,,,,
Niclas Stierlin,MSV Duisburg (3 Seasons),MSV Duisburg (3 Seasons),MSV Duisburg (3 Seasons),,1 League,78,43,4205,46.7,2,0,2,2,0,0,17,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,,,,,,,
Niclas Stierlin,Unterhaching (2 Seasons),Unterhaching (2 Seasons),Unterhaching (2 Seasons),,1 League,49,31,2868,31.9,2,0,2,2,0,0,10,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,,,,,,,
Niclas Stierlin,Leipzig U19 (2 Seasons),Leipzig U19 (2 Seasons),Leipzig U19 (2 Seasons),,1 League,45,43,3808,42.3,9,,,9,0,0,7,0,,,,,,,,0.21,,,0.21,,,,,,,,,,,,,
Niclas Stierlin,RB Leipzig (2 Seasons),RB Leipzig (2 Seasons),RB Leipzig (2 Seasons),,2 Leagues,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niclas Stierlin,Kaisersl. U17 (1 Season),Kaisersl. U17 (1 Season),Kaisersl. U17 (1 Season),,1 League,24,24,2134,23.7,5,,,5,0,0,7,0,,,,,,,,0.21,,,0.21,,,,,,,,,,,,,
Niclas Stierlin,K'lautern U19 (1 Season),K'lautern U19 (1 Season),K'lautern U19 (1 Season),,1 League,1,0,2,0.0,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,
Niclas Stierlin,Hallescher (1 Season),Hallescher (1 Season),Hallescher (1 Season),,1 League,1,1,71,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Niclas Stierlin,3. Liga (5 Seasons),3. Liga (5 Seasons),3. Liga (5 Seasons),,,127,74,7073,78.6,4,0,4,4,0,0,27,0,,,,,,,,0.05,0.00,0.05,0.05,0.05,,,,,,,,,,,,
Niclas Stierlin,U19 Bundesliga (3 Seasons),U19 Bundesliga (3 Seasons),U19 Bundesliga (3 Seasons),,,46,43,3810,42.3,9,,,9,0,0,7,0,,,,,,,,0.21,,,0.21,,,,,,,,,,,,,
Niclas Stierlin,DFB-Pokal (2 Seasons),DFB-Pokal (2 Seasons),DFB-Pokal (2 Seasons),,,1,1,71,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Niclas Stierlin,Bundesliga (2 Seasons),Bundesliga (2 Seasons),Bundesliga (2 Seasons),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niclas Stierlin,U17 Bundesliga (1 Season),U17 Bundesliga (1 Season),U17 Bundesliga (1 Season),,,24,24,2134,23.7,5,,,5,0,0,7,0,,,,,,,,0.21,,,0.21,,,,,,,,,,,,,
Benjamin Bourigeaud,2013-2014,19,Lens,fr FRA,2. Ligue 2,16,9,875,9.7,0,2,2,0,0,0,3,0,,,,,,,,0.00,0.21,0.21,0.00,0.21,,,,,,,,,,,,
Benjamin Bourigeaud,2014-2015,20,Lens,fr FRA,1. Ligue 1,20,12,1017,11.3,2,1,3,2,0,0,3,0,,,,,,,,0.18,0.09,0.27,0.18,0.27,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2015-2016,21,Lens,fr FRA,1. Coupe de la Ligue,1,1,110,1.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2016-2017,22,Lens,fr FRA,2. Ligue 2,35,34,2915,32.4,3,6,9,3,0,0,6,0,,,,,,,,0.09,0.19,0.28,0.09,0.28,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2017-2018,23,Rennes,fr FRA,Coupe de France,1,1,71,0.8,1,0,1,0,1,1,0,0,,,,,,,,1.27,0.00,1.27,0.00,0.00,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2018-2019,24,Rennes,fr FRA,Coupe de France,6,6,572,6.4,1,2,3,1,0,0,2,0,,,,,,,,0.16,0.31,0.47,0.16,0.47,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2019-2020,25,Rennes,fr FRA,Coupe de France,4,3,257,2.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2020-2021,26,Rennes,,1. Champions Lg,5,5,368,4.1,0,1,1,0,0,0,1,0,0.4,0.4,1.0,1.4,1,16,11,0.00,0.24,0.24,0.00,0.24,0.10,0.24,0.34,0.10,0.34,Matches,,,,,,
Benjamin Bourigeaud,2021-2022,27,Rennes,,3. Conf Lg,7,7,512,5.7,1,0,1,1,0,0,2,0,1.7,1.7,1.5,3.2,6,40,57,0.18,0.00,0.18,0.18,0.18,0.30,0.26,0.56,0.30,0.56,Matches,,,,,,
Benjamin Bourigeaud,2022-2023,28,Rennes,fr FRA,Coupe de France,2,2,159,1.8,1,0,1,1,0,0,0,0,,,,,,,,0.57,0.00,0.57,0.57,0.57,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2023-2024,29,Rennes,fr FRA,Coupe de France,5,4,380,4.2,3,3,6,2,1,2,0,0,,,,,,,,0.71,0.71,1.42,0.47,1.18,,,,,,Matches,,,,,,
Benjamin Bourigeaud,2024-2025,30,Rennes,fr FRA,1. Ligue 1,1,1,80,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,4,4,1.13,0.00,1.13,1.13,1.13,0.17,0.00,0.17,0.17,0.17,Matches,,,,,,
Benjamin Bourigeaud,12 Seasons,12 Seasons,2 Clubs,,8 Leagues,411,357,30718,341.3,75,70,145,56,19,22,59,2,52.9,38.8,56.2,95.0,312,1418,1478,0.22,0.21,0.42,0.16,0.37,0.22,0.23,0.45,0.16,0.40,,,,,,,
Benjamin Bourigeaud,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Benjamin Bourigeaud,Rennes (8 Seasons),Rennes (8 Seasons),Rennes (8 Seasons),,7 Leagues,309,279,23909,265.7,66,61,127,47,19,22,45,1,52.9,38.8,56.2,95.0,312,1418,1478,0.25,0.23,0.48,0.18,0.41,0.22,0.23,0.45,0.16,0.40,,,,,,,
Benjamin Bourigeaud,Lens (4 Seasons),Lens (4 Seasons),Lens (4 Seasons),,3 Leagues,102,78,6809,75.7,9,9,18,9,0,0,14,1,,,,,,,,0.12,0.12,0.24,0.12,0.24,,,,,,,,,,,,
Benjamin Bourigeaud,Ligue 1 (9 Seasons),Ligue 1 (9 Seasons),Ligue 1 (9 Seasons),,,261,230,19762,219.6,54,48,102,40,14,15,33,1,46.7,34.9,49.5,84.4,281,1252,1299,0.25,0.22,0.46,0.18,0.40,0.22,0.24,0.46,0.17,0.41,,,,,,,
Benjamin Bourigeaud,Coupe de France (7 Seasons),Coupe de France (7 Seasons),Coupe de France (7 Seasons),,,20,18,1619,18.0,6,5,11,4,2,3,2,0,,,,,,,,0.33,0.28,0.61,0.22,0.50,,,,,,,,,,,,
Benjamin Bourigeaud,Europa Lg (4 Seasons),Europa Lg (4 Seasons),Europa Lg (4 Seasons),,,29,24,2000,22.2,4,4,8,2,2,3,8,0,4.1,1.8,4.2,5.9,24,110,111,0.18,0.18,0.36,0.09,0.27,0.19,0.19,0.37,0.08,0.27,,,,,,,
Benjamin Bourigeaud,Coupe de la Ligue (4 Seasons),Coupe de la Ligue (4 Seasons),Coupe de la Ligue (4 Seasons),,,7,7,708,7.9,3,3,6,2,1,1,2,0,,,,,,,,0.38,0.38,0.76,0.25,0.64,,,,,,,,,,,,
Benjamin Bourigeaud,Ligue 2 (3 Seasons),Ligue 2 (3 Seasons),Ligue 2 (3 Seasons),,,81,65,5682,63.1,7,8,15,7,0,0,10,1,,,,,,,,0.11,0.13,0.24,0.11,0.24,,,,,,,,,,,,
Benjamin Bourigeaud,Conf Lg (1 Season),Conf Lg (1 Season),Conf Lg (1 Season),,,7,7,512,5.7,1,0,1,1,0,0,2,0,1.7,1.7,1.5,3.2,6,40,57,0.18,0.00,0.18,0.18,0.18,0.30,0.26,0.56,0.30,0.56,,,,,,,
Benjamin Bourigeaud,Champions Lg (1 Season),Champions Lg (1 Season),Champions Lg (1 Season),,,5,5,368,4.1,0,1,1,0,0,0,1,0,0.4,0.4,1.0,1.4,1,16,11,0.00,0.24,0.24,0.00,0.24,0.10,0.24,0.34,0.10,0.34,,,,,,,
Benjamin Bourigeaud,Trophée des Champions (1 Season),Trophée des Champions (1 Season),Trophée des Champions (1 Season),,,1,1,67,0.7,0,1,1,0,0,0,1,0,,,,,,,,0.00,1.34,1.34,0.00,1.34,,,,,,,,,,,,
Tomas Koubek,2010-2011,17,Hradec Králové,cz CZE,1. First League,2,2,180,2.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,2011-2012,18,Hradec Králové,cz CZE,1. First League,13,13,1170,13.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,2012-2013,19,Hradec Králové,cz CZE,1. First League,20,20,1800,20.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,2014-2015,21,Hradec Králové,cz CZE,1. First League,26,26,2295,25.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Tomas Koubek,2015-2016,22,Slovan Liberec,,2. Europa Lg,6,6,540,6.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Tomas Koubek,2016-2017,23,Sparta Prague,,2. Europa Lg,8,8,720,8.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Tomas Koubek,2017-2018,24,Rennes,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Tomas Koubek,2018-2019,25,Rennes,fr FRA,Coupe de France,6,6,600,6.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Tomas Koubek,2019-2020,26,Augsburg,de GER,1. Bundesliga,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Tomas Koubek,2020-2021,27,Augsburg,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Tomas Koubek,2021-2022,28,Augsburg,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Tomas Koubek,2022-2023,29,Augsburg,de GER,1. Bundesliga,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Tomas Koubek,2023-2024,30,Augsburg,de GER,1. Bundesliga,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Tomas Koubek,13 Seasons,13 Seasons,5 Clubs,,8 Leagues,250,249,22500,250.0,0,0,0,0,0,0,9,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Tomas Koubek,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Tomas Koubek,Augsburg (5 Seasons),Augsburg (5 Seasons),Augsburg (5 Seasons),,2 Leagues,40,40,3600,40.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Tomas Koubek,Hradec Králové (4 Seasons),Hradec Králové (4 Seasons),Hradec Králové (4 Seasons),,1 League,61,61,5445,60.5,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,Rennes (3 Seasons),Rennes (3 Seasons),Rennes (3 Seasons),,5 Leagues,83,82,7515,83.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Tomas Koubek,Sparta Prague (2 Seasons),Sparta Prague (2 Seasons),Sparta Prague (2 Seasons),,2 Leagues,35,35,3150,35.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,Slovan Liberec (1 Season),Slovan Liberec (1 Season),Slovan Liberec (1 Season),,2 Leagues,31,31,2790,31.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,First League (7 Seasons),First League (7 Seasons),First League (7 Seasons),,,113,113,10125,112.5,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,Bundesliga (5 Seasons),Bundesliga (5 Seasons),Bundesliga (5 Seasons),,,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Tomas Koubek,DFB-Pokal (5 Seasons),DFB-Pokal (5 Seasons),DFB-Pokal (5 Seasons),,,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,Europa Lg (3 Seasons),Europa Lg (3 Seasons),Europa Lg (3 Seasons),,,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Tomas Koubek,Ligue 1 (2 Seasons),Ligue 1 (2 Seasons),Ligue 1 (2 Seasons),,,67,66,5985,66.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Tomas Koubek,Coupe de France (2 Seasons),Coupe de France (2 Seasons),Coupe de France (2 Seasons),,,6,6,600,6.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,Coupe de la Ligue (2 Seasons),Coupe de la Ligue (2 Seasons),Coupe de la Ligue (2 Seasons),,,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Tomas Koubek,Trophée des Champions (1 Season),Trophée des Champions (1 Season),Trophée des Champions (1 Season),,,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Hamari Traore,2013-2014,21,Lierse,be BEL,1. Pro League,15,12,991,11.0,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Hamari Traore,2014-2015,22,Lierse,be BEL,1. Pro League,33,33,2960,32.9,1,3,4,1,0,0,3,1,,,,,,,,0.03,0.09,0.12,0.03,0.12,,,,,,Matches,,,,,,
Hamari Traore,2015-2016,23,Reims,fr FRA,1. Ligue 1,33,32,2912,32.4,2,1,3,2,0,0,10,1,,,,,,,,0.06,0.03,0.09,0.06,0.09,,,,,,Matches,,,,,,
Hamari Traore,2016-2017,24,Reims,fr FRA,1. Coupe de la Ligue,1,1,72,0.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Hamari Traore,2017-2018,25,Rennes,fr FRA,1. Coupe de la Ligue,3,3,300,3.3,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Hamari Traore,2018-2019,26,Rennes,fr FRA,Coupe de France,5,4,437,4.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
