Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 22_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Matches,MP,LgRank,MP,Matches,Matches
Ferran Torres,2017-2018,17,Valencia,es ESP,Copa del Rey,3,0,59,0.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.53,1.53,0.00,1.53,,,,,,Matches,,,,,,
Ferran Torres,2018-2019,18,Valencia,,1. Champions Lg,3,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,7,16,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,,,,,,
Ferran Torres,2019-2020,19,Valencia,,1. Champions Lg,6,5,478,5.3,2,2,4,2,0,0,0,0,1.4,1.4,3.0,4.4,18,28,50,0.38,0.38,0.75,0.38,0.75,0.26,0.57,0.84,0.26,0.84,Matches,,,,,,
Ferran Torres,2020-2021,20,Manchester City,,1. Champions Lg,6,4,360,4.0,4,0,4,4,0,0,0,0,2.5,2.5,0.5,3.0,4,9,24,1.00,0.00,1.00,1.00,1.00,0.63,0.12,0.74,0.63,0.74,Matches,,,,,,
Ferran Torres,2021-2022,21,Manchester City,,1. Champions Lg,1,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,0,3,0.00,0.00,0.00,0.00,0.00,0.21,0.17,0.38,0.21,0.38,Matches,,,,,,
Ferran Torres,2022-2023,22,Barcelona,,1. Champions Lg,5,1,188,2.1,3,1,4,3,0,0,1,0,1.3,1.3,0.3,1.6,3,4,17,1.44,0.48,1.91,1.44,1.91,0.60,0.15,0.75,0.60,0.75,Matches,,,,,,
Ferran Torres,2023-2024,23,Barcelona,,1. Champions Lg,8,3,378,4.2,3,1,4,3,0,0,2,0,1.6,1.6,0.5,2.1,9,20,43,0.71,0.24,0.95,0.71,0.95,0.38,0.12,0.49,0.38,0.49,Matches,,,,,,
Ferran Torres,2024-2025,24,Barcelona,,1. Champions Lg,3,1,121,1.3,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.6,1,0,16,1.49,0.00,1.49,1.49,1.49,1.08,0.10,1.18,1.08,1.18,Matches,,,,,,
Ferran Torres,8 Seasons,8 Seasons,3 Clubs,,9 Leagues,268,156,14353,159.5,55,30,85,53,2,3,28,2,44.2,41.9,26.3,68.2,354,403,1251,0.34,0.19,0.54,0.33,0.52,0.33,0.20,0.53,0.31,0.51,,,,,,,
Ferran Torres,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Ferran Torres,Barcelona (4 Seasons),Barcelona (4 Seasons),Barcelona (4 Seasons),,5 Leagues,128,70,6504,72.3,30,14,44,28,2,3,15,2,26.4,24.0,12.0,36.0,146,203,706,0.42,0.19,0.61,0.39,0.58,0.42,0.19,0.61,0.38,0.57,,,,,,,
Ferran Torres,Valencia (3 Seasons),Valencia (3 Seasons),Valencia (3 Seasons),,5 Leagues,97,55,5222,58.0,9,12,21,9,0,0,12,0,7.6,7.6,11.4,19.0,168,156,374,0.16,0.21,0.36,0.16,0.36,0.16,0.24,0.40,0.16,0.40,,,,,,,
Ferran Torres,Manchester City (2 Seasons),Manchester City (2 Seasons),Manchester City (2 Seasons),,5 Leagues,43,31,2627,29.2,16,4,20,16,0,0,1,0,10.3,10.3,2.9,13.2,40,44,171,0.55,0.14,0.70,0.55,0.70,0.46,0.13,0.58,0.46,0.58,,,,,,,
Ferran Torres,La Liga (7 Seasons),La Liga (7 Seasons),La Liga (7 Seasons),,,163,85,7917,88.0,24,17,41,23,1,2,18,2,25.6,24.0,17.8,41.8,256,268,832,0.27,0.19,0.47,0.26,0.45,0.29,0.20,0.49,0.27,0.47,,,,,,,
Ferran Torres,Champions Lg (7 Seasons),Champions Lg (7 Seasons),Champions Lg (7 Seasons),,,32,16,1701,18.9,14,4,18,14,0,0,4,0,8.6,8.6,4.6,13.2,38,68,169,0.74,0.21,0.95,0.74,0.95,0.45,0.24,0.69,0.45,0.69,,,,,,,
Ferran Torres,Copa del Rey (6 Seasons),Copa del Rey (6 Seasons),Copa del Rey (6 Seasons),,,20,16,1461,16.2,3,3,6,3,0,0,4,0,,,,,,,,0.18,0.18,0.37,0.18,0.37,,,,,,,,,,,,
Ferran Torres,Supercopa de España (4 Seasons),Supercopa de España (4 Seasons),Supercopa de España (4 Seasons),,,5,4,313,3.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Ferran Torres,Europa Lg (3 Seasons),Europa Lg (3 Seasons),Europa Lg (3 Seasons),,,12,9,764,8.5,2,2,4,1,1,1,0,0,2.4,1.6,1.7,3.4,25,32,106,0.24,0.24,0.47,0.12,0.35,0.29,0.20,0.49,0.19,0.40,,,,,,,
Ferran Torres,Premier League (2 Seasons),Premier League (2 Seasons),Premier League (2 Seasons),,,28,19,1609,17.9,9,3,12,9,0,0,1,0,7.6,7.6,2.3,9.9,35,35,144,0.50,0.17,0.67,0.50,0.67,0.43,0.13,0.55,0.43,0.55,,,,,,,
Ferran Torres,EFL Cup (2 Seasons),EFL Cup (2 Seasons),EFL Cup (2 Seasons),,,4,3,272,3.0,2,1,3,2,0,0,0,0,,,,,,,,0.66,0.33,0.99,0.66,0.99,,,,,,,,,,,,
Ferran Torres,FA Cup (1 Season),FA Cup (1 Season),FA Cup (1 Season),,,3,3,243,2.7,1,0,1,1,0,0,0,0,,,,,,,,0.37,0.00,0.37,0.37,0.37,,,,,,,,,,,,
Ferran Torres,Community Shield (1 Season),Community Shield (1 Season),Community Shield (1 Season),,,1,1,73,0.8,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,,,,,,,
Javier Jimenez Garcia,2016-2017,19,Valencia,es ESP,Copa del Rey,2,2,159,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Javier Jimenez Garcia,2017-2018,20,Valencia,es ESP,1. La Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Javier Jimenez Garcia,2019-2020,22,Valencia,es ESP,1. La Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Javier Jimenez Garcia,2020-2021,23,Albacete,es ESP,2. La Liga 2,6,6,474,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
Javier Jimenez Garcia,2022-2023,25,Albacete,es ESP,2. La Liga 2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Javier Jimenez Garcia,5 Seasons,5 Seasons,2 Clubs,,3 Leagues,8,8,633,7.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,,,,,,,
Javier Jimenez Garcia,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Javier Jimenez Garcia,Valencia (3 Seasons),Valencia (3 Seasons),Valencia (3 Seasons),,2 Leagues,2,2,159,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Javier Jimenez Garcia,Albacete (2 Seasons),Albacete (2 Seasons),Albacete (2 Seasons),,1 League,6,6,474,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,,,,,,,
Javier Jimenez Garcia,La Liga 2 (2 Seasons),La Liga 2 (2 Seasons),La Liga 2 (2 Seasons),,,6,6,474,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,,,,,,,
Javier Jimenez Garcia,La Liga (2 Seasons),La Liga (2 Seasons),La Liga (2 Seasons),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Jimenez Garcia,Copa del Rey (1 Season),Copa del Rey (1 Season),Copa del Rey (1 Season),,,2,2,159,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Gonzalo Villar,2017-2018,19,Valencia,es ESP,1. La Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Gonzalo Villar,2018-2019,20,Elche,es ESP,Copa del Rey,2,2,167,1.9,1,0,1,1,0,0,0,0,,,,,,,,0.54,0.00,0.54,0.54,0.54,,,,,,Matches,,,,,,
Gonzalo Villar,2019-2020,21,Roma,,2. Europa Lg,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches,,,,,,
Gonzalo Villar,2020-2021,22,Roma,it ITA,Coppa Italia,1,1,68,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Gonzalo Villar,2021-2022,23,Roma,,3. Conf Lg,5,2,195,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,13,8,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches,,,,,,
Gonzalo Villar,2022-2023,24,Sampdoria,it ITA,Coppa Italia,1,0,75,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Gonzalo Villar,2023-2024,25,Granada,es ESP,Copa del Rey,1,1,58,0.6,0,1,1,0,0,0,1,0,,,,,,,,0.00,1.55,1.55,0.00,1.55,,,,,,Matches,,,,,,
Gonzalo Villar,2024-2025,26,Granada,es ESP,Copa del Rey,2,0,64,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Gonzalo Villar,8 Seasons,8 Seasons,6 Clubs,,7 Leagues,197,113,10385,115.4,4,7,11,4,0,0,48,0,6.1,6.1,5.8,11.9,189,524,143,0.03,0.06,0.10,0.03,0.10,0.06,0.05,0.11,0.06,0.11,,,,,,,
Gonzalo Villar,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Gonzalo Villar,Roma (3 Seasons),Roma (3 Seasons),Roma (3 Seasons),,4 Leagues,63,34,3232,35.9,0,1,1,0,0,0,13,0,1.7,1.7,1.5,3.3,65,209,52,0.00,0.03,0.03,0.00,0.03,0.05,0.04,0.09,0.05,0.09,,,,,,,
Gonzalo Villar,Granada (2 Seasons),Granada (2 Seasons),Granada (2 Seasons),,3 Leagues,55,33,2926,32.5,2,4,6,2,0,0,13,0,2.5,2.5,3.0,5.6,47,148,46,0.06,0.12,0.18,0.06,0.18,0.08,0.10,0.18,0.08,0.18,,,,,,,
Gonzalo Villar,Elche (2 Seasons),Elche (2 Seasons),Elche (2 Seasons),,2 Leagues,37,33,2701,30.0,2,1,3,2,0,0,15,0,1.3,1.3,0.5,1.8,48,100,29,0.07,0.03,0.10,0.07,0.10,0.05,0.02,0.07,0.05,0.07,,,,,,,
Gonzalo Villar,Getafe (2 Seasons),Getafe (2 Seasons),Getafe (2 Seasons),,1 League,26,5,755,8.4,0,1,1,0,0,0,5,0,0.5,0.5,0.7,1.2,20,41,14,0.00,0.12,0.12,0.00,0.12,0.06,0.08,0.14,0.06,0.14,,,,,,,
Gonzalo Villar,Sampdoria (1 Season),Sampdoria (1 Season),Sampdoria (1 Season),,2 Leagues,16,8,771,8.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,9,26,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Gonzalo Villar,Valencia (1 Season),Valencia (1 Season),Valencia (1 Season),,1 League,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Villar,La Liga (4 Seasons),La Liga (4 Seasons),La Liga (4 Seasons),,,61,26,2558,28.4,1,4,5,1,0,0,12,0,2.4,2.4,2.9,5.2,47,115,41,0.04,0.14,0.18,0.04,0.18,0.08,0.10,0.18,0.08,0.18,,,,,,,
Gonzalo Villar,Serie A (4 Seasons),Serie A (4 Seasons),Serie A (4 Seasons),,,57,31,2854,31.7,0,1,1,0,0,0,12,0,1.5,1.5,0.7,2.2,60,159,31,0.00,0.03,0.03,0.00,0.03,0.05,0.02,0.07,0.05,0.07,,,,,,,
Gonzalo Villar,La Liga 2 (3 Seasons),La Liga 2 (3 Seasons),La Liga 2 (3 Seasons),,,52,42,3535,39.3,2,1,3,2,0,0,20,0,2.0,2.0,1.3,3.4,68,174,48,0.05,0.03,0.08,0.05,0.08,0.05,0.03,0.09,0.05,0.09,,,,,,,
Gonzalo Villar,Copa del Rey (3 Seasons),Copa del Rey (3 Seasons),Copa del Rey (3 Seasons),,,5,3,289,3.2,1,1,2,1,0,0,1,0,,,,,,,,0.31,0.31,0.62,0.31,0.62,,,,,,,,,,,,
Gonzalo Villar,Europa Lg (2 Seasons),Europa Lg (2 Seasons),Europa Lg (2 Seasons),,,15,8,811,9.0,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,12,63,15,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,,,,,,,
Gonzalo Villar,Coppa Italia (2 Seasons),Coppa Italia (2 Seasons),Coppa Italia (2 Seasons),,,2,1,143,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Gonzalo Villar,Conf Lg (1 Season),Conf Lg (1 Season),Conf Lg (1 Season),,,5,2,195,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,13,8,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,,,,,,,
Thomas Strakosha,2014-2015,19,Lazio,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Thomas Strakosha,2015-2016,20,Salernitana,it ITA,Coppa Italia,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Thomas Strakosha,2016-2017,21,Lazio,it ITA,Coppa Italia,4,4,360,4.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Thomas Strakosha,2017-2018,22,Lazio,it ITA,Coppa Italia,4,4,390,4.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Thomas Strakosha,2018-2019,23,Lazio,it ITA,Coppa Italia,5,5,480,5.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Thomas Strakosha,2019-2020,24,Lazio,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Thomas Strakosha,2020-2021,25,Lazio,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Thomas Strakosha,2021-2022,26,Lazio,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Thomas Strakosha,2022-2023,27,Brentford,eng ENG,EFL Cup,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Thomas Strakosha,2023-2024,28,Brentford,eng ENG,EFL Cup,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Thomas Strakosha,2024-2025,29,AEK Athens,gr GRE,1. Super League,15,15,1350,15.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Thomas Strakosha,11 Seasons,11 Seasons,4 Clubs,,10 Leagues,242,240,21810,242.3,0,0,0,0,0,0,16,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Thomas Strakosha,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Thomas Strakosha,Lazio (7 Seasons),Lazio (7 Seasons),Lazio (7 Seasons),,5 Leagues,208,207,18735,208.2,0,0,0,0,0,0,15,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Thomas Strakosha,Brentford (2 Seasons),Brentford (2 Seasons),Brentford (2 Seasons),,3 Leagues,6,5,525,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Thomas Strakosha,AEK Athens (1 Season),AEK Athens (1 Season),AEK Athens (1 Season),,1 League,15,15,1350,15.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,Salernitana (1 Season),Salernitana (1 Season),Salernitana (1 Season),,2 Leagues,13,13,1200,13.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,Coppa Italia (8 Seasons),Coppa Italia (8 Seasons),Coppa Italia (8 Seasons),,,17,17,1620,18.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,Serie A (7 Seasons),Serie A (7 Seasons),Serie A (7 Seasons),,,164,163,14715,163.5,0,0,0,0,0,0,12,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Thomas Strakosha,Europa Lg (4 Seasons),Europa Lg (4 Seasons),Europa Lg (4 Seasons),,,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Thomas Strakosha,FA Cup (2 Seasons),FA Cup (2 Seasons),FA Cup (2 Seasons),,,3,3,300,3.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,Premier League (2 Seasons),Premier League (2 Seasons),Premier League (2 Seasons),,,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Thomas Strakosha,Supercoppa (2 Seasons),Supercoppa (2 Seasons),Supercoppa (2 Seasons),,,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,EFL Cup (2 Seasons),EFL Cup (2 Seasons),EFL Cup (2 Seasons),,,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,Super League (1 Season),Super League (1 Season),Super League (1 Season),,,15,15,1350,15.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,Serie B (1 Season),Serie B (1 Season),Serie B (1 Season),,,11,11,990,11.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Thomas Strakosha,Champions Lg (1 Season),Champions Lg (1 Season),Champions Lg (1 Season),,,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Adam Marusic,2013-2014,20,Voždovac,rs SRB,1. SuperLiga,27,24,2116,23.5,6,2,8,6,0,0,1,1,,,,,,,,0.26,0.09,0.34,0.26,0.34,,,,,,,,,,,,
Adam Marusic,2014-2015,21,Kortrijk,be BEL,1. Pro League,34,27,2385,26.5,6,3,9,6,0,0,8,1,,,,,,,,0.23,0.11,0.34,0.23,0.34,,,,,,Matches,,,,,,
Adam Marusic,2015-2016,22,Kortrijk,be BEL,1. Pro League,35,31,2833,31.5,4,0,4,3,1,2,6,0,,,,,,,,0.13,0.00,0.13,0.10,0.10,,,,,,Matches,,,,,,
Adam Marusic,2016-2017,23,Oostende,be BEL,1. First Division A,35,33,2999,33.3,5,4,9,5,0,0,6,0,,,,,,,,0.15,0.12,0.27,0.15,0.27,,,,,,Matches,,,,,,
Adam Marusic,2017-2018,24,Lazio,it ITA,Coppa Italia,1,1,92,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Adam Marusic,2018-2019,25,Lazio,it ITA,Coppa Italia,4,3,287,3.2,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Adam Marusic,2019-2020,26,Lazio,it ITA,1. Serie A,15,10,942,10.5,2,1,3,2,0,0,3,0,1.9,1.9,0.6,2.4,11,9,64,0.19,0.10,0.29,0.19,0.29,0.18,0.05,0.23,0.18,0.23,Matches,,,,,,
Adam Marusic,2020-2021,27,Lazio,,1. Champions Lg,8,8,720,8.0,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,6,12,34,0.00,0.12,0.12,0.00,0.12,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,
Adam Marusic,2021-2022,28,Lazio,it ITA,Coppa Italia,2,2,169,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Adam Marusic,2022-2023,29,Lazio,,3. Conf Lg,3,2,211,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,
Adam Marusic,2023-2024,30,Lazio,,1. Champions Lg,7,6,514,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,21,16,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches,,,,,,
Adam Marusic,2024-2025,31,Lazio,it ITA,Coppa Italia,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Adam Marusic,12 Seasons,12 Seasons,4 Clubs,,8 Leagues,421,362,32767,364.1,32,22,54,31,1,2,57,8,10.4,10.4,12.6,23.0,409,719,1036,0.09,0.06,0.15,0.09,0.15,0.04,0.05,0.10,0.04,0.10,,,,,,,
Adam Marusic,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Adam Marusic,Lazio (8 Seasons),Lazio (8 Seasons),Lazio (8 Seasons),,6 Leagues,290,247,22434,249.3,11,13,24,11,0,0,36,6,10.4,10.4,12.6,23.0,409,719,1036,0.04,0.05,0.10,0.04,0.10,0.04,0.05,0.10,0.04,0.10,,,,,,,
Adam Marusic,Kortrijk (2 Seasons),Kortrijk (2 Seasons),Kortrijk (2 Seasons),,1 League,69,58,5218,58.0,10,3,13,9,1,2,14,1,,,,,,,,0.17,0.05,0.22,0.16,0.21,,,,,,,,,,,,
Adam Marusic,Oostende (1 Season),Oostende (1 Season),Oostende (1 Season),,1 League,35,33,2999,33.3,5,4,9,5,0,0,6,0,,,,,,,,0.15,0.12,0.27,0.15,0.27,,,,,,,,,,,,
Adam Marusic,Voždovac (1 Season),Voždovac (1 Season),Voždovac (1 Season),,1 League,27,24,2116,23.5,6,2,8,6,0,0,1,1,,,,,,,,0.26,0.09,0.34,0.26,0.34,,,,,,,,,,,,
Adam Marusic,Serie A (8 Seasons),Serie A (8 Seasons),Serie A (8 Seasons),,,227,201,17974,199.7,10,11,21,10,0,0,29,5,9.6,9.6,9.8,19.4,365,603,889,0.05,0.06,0.11,0.05,0.11,0.05,0.05,0.10,0.05,0.10,,,,,,,
Adam Marusic,Coppa Italia (7 Seasons),Coppa Italia (7 Seasons),Coppa Italia (7 Seasons),,,16,11,1069,11.9,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Adam Marusic,Europa Lg (5 Seasons),Europa Lg (5 Seasons),Europa Lg (5 Seasons),,,27,18,1865,20.7,1,1,2,1,0,0,1,1,0.6,0.6,2.2,2.8,33,80,95,0.05,0.05,0.10,0.05,0.10,0.03,0.10,0.13,0.03,0.13,,,,,,,
Adam Marusic,Pro League (3 Seasons),Pro League (3 Seasons),Pro League (3 Seasons),,,104,91,8217,91.3,15,7,22,14,1,2,20,1,,,,,,,,0.16,0.08,0.24,0.15,0.23,,,,,,,,,,,,
Adam Marusic,Supercoppa (3 Seasons),Supercoppa (3 Seasons),Supercoppa (3 Seasons),,,2,1,81,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Adam Marusic,Champions Lg (2 Seasons),Champions Lg (2 Seasons),Champions Lg (2 Seasons),,,15,14,1234,13.7,0,1,1,0,0,0,3,0,0.2,0.2,0.6,0.8,11,33,50,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06,,,,,,,
