Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches,Matches
Jonas Michelbrink,2023-2024,22,MSV Duisburg,de GER,3. 3. Liga,,17,1377,15.3,0,0,0,0,0,0,6,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,18th,26,Matches,,
Arne Maier,2020-2021,21,Arminia,de GER,1. Bundesliga,16,13,1034,11.5,0,0,0,0,0,0,0,0,0.6,0.6,1.2,1.8,17,29,22,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16,Matches,,,,,,
Arne Maier,2021-2022,22,Augsburg,de GER,1. Bundesliga,29,21,1864,20.7,1,6,7,1,0,0,0,0,1.5,1.5,3.5,5.0,26,83,51,0.05,0.29,0.34,0.05,0.34,0.07,0.17,0.24,0.07,0.24,Matches,,,,,,
Arne Maier,2022-2023,23,Augsburg,de GER,1. Bundesliga,30,24,1960,21.8,5,1,6,5,0,0,3,0,1.6,1.6,1.8,3.4,32,66,77,0.23,0.05,0.28,0.23,0.28,0.07,0.08,0.16,0.07,0.16,Matches,,,,,,
Arne Maier,2023-2024,24,Augsburg,de GER,1. Bundesliga,22,10,1003,11.1,2,4,6,2,0,0,0,0,1.5,1.5,2.3,3.9,17,64,66,0.18,0.36,0.54,0.18,0.54,0.14,0.21,0.35,0.14,0.35,Matches,,,,,,
Arne Maier,2024-2025,25,Augsburg,de GER,1. Bundesliga,12,5,441,4.9,0,0,0,0,0,0,0,0,1.0,1.0,0.7,1.7,7,19,20,0.00,0.00,0.00,0.00,0.00,0.20,0.15,0.35,0.20,0.35,Matches,,,,,,
Marcel Lotka,2020-2021,19,Hertha BSC,de GER,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th,0,Matches,,
Marcel Lotka,2021-2022,20,Hertha BSC,de GER,1. Bundesliga,,9,885,9.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,16th,10,Matches,,
Marcel Lotka,2022-2023,21,Dortmund II,de GER,3. 3. Liga,,30,2700,30.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,13th,30,Matches,,
Marcel Lotka,2023-2024,22,Dortmund II,de GER,3. 3. Liga,,28,2519,28.0,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,11th,28,Matches,,
Marcel Lotka,2024-2025,23,Dortmund II,de GER,3. 3. Liga,,13,1170,13.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,9th,13,Matches,,
Karim Rekik,2020-2021,25,Hertha BSC,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Karim Rekik,2021-2022,26,Sevilla,,1. Champions Lg,4,1,125,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Karim Rekik,2022-2023,27,Sevilla,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Ruwen Werthmuller,2020-2021,19,Hertha BSC,de GER,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th,0,,,Matches
Ritsu Doan,2020-2021,22,Arminia,de GER,1. Bundesliga,34,33,2768,30.8,5,2,7,5,0,0,1,0,5.2,5.1,3.6,8.7,88,86,169,0.16,0.07,0.23,0.16,0.23,0.17,0.12,0.29,0.17,0.28,Matches,,,,,,
Ritsu Doan,2021-2022,23,PSV Eindhoven,,3. Conf Lg,6,2,267,3.0,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.9,8,19,29,0.34,0.34,0.67,0.34,0.67,0.09,0.19,0.29,0.09,0.29,Matches,,,,,,
Ritsu Doan,2022-2023,24,Freiburg,de GER,1. Bundesliga,33,30,2424,26.9,5,4,9,5,0,0,3,0,7.0,7.0,3.2,10.2,83,69,167,0.19,0.15,0.33,0.19,0.33,0.26,0.12,0.38,0.26,0.38,Matches,,,,,,
Ritsu Doan,2023-2024,25,Freiburg,de GER,1. Bundesliga,30,26,2246,25.0,7,2,9,7,0,0,2,0,5.0,5.0,3.1,8.1,49,78,139,0.28,0.08,0.36,0.28,0.36,0.20,0.12,0.32,0.20,0.32,Matches,,,,,,
Ritsu Doan,2024-2025,26,Freiburg,de GER,1. Bundesliga,14,14,1179,13.1,5,2,7,5,0,0,0,0,3.4,3.4,0.8,4.2,29,46,74,0.38,0.15,0.53,0.38,0.53,0.26,0.06,0.32,0.26,0.32,Matches,,,,,,
Amos Pieper,2020-2021,22,Arminia,de GER,1. Bundesliga,30,30,2682,29.8,1,1,2,1,0,0,6,0,1.2,1.2,0.5,1.7,21,86,6,0.03,0.03,0.07,0.03,0.07,0.04,0.02,0.06,0.04,0.06,Matches,,,,,,
Amos Pieper,2021-2022,23,Arminia,de GER,1. Bundesliga,27,27,2379,26.4,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,7,63,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,
Amos Pieper,2022-2023,24,Werder Bremen,de GER,1. Bundesliga,29,22,1957,21.7,2,1,3,2,0,0,9,0,0.7,0.7,0.3,1.1,14,84,4,0.09,0.05,0.14,0.09,0.14,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,
Amos Pieper,2023-2024,25,Werder Bremen,de GER,1. Bundesliga,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3,24,3,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19,Matches,,,,,,
Amos Pieper,2024-2025,26,Werder Bremen,de GER,1. Bundesliga,8,3,319,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0,8,0,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20,Matches,,,,,,
Cedric Brunner,2020-2021,26,Arminia,de GER,1. Bundesliga,31,30,2655,29.5,0,1,1,0,0,0,6,0,0.5,0.5,1.3,1.8,28,87,41,0.00,0.03,0.03,0.00,0.03,0.02,0.04,0.06,0.02,0.06,Matches,,,,,,
Cedric Brunner,2021-2022,27,Arminia,de GER,1. Bundesliga,27,26,2183,24.3,0,1,1,0,0,0,6,0,0.2,0.2,1.2,1.5,23,82,45,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Matches,,,,,,
Cedric Brunner,2022-2023,28,Schalke 04,de GER,1. Bundesliga,28,28,2315,25.7,0,0,0,0,0,0,5,0,0.3,0.3,1.5,1.9,32,77,27,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches,,,,,,
Cedric Brunner,2023-2024,29,Schalke 04,de GER,2. 2. Bundesliga,17,14,1150,12.8,0,0,0,0,0,0,5,0,0.4,0.4,0.8,1.2,19,47,31,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,,,,,,
Marcel Hartel,2020-2021,24,Arminia,de GER,1. Bundesliga,22,20,1681,18.7,0,0,0,0,0,0,1,0,1.2,1.2,1.3,2.5,18,69,39,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches,,,,,,
Marcel Hartel,2021-2022,25,St. Pauli,de GER,2. 2. Bundesliga,31,31,2573,28.6,2,4,6,2,0,0,5,0,2.8,2.8,4.5,7.3,85,187,150,0.07,0.14,0.21,0.07,0.21,0.10,0.16,0.26,0.10,0.26,Matches,,,,,,
Marcel Hartel,2022-2023,26,St. Pauli,de GER,2. 2. Bundesliga,34,34,3039,33.8,5,7,12,5,0,0,1,0,5.7,5.7,6.8,12.4,76,201,202,0.15,0.21,0.36,0.15,0.36,0.17,0.20,0.37,0.17,0.37,Matches,,,,,,
Marcel Hartel,2023-2024,27,St. Pauli,de GER,2. 2. Bundesliga,33,33,2957,32.9,17,12,29,14,3,3,0,0,13.1,10.8,6.8,17.6,54,160,199,0.52,0.37,0.88,0.43,0.79,0.40,0.21,0.61,0.33,0.54,Matches,,,,,,
Anderson Lucoqui,2020-2021,23,Arminia,de GER,1. Bundesliga,21,18,1604,17.8,0,0,0,0,0,0,5,0,0.2,0.2,0.2,0.4,18,45,23,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,,,,,,
Anderson Lucoqui,2021-2022,24,Mainz 05,de GER,1. Bundesliga,13,9,743,8.3,1,0,1,1,0,0,2,0,0.7,0.7,0.3,1.0,9,15,25,0.12,0.00,0.12,0.12,0.12,0.09,0.03,0.12,0.09,0.12,Matches,,,,,,
Anderson Lucoqui,2022-2023,25,Hansa Rostock,de GER,2. 2. Bundesliga,15,8,687,7.6,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,13,24,11,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,,,,,,
Anderson Lucoqui,2023-2024,26,Hertha BSC,de GER,2. 2. Bundesliga,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Anderson Lucoqui,2024-2025,27,Braunschweig,de GER,2. 2. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Andreas Voglsammer,2020-2021,28,Arminia,de GER,1. Bundesliga,18,11,1000,11.1,2,2,4,2,0,0,1,0,3.9,3.9,1.9,5.8,20,23,71,0.18,0.18,0.36,0.18,0.36,0.35,0.17,0.52,0.35,0.52,Matches,,,,,,
Andreas Voglsammer,2021-2022,29,Union Berlin,de GER,1. Bundesliga,32,5,882,9.8,2,1,3,2,0,0,1,0,2.4,2.4,1.4,3.8,15,18,57,0.20,0.10,0.31,0.20,0.31,0.25,0.14,0.39,0.25,0.39,Matches,,,,,,
Andreas Voglsammer,2022-2023,30,Union Berlin,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Andreas Voglsammer,2023-2024,31,Hannover 96,de GER,2. 2. Bundesliga,27,14,1441,16.0,8,2,10,8,0,0,4,0,4.7,4.7,2.8,7.5,19,44,99,0.50,0.12,0.62,0.50,0.62,0.29,0.18,0.47,0.29,0.47,Matches,,,,,,
Andreas Voglsammer,2024-2025,32,Hannover 96,de GER,2. 2. Bundesliga,15,5,605,6.7,2,1,3,2,0,0,1,0,1.9,1.9,1.0,2.8,7,23,45,0.30,0.15,0.45,0.30,0.45,0.28,0.14,0.42,0.28,0.42,Matches,,,,,,
Reinhold Yabo,2020-2021,28,Arminia,de GER,1. Bundesliga,13,8,647,7.2,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.7,10,18,31,0.14,0.00,0.14,0.14,0.14,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,
Sven Schipplock,2020-2021,31,Arminia,de GER,1. Bundesliga,32,5,744,8.3,1,0,1,1,0,0,4,0,1.5,1.5,0.6,2.1,16,17,37,0.12,0.00,0.12,0.12,0.12,0.18,0.07,0.25,0.18,0.25,Matches,,,,,,
Cebio Soukou,2020-2021,27,Arminia,de GER,1. Bundesliga,14,5,458,5.1,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,5,8,29,0.20,0.00,0.20,0.20,0.20,0.13,0.04,0.17,0.13,0.17,Matches,,,,,,
Cebio Soukou,2021-2022,28,Sandhausen,de GER,2. 2. Bundesliga,27,17,1560,17.3,4,4,8,3,1,1,7,0,3.7,2.9,1.7,4.7,44,43,71,0.23,0.23,0.46,0.17,0.40,0.21,0.10,0.31,0.17,0.27,Matches,,,,,,
Cebio Soukou,2022-2023,29,Sandhausen,de GER,2. 2. Bundesliga,13,3,446,5.0,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.7,7,13,20,0.20,0.40,0.61,0.20,0.61,0.13,0.22,0.35,0.13,0.35,Matches,,,,,,
Michel Vlap,2020-2021,23,Arminia,de GER,1. Bundesliga,7,5,371,4.1,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,3,8,20,0.24,0.24,0.49,0.24,0.49,0.13,0.15,0.28,0.13,0.28,Matches,,,,,,
Michel Vlap,2021-2022,24,Twente,nl NED,1. Eredivisie,34,31,2428,27.0,5,2,7,5,0,0,2,0,7.4,7.3,4.7,12.0,34,113,115,0.19,0.07,0.26,0.19,0.26,0.27,0.17,0.45,0.27,0.44,Matches,,,,,,
Michel Vlap,2022-2023,25,Twente,nl NED,1. Eredivisie,32,27,2221,24.7,3,3,6,3,0,0,3,0,6.4,6.4,3.3,9.6,44,97,99,0.12,0.12,0.24,0.12,0.24,0.26,0.13,0.39,0.26,0.39,Matches,,,,,,
Michel Vlap,2023-2024,26,Twente,nl NED,1. Eredivisie,29,24,1969,21.9,2,6,8,2,0,0,2,0,4.6,4.6,4.1,8.7,51,95,155,0.09,0.27,0.37,0.09,0.37,0.21,0.19,0.40,0.21,0.40,Matches,,,,,,
Michel Vlap,2024-2025,27,Twente,nl NED,1. Eredivisie,15,12,988,11.0,3,3,6,3,0,0,1,0,2.4,2.4,2.3,4.8,18,89,53,0.27,0.27,0.55,0.27,0.55,0.22,0.21,0.44,0.22,0.44,Matches,,,,,,
Brian Behrendt,2020-2021,28,Braunschweig,de GER,2. 2. Bundesliga,15,15,1278,14.2,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,8,43,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,
Brian Behrendt,2021-2022,29,Braunschweig,de GER,3. 3. Liga,33,30,2741,30.5,1,0,1,1,0,0,8,1,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,Matches,,,,,,
Brian Behrendt,2022-2023,30,Braunschweig,de GER,2. 2. Bundesliga,16,16,1326,14.7,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.6,16,41,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches,,,,,,
Brian Behrendt,2023-2024,31,Braunschweig,de GER,2. 2. Bundesliga,6,6,539,6.0,0,0,0,0,0,0,2,1,0.3,0.3,0.2,0.5,3,21,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches,,,,,,
Joan Simun Edmundsson,2020-2021,29,Arminia,de GER,1. Bundesliga,5,0,58,0.6,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,2,0,6,1.55,0.00,1.55,1.55,1.55,0.66,0.00,0.66,0.66,0.66,Matches,,,,,,
Joan Simun Edmundsson,2021-2022,30,Waasland-Bev,be BEL,2. First Division B,12,11,943,10.5,2,3,5,2,0,0,2,0,,,,,,,,0.19,0.29,0.48,0.19,0.48,,,,,,Matches,,,,,,
Joan Simun Edmundsson,2022-2023,31,Waasland-Bev,be BEL,2. Pro League B,5,1,158,1.8,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.57,0.57,0.00,0.57,,,,,,Matches,,,,,,
Sebastian Muller,2020-2021,19,Osnabrück,de GER,2. 2. Bundesliga,8,3,282,3.1,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,4,8,24,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,Matches,,,,,,
Sebastian Muller,2021-2022,20,Braunschweig,de GER,3. 3. Liga,23,14,1202,13.4,3,2,5,3,0,0,1,0,,,,,,,,0.22,0.15,0.37,0.22,0.37,,,,,,Matches,,,,,,
Sebastian Muller,2022-2023,21,Hallescher,de GER,3. 3. Liga,31,12,1121,12.5,2,1,3,2,0,0,0,0,,,,,,,,0.16,0.08,0.24,0.16,0.24,,,,,,Matches,,,,,,
Jomaine Consbruch,2020-2021,18,Arminia,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Jomaine Consbruch,2021-2022,19,Braunschweig,de GER,3. 3. Liga,24,17,1403,15.6,4,4,8,4,0,0,1,0,,,,,,,,0.26,0.26,0.51,0.26,0.51,,,,,,Matches,,,,,,
Jomaine Consbruch,2022-2023,20,Arminia,de GER,2. 2. Bundesliga,21,16,1291,14.3,4,2,6,4,0,0,5,0,3.1,3.1,2.0,5.1,21,40,42,0.28,0.14,0.42,0.28,0.42,0.21,0.14,0.35,0.21,0.35,Matches,,,,,,
Jomaine Consbruch,2023-2024,21,Greuther Fürth,de GER,2. 2. Bundesliga,23,10,924,10.3,1,1,2,1,0,0,1,0,0.8,0.8,0.9,1.7,11,36,40,0.10,0.10,0.19,0.10,0.19,0.08,0.09,0.17,0.08,0.17,Matches,,,,,,
Jomaine Consbruch,2024-2025,22,Greuther Fürth,de GER,2. 2. Bundesliga,7,0,119,1.3,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,8,0.00,0.76,0.76,0.00,0.76,0.03,0.05,0.08,0.03,0.08,Matches,,,,,,
Oscar Linner,2020-2021,23,Arminia,de GER,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15th,0,Matches,,
Oscar Linner,2021-2022,24,Brescia,it ITA,2. Serie B,,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,5th,1,Matches,,
Oscar Linner,2022-2023,25,Aalborg,dk DEN,1. Danish Superliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12th,0,Matches,,
Oscar Linner,2024-2025,27,Petrolul Ploiești,ro ROU,1. Liga I,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7th,0,Matches,,
Nikolai Rehnen,2020-2021,23,Arminia,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nikolai Rehnen,2021-2022,24,Sandhausen,de GER,2. 2. Bundesliga,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Nikolai Rehnen,2022-2023,25,Sandhausen,de GER,2. 2. Bundesliga,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Nikolai Rehnen,2023-2024,26,Sandhausen,de GER,3. 3. Liga,34,34,3042,33.8,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nikolai Rehnen,2024-2025,27,Sandhausen,de GER,3. 3. Liga,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Timo Horn,2020-2021,27,Köln,de GER,1. Bundesliga,34,34,3009,33.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Timo Horn,2021-2022,28,Köln,de GER,1. Bundesliga,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Timo Horn,2022-2023,29,Köln,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Timo Horn,2023-2024,30,RB Salzburg,at AUT,1. Bundesliga,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Timo Horn,2024-2025,31,Bochum,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Ellyes Skhiri,2020-2021,25,Köln,de GER,1. Bundesliga,32,32,2785,30.9,5,2,7,5,0,0,5,0,4.5,4.5,1.0,5.5,19,109,28,0.16,0.06,0.23,0.16,0.23,0.15,0.03,0.18,0.15,0.18,Matches,,,,,,
Ellyes Skhiri,2021-2022,26,Köln,de GER,1. Bundesliga,22,20,1820,20.2,4,1,5,4,0,0,3,0,3.2,3.2,0.9,4.1,19,83,39,0.20,0.05,0.25,0.20,0.25,0.16,0.05,0.20,0.16,0.20,Matches,,,,,,
Ellyes Skhiri,2022-2023,27,Köln,de GER,1. Bundesliga,32,32,2856,31.7,7,1,8,7,0,0,5,0,5.3,5.3,1.8,7.1,50,155,61,0.22,0.03,0.25,0.22,0.25,0.17,0.06,0.22,0.17,0.22,Matches,,,,,,
Ellyes Skhiri,2023-2024,28,Eint Frankfurt,de GER,1. Bundesliga,27,24,2168,24.1,2,2,4,2,0,0,1,0,2.3,2.3,1.0,3.3,10,110,28,0.08,0.08,0.17,0.08,0.17,0.10,0.04,0.14,0.10,0.14,Matches,,,,,,
Ellyes Skhiri,2024-2025,29,Eint Frankfurt,de GER,1. Bundesliga,12,10,854,9.5,0,1,1,0,0,0,3,0,0.4,0.4,0.6,0.9,4,37,12,0.00,0.11,0.11,0.00,0.11,0.04,0.06,0.10,0.04,0.10,Matches,,,,,,
Ondrej Duda,2020-2021,25,Köln,de GER,1. Bundesliga,32,32,2537,28.2,7,5,12,4,3,4,8,1,6.4,3.3,3.9,7.2,32,126,132,0.25,0.18,0.43,0.14,0.32,0.23,0.14,0.37,0.12,0.26,Matches,,,,,,
Ondrej Duda,2021-2022,26,Köln,de GER,1. Bundesliga,31,20,1611,17.9,2,0,2,2,0,0,5,0,3.9,3.9,2.2,6.1,25,83,81,0.11,0.00,0.11,0.11,0.11,0.22,0.12,0.34,0.22,0.34,Matches,,,,,,
Ondrej Duda,2022-2023,27,Köln,de GER,1. Bundesliga,13,9,689,7.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.4,12,40,33,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.18,0.10,0.18,Matches,,,,,,
Ondrej Duda,2023-2024,28,Hellas Verona,it ITA,Coppa Italia,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ondrej Duda,2024-2025,29,Hellas Verona,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sebastiaan Bornauw,2020-2021,21,Köln,de GER,1. Bundesliga,24,23,2083,23.1,1,1,2,1,0,0,3,0,1.5,1.5,0.0,1.5,4,43,4,0.04,0.04,0.09,0.04,0.09,0.07,0.00,0.07,0.06,0.06,Matches,,,,,,
Sebastiaan Bornauw,2021-2022,22,Wolfsburg,de GER,1. Bundesliga,27,23,2007,22.3,1,0,1,1,0,0,4,0,1.1,1.1,0.2,1.3,0,35,5,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches,,,,,,
Sebastiaan Bornauw,2022-2023,23,Wolfsburg,de GER,1. Bundesliga,26,23,1928,21.4,1,0,1,1,0,0,8,0,0.4,0.4,0.1,0.5,6,85,6,0.05,0.00,0.05,0.05,0.05,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,
Sebastiaan Bornauw,2023-2024,24,Wolfsburg,de GER,1. Bundesliga,20,16,1431,15.9,0,0,0,0,0,0,5,0,0.8,0.8,0.4,1.2,2,41,2,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.07,0.05,0.07,Matches,,,,,,
Sebastiaan Bornauw,2024-2025,25,Wolfsburg,de GER,1. Bundesliga,7,7,630,7.0,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,0,11,1,0.29,0.00,0.29,0.29,0.29,0.11,0.00,0.11,0.11,0.11,Matches,,,,,,
Elvis Rexhbecaj,2020-2021,22,Köln,de GER,1. Bundesliga,30,20,1833,20.4,5,2,7,5,0,0,4,0,2.3,2.3,2.6,4.8,27,67,73,0.25,0.10,0.34,0.25,0.34,0.11,0.13,0.24,0.11,0.24,Matches,,,,,,
Elvis Rexhbecaj,2021-2022,23,Bochum,de GER,1. Bundesliga,32,30,2542,28.2,0,0,0,0,0,0,5,0,1.1,1.1,1.1,2.2,21,93,54,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches,,,,,,
Elvis Rexhbecaj,2022-2023,24,Augsburg,de GER,1. Bundesliga,31,30,2524,28.0,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,14,89,20,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,
Elvis Rexhbecaj,2023-2024,25,Augsburg,de GER,1. Bundesliga,25,24,1985,22.1,2,0,2,1,1,1,4,0,1.7,1.0,0.5,1.5,15,91,51,0.09,0.00,0.09,0.05,0.05,0.08,0.02,0.10,0.04,0.07,Matches,,,,,,
Elvis Rexhbecaj,2024-2025,26,Augsburg,de GER,1. Bundesliga,12,12,978,10.9,1,1,2,1,0,0,5,0,1.0,1.0,0.4,1.4,20,56,48,0.09,0.09,0.18,0.09,0.18,0.09,0.03,0.13,0.09,0.13,Matches,,,,,,
Jannes Horn,2020-2021,23,Köln,de GER,1. Bundesliga,29,20,1768,19.6,0,1,1,0,0,0,6,0,0.2,0.2,1.6,1.8,34,62,37,0.00,0.05,0.05,0.00,0.05,0.01,0.08,0.09,0.01,0.09,Matches,,,,,,
Jannes Horn,2021-2022,24,Köln,de GER,1. Bundesliga,11,3,478,5.3,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,18,21,25,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches,,,,,,
Jannes Horn,2022-2023,25,Nürnberg,de GER,2. 2. Bundesliga,7,7,584,6.5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,13,28,5,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,,,,,,
Jannes Horn,2023-2024,26,Nürnberg,de GER,2. 2. Bundesliga,27,24,2180,24.2,0,1,1,0,0,0,9,0,0.6,0.6,0.6,1.2,20,88,6,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.05,0.03,0.05,Matches,,,,,,
Ismail Jakobs,2020-2021,20,Köln,de GER,1. Bundesliga,23,18,1726,19.2,1,1,2,1,0,0,6,0,2.4,2.4,1.9,4.3,34,34,134,0.05,0.05,0.10,0.05,0.10,0.13,0.10,0.23,0.13,0.23,Matches,,,,,,
