Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Playing Time
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,Matches,Matches,MP
Merih Demiral,2024-2025,26,Al-Ahli,sa KSA,1. Saudi Professional League,11,10,941,10.5,1,0,1,1,0,0,2,0,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,Matches,,,,,,
Gianluigi Buffon,2020-2021,42,Juventus,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Gianluigi Buffon,2021-2022,43,Parma,it ITA,2. Serie B,26,25,2272,25.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Gianluigi Buffon,2022-2023,44,Parma,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Douglas Costa,2020-2021,29,Bayern Munich,de GER,1. Bundesliga,11,3,320,3.6,1,1,2,1,0,0,0,0,0.2,0.2,0.8,0.9,15,17,40,0.28,0.28,0.56,0.28,0.56,0.04,0.21,0.26,0.04,0.26,Matches,,,,,,
Douglas Costa,2024-2025,33,Sydney FC,au AUS,1. A-League,3,3,186,2.1,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Mattia De Sciglio,2020-2021,27,Lyon,fr FRA,Coupe de France,4,4,373,4.1,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.48,0.48,0.00,0.48,,,,,,Matches,,,,,,
Mattia De Sciglio,2021-2022,28,Juventus,,1. Champions Lg,4,3,286,3.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,6,3,43,0.00,0.31,0.31,0.00,0.31,0.00,0.18,0.18,0.00,0.18,Matches,,,,,,
Mattia De Sciglio,2022-2023,29,Juventus,,1. Champions Lg,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,8,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,
Mattia De Sciglio,2023-2024,30,Juventus,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Mattia De Sciglio,2024-2025,31,Empoli,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Carlo Pinsoglio,2020-2021,30,Juventus,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Carlo Pinsoglio,2021-2022,31,Juventus,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Carlo Pinsoglio,2022-2023,32,Juventus,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Carlo Pinsoglio,2023-2024,33,Juventus,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Carlo Pinsoglio,2024-2025,34,Juventus,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nicolo Fagioli,2020-2021,19,Juventus,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nicolo Fagioli,2021-2022,20,Juventus,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nicolo Fagioli,2022-2023,21,Juventus,,1. Champions Lg,2,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,16,8,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches,,,,,,
Nicolo Fagioli,2023-2024,22,Juventus,it ITA,1. Serie A,8,4,437,4.9,0,2,2,0,0,0,1,0,0.4,0.4,0.7,1.1,8,23,15,0.00,0.41,0.41,0.00,0.41,0.08,0.15,0.23,0.08,0.23,Matches,,,,,,
Nicolo Fagioli,2024-2025,23,Juventus,,1. Champions Lg,4,2,207,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,6,15,7,0.00,0.43,0.43,0.00,0.43,0.15,0.28,0.43,0.15,0.43,Matches,,,,,,
Alessandro Di Pardo,2020-2021,21,Juventus,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Alessandro Di Pardo,2021-2022,22,Vicenza Virtus,it ITA,Coppa Italia,1,1,90,1.0,0,1,1,0,0,0,1,0,,,,,,,,0.00,1.00,1.00,0.00,1.00,,,,,,Matches,,,,,,
Alessandro Di Pardo,2022-2023,23,Cagliari,it ITA,Coppa Italia,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alessandro Di Pardo,2023-2024,24,Cagliari,it ITA,Coppa Italia,3,2,124,1.4,1,0,1,1,0,0,1,0,,,,,,,,0.73,0.00,0.73,0.73,0.73,,,,,,Matches,,,,,,
Alessandro Di Pardo,2024-2025,25,Cagliari,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Felix Correia,2020-2021,19,Juventus,it ITA,1. Serie A,,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4th,1,Matches,,,
Felix Correia,2021-2022,20,Parma,it ITA,2. Serie B,,3,574,6.4,0,0,0,0,0,0,1,0,0.5,0.5,1.2,1.7,40,51,62,0.00,0.00,0.00,0.00,0.00,0.08,0.19,0.27,0.08,0.27,,12th,21,Matches,,,
Felix Correia,2022-2023,21,Marítimo,pt POR,1. Primeira Liga,,8,757,8.4,2,3,5,2,0,0,2,0,1.9,1.9,2.0,3.9,28,45,68,0.24,0.36,0.59,0.24,0.59,0.23,0.24,0.46,0.23,0.46,,16th,13,Matches,,,
Felix Correia,2023-2024,22,Gil Vicente FC,pt POR,1. Primeira Liga,,26,2167,24.1,5,3,8,5,0,0,4,0,5.8,5.8,4.1,9.9,67,89,161,0.21,0.12,0.33,0.21,0.33,0.24,0.17,0.41,0.24,0.41,,12th,30,Matches,,,
Felix Correia,2024-2025,23,Gil Vicente FC,pt POR,1. Primeira Liga,,13,1163,12.9,3,3,6,3,0,0,1,0,3.1,3.1,1.6,4.6,35,68,93,0.23,0.23,0.46,0.23,0.46,0.24,0.12,0.36,0.24,0.36,,12th,13,Matches,,,
Giacomo Vrioni,2020-2021,21,Juventus,it ITA,1. Serie A,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,6.52,6.52,0.00,6.52,Matches,,,,,,
Giacomo Vrioni,2021-2022,22,WSG Tirol,at AUT,1. Bundesliga,25,20,1888,21.0,17,3,20,14,3,3,6,0,,,,,,,,0.81,0.14,0.95,0.67,0.81,,,,,,Matches,,,,,,
Riccardo Capellini,2020-2021,20,Juventus,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Riccardo Capellini,2021-2022,21,CD Mirandés,es ESP,Copa del Rey,3,3,270,3.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Riccardo Capellini,2022-2023,22,Benevento,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Cosimo Marco Da Graca,2020-2021,18,Juventus,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Cosimo Marco Da Graca,2021-2022,19,Juventus,,1. Champions Lg,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Cosimo Marco Da Graca,2022-2023,20,Juventus,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Cosimo Marco Da Graca,2023-2024,21,Amorebieta,es ESP,Copa del Rey,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alejandro Marques,2020-2021,19,Juventus,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Alejandro Marques,2021-2022,20,CD Mirandés,es ESP,Copa del Rey,3,3,254,2.8,3,0,3,3,0,0,2,0,,,,,,,,1.06,0.00,1.06,1.06,1.06,,,,,,Matches,,,,,,
Alejandro Marques,2022-2023,21,Estoril,pt POR,1. Primeira Liga,15,7,655,7.3,3,0,3,3,0,0,1,0,2.2,2.2,0.0,2.2,1,8,11,0.41,0.00,0.41,0.41,0.41,0.30,0.01,0.31,0.30,0.31,Matches,,,,,,
Alejandro Marques,2023-2024,22,Estoril,pt POR,1. Primeira Liga,31,13,1361,15.1,9,1,10,8,1,1,3,0,7.1,6.3,0.7,7.0,5,16,39,0.60,0.07,0.66,0.53,0.60,0.47,0.05,0.52,0.42,0.46,Matches,,,,,,
Alejandro Marques,2024-2025,23,Estoril,pt POR,1. Primeira Liga,13,11,992,11.0,5,0,5,3,2,2,0,0,2.7,1.1,0.2,1.3,5,12,31,0.45,0.00,0.45,0.27,0.27,0.25,0.01,0.26,0.10,0.12,Matches,,,,,,
Hans Nicolussi Caviglia,2020-2021,20,Parma,it ITA,Coppa Italia,2,2,169,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Hans Nicolussi Caviglia,2021-2022,21,Juventus,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Hans Nicolussi Caviglia,2022-2023,22,Südtirol,it ITA,Coppa Italia,1,0,39,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Hans Nicolussi Caviglia,2023-2024,23,Juventus,it ITA,Coppa Italia,2,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Hans Nicolussi Caviglia,2024-2025,24,Venezia,it ITA,1. Serie A,13,11,892,9.9,3,1,4,3,0,0,4,1,1.0,1.0,0.8,1.7,9,42,13,0.30,0.10,0.40,0.30,0.40,0.10,0.08,0.17,0.10,0.17,Matches,,,,,,
Daouda Peeters,2020-2021,21,Juventus,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4th,0,Matches,,,
Daouda Peeters,2021-2022,22,Standard Liège,be BEL,1. First Division A,,2,205,2.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,5,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,,14th,5,Matches,,,
Daouda Peeters,2023-2024,24,Südtirol,it ITA,2. Serie B,,12,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,1,21,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,,12th,19,Matches,,,
Hamza Rafia,2020-2021,21,Juventus,it ITA,Coppa Italia,1,0,44,0.5,1,0,1,1,0,0,0,0,,,,,,,,2.05,0.00,2.05,2.05,2.05,,,,,,Matches,,,,,,
Hamza Rafia,2021-2022,22,Standard Liège,be BEL,1. First Division A,9,3,309,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,11,10,25,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,
Hamza Rafia,2023-2024,24,Lecce,it ITA,Coppa Italia,1,1,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Hamza Rafia,2024-2025,25,Lecce,it ITA,Coppa Italia,2,2,149,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Giovanni Di Lorenzo,2020-2021,26,Napoli,it ITA,Coppa Italia,4,3,273,3.0,1,0,1,1,0,0,1,0,,,,,,,,0.33,0.00,0.33,0.33,0.33,,,,,,Matches,,,,,,
Giovanni Di Lorenzo,2021-2022,27,Napoli,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Giovanni Di Lorenzo,2022-2023,28,Napoli,,1. Champions Lg,10,10,888,9.9,2,2,4,2,0,0,2,0,1.2,1.0,2.6,3.7,34,57,41,0.20,0.20,0.41,0.20,0.41,0.12,0.27,0.38,0.10,0.37,Matches,,,,,,
Giovanni Di Lorenzo,2023-2024,29,Napoli,,1. Champions Lg,8,8,720,8.0,1,1,2,1,0,0,0,0,0.4,0.4,1.7,2.1,11,42,42,0.12,0.12,0.25,0.12,0.25,0.05,0.22,0.27,0.05,0.27,Matches,,,,,,
Giovanni Di Lorenzo,2024-2025,30,Napoli,it ITA,Coppa Italia,2,1,139,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Piotr Zielinski,2020-2021,26,Napoli,it ITA,Coppa Italia,4,2,175,1.9,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.51,0.51,0.00,0.51,,,,,,Matches,,,,,,
Piotr Zielinski,2021-2022,27,Napoli,,2. Europa Lg,7,7,511,5.7,2,0,2,1,1,1,1,0,2.6,1.8,1.4,3.2,18,38,22,0.35,0.00,0.35,0.18,0.18,0.46,0.24,0.70,0.32,0.56,Matches,,,,,,
Piotr Zielinski,2022-2023,28,Napoli,,1. Champions Lg,10,8,619,6.9,4,2,6,2,2,3,1,0,3.9,1.7,2.1,3.8,12,36,24,0.58,0.29,0.87,0.29,0.58,0.57,0.31,0.88,0.24,0.55,Matches,,,,,,
Piotr Zielinski,2023-2024,29,Napoli,,1. Champions Lg,6,6,466,5.2,1,0,1,0,1,1,1,0,2.0,1.3,0.6,1.8,14,37,17,0.19,0.00,0.19,0.00,0.00,0.39,0.11,0.50,0.24,0.35,Matches,,,,,,
Piotr Zielinski,2024-2025,30,Inter,,1. Champions Lg,6,5,426,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,9,21,7,0.00,0.00,0.00,0.00,0.00,0.11,0.13,0.24,0.11,0.24,Matches,,,,,,
Tiemoue Bakayoko,2020-2021,25,Napoli,it ITA,Coppa Italia,4,2,159,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Tiemoue Bakayoko,2021-2022,26,Milan,,1. Champions Lg,3,0,59,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,0,8,2,0.00,0.00,0.00,0.00,0.00,0.20,0.75,0.94,0.20,0.94,Matches,,,,,,
Tiemoue Bakayoko,2022-2023,27,Milan,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Tiemoue Bakayoko,2023-2024,28,Lorient,fr FRA,Coupe de France,1,0,41,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Tiemoue Bakayoko,2024-2025,29,PAOK,,2. Europa Lg,4,1,115,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,9,3,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Matches,,,,,,
Alex Meret,2020-2021,23,Napoli,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alex Meret,2021-2022,24,Napoli,it ITA,Coppa Italia,1,0,75,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alex Meret,2022-2023,25,Napoli,,1. Champions Lg,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Alex Meret,2023-2024,26,Napoli,,1. Champions Lg,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Alex Meret,2024-2025,27,Napoli,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Matteo Politano,2020-2021,26,Napoli,it ITA,Coppa Italia,4,3,257,2.9,1,0,1,1,0,0,0,0,,,,,,,,0.35,0.00,0.35,0.35,0.35,,,,,,Matches,,,,,,
Matteo Politano,2021-2022,27,Napoli,it ITA,Coppa Italia,1,1,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Matteo Politano,2022-2023,28,Napoli,,1. Champions Lg,9,6,403,4.5,1,1,2,0,1,1,2,0,1.2,0.5,0.6,1.1,28,25,47,0.22,0.22,0.45,0.00,0.22,0.28,0.14,0.42,0.11,0.25,Matches,,,,,,
Matteo Politano,2023-2024,29,Napoli,,1. Champions Lg,8,8,576,6.4,1,1,2,1,0,0,1,0,0.6,0.6,1.1,1.7,21,35,52,0.16,0.16,0.31,0.16,0.31,0.09,0.17,0.26,0.09,0.26,Matches,,,,,,
Matteo Politano,2024-2025,30,Napoli,it ITA,Coppa Italia,2,1,104,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Elseid Hysaj,2020-2021,26,Napoli,it ITA,Coppa Italia,3,3,221,2.5,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.41,0.41,0.00,0.41,,,,,,Matches,,,,,,
Elseid Hysaj,2021-2022,27,Lazio,it ITA,Coppa Italia,2,1,101,1.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Elseid Hysaj,2022-2023,28,Lazio,,3. Conf Lg,2,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,6,6,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches,,,,,,
Elseid Hysaj,2023-2024,29,Lazio,,1. Champions Lg,5,5,340,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Elseid Hysaj,2024-2025,30,Lazio,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Amir Rrahmani,2020-2021,26,Napoli,it ITA,Coppa Italia,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Amir Rrahmani,2021-2022,27,Napoli,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Amir Rrahmani,2022-2023,28,Napoli,,1. Champions Lg,7,7,613,6.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,24,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
Amir Rrahmani,2023-2024,29,Napoli,,1. Champions Lg,7,7,552,6.1,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,5,27,0,0.16,0.00,0.16,0.16,0.16,0.07,0.02,0.10,0.07,0.10,Matches,,,,,,
Amir Rrahmani,2024-2025,30,Napoli,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andrea Petagna,2020-2021,25,Napoli,it ITA,Coppa Italia,3,1,125,1.4,1,0,1,1,0,0,0,0,,,,,,,,0.72,0.00,0.72,0.72,0.72,,,,,,Matches,,,,,,
Andrea Petagna,2021-2022,26,Napoli,it ITA,Coppa Italia,1,1,93,1.0,1,1,2,1,0,0,0,0,,,,,,,,0.97,0.97,1.94,0.97,1.94,,,,,,Matches,,,,,,
Andrea Petagna,2022-2023,27,Monza,it ITA,Coppa Italia,1,0,22,0.2,1,0,1,1,0,0,0,0,,,,,,,,4.09,0.00,4.09,4.09,4.09,,,,,,Matches,,,,,,
Andrea Petagna,2023-2024,28,Monza,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Andrea Petagna,2024-2025,29,Monza,it ITA,Coppa Italia,2,2,131,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Stanislav Lobotka,2020-2021,25,Napoli,it ITA,Coppa Italia,3,1,117,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Stanislav Lobotka,2021-2022,26,Napoli,it ITA,Coppa Italia,1,1,89,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Stanislav Lobotka,2022-2023,27,Napoli,,1. Champions Lg,10,10,873,9.7,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,13,44,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,
Stanislav Lobotka,2023-2024,28,Napoli,,1. Champions Lg,8,8,677,7.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,31,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,,,,,,
Stanislav Lobotka,2024-2025,29,Napoli,it ITA,Coppa Italia,3,2,182,2.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.49,0.49,0.00,0.49,,,,,,Matches,,,,,,
Fernando Llorente,2020-2021,35,Napoli,it ITA,Coppa Italia,1,0,3,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Fernando Llorente,2021-2022,36,Eibar,es ESP,Copa del Rey,2,1,78,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nikita Contini Baranovsky,2020-2021,24,Napoli,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nikita Contini Baranovsky,2021-2022,25,Crotone,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nikita Contini Baranovsky,2022-2023,26,Sampdoria,it ITA,Coppa Italia,2,2,210,2.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nikita Contini Baranovsky,2023-2024,27,Napoli,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Nikita Contini Baranovsky,2024-2025,28,Napoli,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Karim Zedadka,2020-2021,20,Napoli,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5th,0,Matches,,,
Karim Zedadka,2021-2022,21,Charleroi,be BEL,1. First Division A,,2,360,4.0,0,0,0,0,0,0,3,0,0.8,0.8,1.1,1.9,10,11,41,0.00,0.00,0.00,0.00,0.00,0.20,0.26,0.47,0.20,0.47,,6th,11,Matches,,,
Karim Zedadka,2022-2023,22,Napoli,it ITA,1. Serie A,,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1st,3,Matches,,,
Karim Zedadka,2023-2024,23,Napoli,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10th,0,Matches,,,
Karim Zedadka,2024-2025,24,Südtirol,it ITA,2. Serie B,,3,340,3.8,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,10,13,26,0.26,0.00,0.26,0.26,0.26,0.16,0.05,0.21,0.16,0.21,,20th,11,Matches,,,
Adam Marusic,2020-2021,27,Lazio,,1. Champions Lg,8,8,720,8.0,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,6,12,34,0.00,0.12,0.12,0.00,0.12,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,
Adam Marusic,2021-2022,28,Lazio,it ITA,Coppa Italia,2,2,169,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Adam Marusic,2022-2023,29,Lazio,,3. Conf Lg,3,2,211,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,
Adam Marusic,2023-2024,30,Lazio,,1. Champions Lg,7,6,514,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,21,16,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches,,,,,,
Adam Marusic,2024-2025,31,Lazio,it ITA,Coppa Italia,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Francesco Acerbi,2020-2021,32,Lazio,,1. Champions Lg,8,8,720,8.0,0,1,1,0,0,0,2,0,0.6,0.6,1.1,1.8,12,25,27,0.00,0.12,0.12,0.00,0.12,0.08,0.14,0.22,0.08,0.22,Matches,,,,,,
Francesco Acerbi,2021-2022,33,Lazio,,2. Europa Lg,6,6,540,6.0,0,0,0,0,0,0,1,0,0.8,0.8,1.4,2.2,4,32,1,0.00,0.00,0.00,0.00,0.00,0.13,0.24,0.36,0.13,0.36,Matches,,,,,,
