Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Playing Time
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,Matches,Matches,MP
Matteo Cancellieri,2020-2021,18,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Matteo Cancellieri,2021-2022,19,Hellas Verona,it ITA,Coppa Italia,2,2,167,1.9,1,0,1,1,0,0,0,0,,,,,,,,0.54,0.00,0.54,0.54,0.54,,,,,,Matches,,,,,,
Matteo Cancellieri,2022-2023,20,Lazio,,3. Conf Lg,4,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,
Matteo Cancellieri,2023-2024,21,Empoli,it ITA,1. Serie A,36,18,1788,19.9,4,3,7,4,0,0,7,0,4.7,4.7,2.9,7.6,48,26,138,0.20,0.15,0.35,0.20,0.35,0.24,0.15,0.38,0.24,0.38,Matches,,,,,,
Matteo Cancellieri,2024-2025,22,Parma,it ITA,1. Serie A,13,8,652,7.2,2,0,2,2,0,0,1,1,1.6,1.6,0.5,2.1,20,14,39,0.28,0.00,0.28,0.28,0.28,0.23,0.07,0.29,0.23,0.29,Matches,,,,,,
Nicolo Casale,2020-2021,22,Empoli,it ITA,Coppa Italia,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nicolo Casale,2021-2022,23,Hellas Verona,it ITA,Coppa Italia,1,0,23,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nicolo Casale,2022-2023,24,Lazio,,3. Conf Lg,4,3,258,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,
Nicolo Casale,2023-2024,25,Lazio,,1. Champions Lg,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Nicolo Casale,2024-2025,26,Bologna,,1. Champions Lg,2,1,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Lucas Felippe,2020-2021,20,Hellas Verona,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,0
Lucas Felippe,2023-2024,23,Crotone,it ITA,Coppa Italia,,1,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,1
Matei Ilie,2020-2021,17,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Matei Ilie,2021-2022,18,Padova,it ITA,Coppa Italia,1,0,38,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Matches,,
Matei Ilie,2022-2023,19,Padova,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Matches,,
Matei Ilie,2023-2024,20,CFR Cluj,ro ROU,1. Liga I,18,14,1343,14.9,1,0,1,1,0,0,2,1,,,,,,,,0.07,0.00,0.07,0.07,0.07,,,,,,,,,,Matches,,
Matei Ilie,2024-2025,21,CFR Cluj,ro ROU,1. Liga I,12,10,945,10.5,1,0,1,1,0,0,1,0,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,,,,,Matches,,
Mariusz Stepinski,2020-2021,25,Lecce,it ITA,Coppa Italia,1,1,45,0.5,1,0,1,1,0,0,0,0,,,,,,,,2.00,0.00,2.00,2.00,2.00,,,,,,Matches,,,,,,
Mariusz Stepinski,2023-2024,28,Aris Limassol FC,,2. Europa Lg,6,0,67,0.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,3,3,7,0.00,0.00,0.00,0.00,0.00,0.61,0.05,0.66,0.61,0.66,Matches,,,,,,
Mariusz Stepinski,2024-2025,29,AC Omonia,,3. Conf Lg,4,3,219,2.4,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,0,4,18,0.00,0.00,0.00,0.00,0.00,0.37,0.04,0.41,0.37,0.41,Matches,,,,,,
Mattia Perin,2020-2021,27,Genoa,it ITA,1. Serie A,32,32,2879,32.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Mattia Perin,2021-2022,28,Juventus,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Mattia Perin,2022-2023,29,Juventus,,1. Champions Lg,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Mattia Perin,2023-2024,30,Juventus,it ITA,Coppa Italia,5,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Mattia Perin,2024-2025,31,Juventus,,1. Champions Lg,2,1,121,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Miha Zajc,2020-2021,26,Genoa,it ITA,Coppa Italia,2,2,107,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Miha Zajc,2021-2022,27,Fenerbahçe,,3. Conf Lg,1,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Miha Zajc,2022-2023,28,Fenerbahçe,,2. Europa Lg,3,1,122,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,1,8,8,0.74,0.00,0.74,0.74,0.74,0.26,0.08,0.34,0.26,0.34,Matches,,,,,,
Miha Zajc,2023-2024,29,Fenerbahçe,,3. Conf Lg,6,4,339,3.8,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,5,24,12,0.53,0.00,0.53,0.53,0.53,0.12,0.04,0.16,0.12,0.16,Matches,,,,,,
Miha Zajc,2024-2025,30,Toulouse,fr FRA,1. Ligue 1,8,1,138,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,12,3,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12,Matches,,,,,,
Eldor Shomurodov,2020-2021,25,Genoa,it ITA,Coppa Italia,1,1,84,0.9,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.07,1.07,0.00,1.07,,,,,,Matches,,,,,,
Eldor Shomurodov,2021-2022,26,Roma,,3. Conf Lg,9,2,296,3.3,0,2,2,0,0,0,0,0,2.0,2.0,0.5,2.5,6,6,24,0.00,0.61,0.61,0.00,0.61,0.61,0.15,0.76,0.61,0.76,Matches,,,,,,
Eldor Shomurodov,2022-2023,27,Roma,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Eldor Shomurodov,2023-2024,28,Cagliari,it ITA,Coppa Italia,2,1,111,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Eldor Shomurodov,2024-2025,29,Roma,,2. Europa Lg,4,2,166,1.8,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,3,16,0.00,0.00,0.00,0.00,0.00,0.46,0.05,0.52,0.46,0.52,Matches,,,,,,
Lukas Lerager,2020-2021,27,Genoa,it ITA,Coppa Italia,3,2,208,2.3,1,0,1,1,0,0,0,0,,,,,,,,0.43,0.00,0.43,0.43,0.43,,,,,,Matches,,,,,,
Lukas Lerager,2021-2022,28,FC Copenhagen,,3. Conf Lg,7,7,553,6.1,2,0,2,2,0,0,1,0,1.2,1.2,0.7,1.9,4,23,19,0.33,0.00,0.33,0.33,0.33,0.20,0.11,0.30,0.20,0.30,Matches,,,,,,
Lukas Lerager,2022-2023,29,FC Copenhagen,,1. Champions Lg,6,5,450,5.0,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,2,14,10,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,Matches,,,,,,
Lukas Lerager,2023-2024,30,FC Copenhagen,,1. Champions Lg,6,6,539,6.0,3,1,4,3,0,0,4,1,1.3,1.3,0.5,1.8,2,12,17,0.50,0.17,0.67,0.50,0.67,0.22,0.08,0.30,0.22,0.30,Matches,,,,,,
Lukas Lerager,2024-2025,31,FC Copenhagen,,3. Conf Lg,5,4,350,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,16,9,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches,,,,,,
Nicolo Rovella,2020-2021,18,Genoa,it ITA,Coppa Italia,,2,165,1.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,2
Nicolo Rovella,2021-2022,19,Genoa,it ITA,Coppa Italia,,0,36,0.4,0,1,1,0,0,0,0,0,,,,,,,,0.00,2.50,2.50,0.00,2.50,,,,,,Matches,,,,,,1
Nicolo Rovella,2022-2023,20,Monza,it ITA,Coppa Italia,,1,124,1.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,2
Nicolo Rovella,2023-2024,21,Lazio,,1. Champions Lg,,2,136,1.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,3
Nicolo Rovella,2024-2025,22,Lazio,it ITA,Coppa Italia,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,1
Cristian Zapata,2020-2021,33,Genoa,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Luca Pellegrini,2020-2021,21,Genoa,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Luca Pellegrini,2021-2022,22,Juventus,,1. Champions Lg,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Luca Pellegrini,2022-2023,23,Eint Frankfurt,de GER,1. Bundesliga,9,7,557,6.2,0,0,0,0,0,0,1,0,0.6,0.6,0.8,1.4,19,22,28,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.23,0.09,0.23,Matches,,,,,,
Luca Pellegrini,2023-2024,24,Lazio,,1. Champions Lg,4,2,161,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,10,9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,
Luca Pellegrini,2024-2025,25,Lazio,,2. Europa Lg,6,5,385,4.3,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,7,18,20,0.00,0.00,0.00,0.00,0.00,0.17,0.04,0.21,0.17,0.21,Matches,,,,,,
Alberto Paleari,2020-2021,27,Cittadella,it ITA,Coppa Italia,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,1
Alberto Paleari,2021-2022,28,Benevento,it ITA,Coppa Italia,,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,1
Alberto Paleari,2022-2023,29,Benevento,it ITA,Coppa Italia,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,1
Alberto Paleari,2024-2025,31,Torino,it ITA,Coppa Italia,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,0
Jerome Onguene,2020-2021,22,RB Salzburg,at AUT,1. Bundesliga,9,6,574,6.4,1,0,1,1,0,0,0,0,,,,,,,,0.16,0.00,0.16,0.16,0.16,,,,,,Matches,,,,,,
Jerome Onguene,2021-2022,23,RB Salzburg,at AUT,1. Bundesliga,11,7,771,8.6,2,0,2,2,0,0,2,0,,,,,,,,0.23,0.00,0.23,0.23,0.23,,,,,,Matches,,,,,,
Jerome Onguene,2022-2023,24,RB Salzburg,at AUT,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Jerome Onguene,2023-2024,25,Servette FC,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Vittorio Parigini,2020-2021,24,Genoa,it ITA,Coppa Italia,1,1,82,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Vittorio Parigini,2021-2022,25,Como,it ITA,2. Serie B,31,24,1988,22.1,2,3,5,2,0,0,11,2,3.7,3.7,3.2,6.9,111,48,143,0.09,0.14,0.23,0.09,0.23,0.17,0.15,0.31,0.17,0.31,Matches,,,,,,
Vittorio Parigini,2022-2023,26,Como,it ITA,Coppa Italia,1,1,73,0.8,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.23,1.23,0.00,1.23,,,,,,Matches,,,,,,
Vittorio Parigini,2023-2024,27,FeralpiSalò,it ITA,2. Serie B,13,7,574,6.4,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,31,19,39,0.00,0.16,0.16,0.00,0.16,0.09,0.17,0.26,0.09,0.26,Matches,,,,,,
Giuseppe Caso,2020-2021,21,Genoa,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Giuseppe Caso,2021-2022,22,Cosenza,it ITA,2. Serie B,37,30,2536,28.2,5,4,9,5,0,0,7,0,4.9,4.9,3.1,8.0,102,57,159,0.18,0.14,0.32,0.18,0.32,0.17,0.11,0.28,0.17,0.28,Matches,,,,,,
Giuseppe Caso,2022-2023,23,Frosinone,it ITA,Coppa Italia,1,1,83,0.9,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.08,1.08,0.00,1.08,,,,,,Matches,,,,,,
Giuseppe Caso,2023-2024,24,Frosinone,it ITA,Coppa Italia,2,2,136,1.5,1,0,1,1,0,0,1,0,,,,,,,,0.66,0.00,0.66,0.66,0.66,,,,,,Matches,,,,,,
Giuseppe Caso,2024-2025,25,Modena,it ITA,2. Serie B,9,6,525,5.8,1,2,3,1,0,0,1,0,0.8,0.8,2.0,2.7,26,25,51,0.17,0.34,0.51,0.17,0.51,0.13,0.34,0.47,0.13,0.47,Matches,,,,,,
Giuseppe Agostino,2020-2021,17,Genoa,it ITA,1. Serie A,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11th,0.0,Matches,,,
Giuseppe Agostino,2022-2023,19,Genoa,it ITA,2. Serie B,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2nd,1.0,Matches,,,
Peter Ankersen,2020-2021,29,FC Copenhagen,dk DEN,1. Danish Superliga,21,21,1797,20.0,2,0,2,2,0,0,3,0,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,Matches,,,,,,
Peter Ankersen,2021-2022,30,FC Copenhagen,,3. Conf Lg,7,5,405,4.5,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,9,16,25,0.22,0.00,0.22,0.22,0.22,0.09,0.03,0.12,0.09,0.12,Matches,,,,,,
Peter Ankersen,2022-2023,31,FC Copenhagen,,1. Champions Lg,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Peter Ankersen,2023-2024,32,FC Copenhagen,,1. Champions Lg,7,5,465,5.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,8,11,16,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches,,,,,,
Peter Ankersen,2024-2025,33,Nordsjælland,dk DEN,1. Danish Superliga,15,15,1343,14.9,3,2,5,3,0,0,6,0,,,,,,,,0.20,0.13,0.34,0.20,0.34,,,,,,Matches,,,,,,
Raul Asencio,2020-2021,22,Pescara,it ITA,Coppa Italia,,1,61,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,1
Raul Asencio,2021-2022,23,Alcorcón,es ESP,Copa del Rey,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,0
Raul Asencio,2022-2023,24,Cittadella,it ITA,Coppa Italia,,1,84,0.9,1,0,1,1,0,0,0,0,,,,,,,,1.07,0.00,1.07,1.07,1.07,,,,,,Matches,,,,,,1
Joel Asoro,2020-2021,21,Swansea City,eng ENG,EFL Cup,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Joel Asoro,2022-2023,23,Djurgården,,3. Conf Lg,8,7,533,5.9,2,2,4,2,0,0,2,0,1.8,1.8,0.8,2.6,15,9,32,0.34,0.34,0.68,0.34,0.68,0.31,0.13,0.44,0.31,0.44,Matches,,,,,,
Joel Asoro,2023-2024,24,Metz,fr FRA,Coupe de France,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Joel Asoro,2024-2025,25,Metz,fr FRA,Coupe de France,1,0,22,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Petar Brlek,2020-2021,26,Osijek,hr CRO,1. 1. HNL,6,4,318,3.5,1,,,1,0,0,0,0,,,,,,,,0.28,,,0.28,,,,,,,Matches,,,,,,
Petar Brlek,2021-2022,27,Osijek,hr CRO,1. 1. HNL,17,6,694,7.7,0,,,0,0,0,2,0,,,,,,,,0.00,,,0.00,,,,,,,Matches,,,,,,
Petar Brlek,2022-2023,28,Osijek,hr CRO,1. HNL,9,5,518,5.8,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Petar Brlek,2023-2024,29,Osijek,hr CRO,1. HNL,26,16,1400,15.6,1,0,1,1,0,0,4,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,Matches,,,,,,
Darian Males,2020-2021,19,Genoa,it ITA,Coppa Italia,1,0,24,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Darian Males,2021-2022,20,Basel,,3. Conf Lg,7,2,257,2.9,0,2,2,0,0,0,1,0,0.6,0.6,0.7,1.3,12,12,16,0.00,0.70,0.70,0.00,0.70,0.21,0.23,0.44,0.21,0.44,Matches,,,,,,
Darian Males,2022-2023,21,Basel,,3. Conf Lg,11,6,544,6.0,3,4,7,1,2,2,3,0,2.3,0.7,1.3,2.0,13,15,42,0.50,0.66,1.16,0.17,0.83,0.44,0.25,0.68,0.13,0.38,Matches,,,,,,
Darian Males,2023-2024,22,Young Boys,,1. Champions Lg,6,2,167,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,4,6,2,0.00,0.00,0.00,0.00,0.00,0.11,0.10,0.20,0.11,0.20,Matches,,,,,,
Darian Males,2024-2025,23,Young Boys,,1. Champions Lg,5,1,175,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,5,11,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.12,0.07,0.12,Matches,,,,,,
Claudiu Micovschi,2020-2021,21,US Reggina,it ITA,2. Serie B,,4,308,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,7,6,25,0.00,0.00,0.00,0.00,0.00,0.04,0.20,0.24,0.04,0.24,,11th,7,Matches,,,
Claudiu Micovschi,2023-2024,24,UTA Arad,ro ROU,1. Liga I,,29,2325,25.8,9,4,13,9,0,0,4,0,,,,,,,,0.35,0.15,0.50,0.35,0.50,,,,,,,7th,31,Matches,,,
Claudiu Micovschi,2024-2025,25,Rapid București,ro ROU,1. Liga I,,4,408,4.5,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.22,0.22,0.00,0.22,,,,,,,8th,14,Matches,,,
Lasse Schone,2020-2021,34,Heerenveen,nl NED,1. Eredivisie,12,12,901,10.0,1,1,2,1,0,0,0,1,1.3,1.3,2.0,3.3,9,55,23,0.10,0.10,0.20,0.10,0.20,0.13,0.20,0.33,0.13,0.33,Matches,,,,,,
Lasse Schone,2021-2022,35,NEC Nijmegen,nl NED,1. Eredivisie,33,33,2930,32.6,2,2,4,2,0,0,7,0,1.1,1.1,4.7,5.8,38,171,39,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.18,0.03,0.18,Matches,,,,,,
Lasse Schone,2022-2023,36,NEC Nijmegen,nl NED,1. Eredivisie,32,32,2771,30.8,1,1,2,1,0,0,4,0,1.0,1.0,3.5,4.5,18,175,24,0.03,0.03,0.06,0.03,0.06,0.03,0.11,0.15,0.03,0.15,Matches,,,,,,
Lasse Schone,2023-2024,37,NEC Nijmegen,nl NED,1. Eredivisie,23,13,1244,13.8,1,3,4,0,1,1,2,0,1.0,0.2,1.7,1.9,16,82,25,0.07,0.22,0.29,0.00,0.22,0.07,0.12,0.19,0.01,0.13,Matches,,,,,,
Lasse Schone,2024-2025,38,NEC Nijmegen,nl NED,1. Eredivisie,8,1,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,17,1,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.07,0.06,0.07,Matches,,,,,,
Lukas Zima,2020-2021,26,Genoa,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Lukas Zima,2021-2022,27,VVV-Venlo,nl NED,2. Eerste Divisie,17,16,1501,16.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Lukas Zima,2022-2023,28,VVV-Venlo,nl NED,2. Eerste Divisie,7,7,613,6.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Lukas Zima,2023-2024,29,Petrolul Ploiești,ro ROU,1. Liga I,39,39,3510,39.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Lukas Zima,2024-2025,30,Petrolul Ploiești,ro ROU,1. Liga I,19,19,1710,19.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Roberto Soriano,2020-2021,29,Bologna,it ITA,Coppa Italia,2,1,165,1.8,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.55,0.55,0.00,0.55,,,,,,Matches,,,,,,
Roberto Soriano,2021-2022,30,Bologna,it ITA,Coppa Italia,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,,
Roberto Soriano,2022-2023,31,Bologna,it ITA,Coppa Italia,3,1,153,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Roberto Soriano,2024-2025,33,Salernitana,it ITA,Coppa Italia,1,1,64,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Danilo Larangeira,2020-2021,36,Bologna,it ITA,Coppa Italia,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,0
Danilo Larangeira,2021-2022,37,Parma,it ITA,2. Serie B,,29,2571,28.6,1,0,1,1,0,0,11,0,0.8,0.8,0.1,0.9,5,48,4,0.04,0.00,0.04,0.04,0.04,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,29
Musa Barrow,2020-2021,21,Bologna,it ITA,Coppa Italia,2,1,155,1.7,1,0,1,1,0,0,0,0,,,,,,,,0.58,0.00,0.58,0.58,0.58,,,,,,Matches,,,,,,
Musa Barrow,2021-2022,22,Bologna,it ITA,Coppa Italia,1,0,36,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Musa Barrow,2022-2023,23,Bologna,it ITA,Coppa Italia,3,2,155,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Musa Barrow,2023-2024,24,Al-Taawoun,sa KSA,1. Pro League,21,18,1572,17.5,6,2,8,6,0,1,0,0,,,,,,,,0.34,0.11,0.46,0.34,0.46,,,,,,Matches,,,,,,
Musa Barrow,2024-2025,25,Al-Taawoun,sa KSA,1. Saudi Professional League,13,13,1068,11.9,7,2,9,7,0,0,0,0,,,,,,,,0.59,0.17,0.76,0.59,0.76,,,,,,Matches,,,,,,
Lukasz Skorupski,2020-2021,29,Bologna,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Lukasz Skorupski,2021-2022,30,Bologna,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Lukasz Skorupski,2022-2023,31,Bologna,it ITA,Coppa Italia,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Lukasz Skorupski,2023-2024,32,Bologna,it ITA,Coppa Italia,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
