Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches
Evann Guessand,2021-2022,20,Nice,fr FRA,Coupe de France,,0,80,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,5,
Evann Guessand,2022-2023,21,Nantes,fr FRA,Coupe de France,,4,348,3.9,1,0,1,1,0,0,1,0,,,,,,,,0.26,0.00,0.26,0.26,0.26,,,,,,Matches,,,,5,
Evann Guessand,2023-2024,22,Nice,fr FRA,Coupe de France,,2,242,2.7,1,0,1,1,0,0,0,0,,,,,,,,0.37,0.00,0.37,0.37,0.37,,,,,,Matches,,,,4,
Evann Guessand,2024-2025,23,Nice,,2. Europa Lg,,2,223,2.5,0,0,0,0,0,1,1,0,1.3,0.5,0.2,0.7,7,5,13,0.00,0.00,0.00,0.00,0.00,0.52,0.07,0.59,0.20,0.27,Matches,,,,5,
Moise Bombito,2024-2025,24,Nice,,2. Europa Lg,4,4,360,4.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,4,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Hicham Boudaoui,2020-2021,20,Nice,,2. Europa Lg,4,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.1,0.4,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.27,0.22,0.27,Matches,,,,,
Hicham Boudaoui,2021-2022,21,Nice,fr FRA,Coupe de France,4,3,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Hicham Boudaoui,2022-2023,22,Nice,,3. Conf Lg,8,8,685.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.4,13.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.18,0.1,0.18,Matches,,,,,
Hicham Boudaoui,2023-2024,23,Nice,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Hicham Boudaoui,2024-2025,24,Nice,,2. Europa Lg,3,3,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,6.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.26,0.16,0.26,Matches,,,,,
Jonathan Clauss,2020-2021,27,Lens,fr FRA,Coupe de France,1,1,63,0.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.43,1.43,0.00,1.43,,,,,,Matches,,,,,
Jonathan Clauss,2021-2022,28,Lens,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jonathan Clauss,2022-2023,29,Marseille,,1. Champions Lg,6,6,410,4.6,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,11,13,26,0.00,0.22,0.22,0.00,0.22,0.06,0.07,0.14,0.06,0.14,Matches,,,,,
Jonathan Clauss,2023-2024,30,Marseille,fr FRA,Coupe de France,2,1,135,1.5,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.67,0.67,0.00,0.67,,,,,,Matches,,,,,
Jonathan Clauss,2024-2025,31,Nice,,2. Europa Lg,4,3,293,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,16,26,27,0.00,0.31,0.31,0.00,0.31,0.05,0.22,0.28,0.05,0.28,Matches,,,,,
Tanguy Ndombele,2020-2021,23,Tottenham,eng ENG,EFL Cup,2,2,180,2.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.50,0.50,0.00,0.50,,,,,,Matches,,,,,
Tanguy Ndombele,2021-2022,24,Tottenham,,3. Conf Lg,3,2,171,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,7,14,4,0.00,0.00,0.00,0.00,0.00,0.05,0.34,0.39,0.05,0.39,Matches,,,,,
Tanguy Ndombele,2022-2023,25,Napoli,,1. Champions Lg,9,3,373,4.1,1,1,2,1,0,0,0,0,0.9,0.9,1.4,2.3,11,25,12,0.24,0.24,0.48,0.24,0.48,0.21,0.35,0.56,0.21,0.56,Matches,,,,,
Tanguy Ndombele,2023-2024,26,Galatasaray,,1. Champions Lg,4,1,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,,,,,
Tanguy Ndombele,2024-2025,27,Nice,,2. Europa Lg,4,1,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,11,6,0.00,0.00,0.00,0.00,0.00,0.02,0.34,0.37,0.02,0.37,Matches,,,,,
Dante,2020-2021,36,Nice,,2. Europa Lg,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,
Dante,2021-2022,37,Nice,fr FRA,Coupe de France,4,4,390,4.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Dante,2022-2023,38,Nice,,3. Conf Lg,9,9,840,9.3,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.4,5,46,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,,,,,
Dante,2023-2024,39,Nice,fr FRA,Coupe de France,3,3,256,2.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Dante,2024-2025,40,Nice,,2. Europa Lg,3,3,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,
Youssouf Ndayishimiye,2020-2021,21,Yeni Mal'spor,tr TUR,1. Süper Lig,19,15,1469,16.3,2,0,2,2,0,0,0,0,,,,,,,,0.12,0.00,0.12,0.12,0.12,,,,,,Matches,,,,,
Youssouf Ndayishimiye,2021-2022,22,Başakşehir,tr TUR,1. Süper Lig,27,26,2284,25.4,1,3,4,1,0,0,4,0,,,,,,,,0.04,0.12,0.16,0.04,0.16,,,,,,Matches,,,,,
Youssouf Ndayishimiye,2022-2023,23,Nice,,3. Conf Lg,4,4,367,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,22,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Youssouf Ndayishimiye,2023-2024,24,Nice,fr FRA,Coupe de France,3,2,227,2.5,1,0,1,1,0,0,0,0,,,,,,,,0.40,0.00,0.40,0.40,0.40,,,,,,Matches,,,,,
Youssouf Ndayishimiye,2024-2025,25,Nice,,2. Europa Lg,4,4,288,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,10,15,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches,,,,,
Melvin Bard,2020-2021,19,Lyon,fr FRA,Coupe de France,4,4,335,3.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Melvin Bard,2021-2022,20,Nice,fr FRA,Coupe de France,4,4,343,3.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Melvin Bard,2022-2023,21,Nice,,3. Conf Lg,8,5,483,5.4,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,11,18,24,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches,,,,,
Melvin Bard,2023-2024,22,Nice,fr FRA,Coupe de France,2,2,176,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Melvin Bard,2024-2025,23,Nice,,2. Europa Lg,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,15,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,
Ali Abdi,2020-2021,26,Paris FC,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ali Abdi,2021-2022,27,Caen,fr FRA,2. Ligue 2,31,31,2657,29.5,2,5,7,2,0,0,9,1,4.3,4.3,5.1,9.5,94,114,206,0.07,0.17,0.24,0.07,0.24,0.15,0.17,0.32,0.15,0.32,Matches,,,,,
Ali Abdi,2022-2023,28,Caen,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ali Abdi,2023-2024,29,Caen,fr FRA,2. Ligue 2,33,33,2947,32.7,9,1,10,9,0,0,6,0,5.9,5.9,2.8,8.6,106,162,268,0.27,0.03,0.31,0.27,0.31,0.18,0.08,0.26,0.18,0.26,Matches,,,,,
Ali Abdi,2024-2025,30,Nice,,2. Europa Lg,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Mohamed Abdelmoneim,2024-2025,25,Nice,,2. Europa Lg,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,7,1,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,,,,,
Tom Louchet,2022-2023,19,Nice,,3. Conf Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Tom Louchet,2023-2024,20,Nice,fr FRA,Coupe de France,3,3,300.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.3,0.0,0.3,0.3,0.3,,,,,,Matches,,,,,
Tom Louchet,2024-2025,21,Nice,,2. Europa Lg,5,5,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,9.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.17,0.11,0.17,Matches,,,,,
Antoine Mendy,2020-2021,16,Nice,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Antoine Mendy,2021-2022,17,Nice,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Antoine Mendy,2022-2023,18,Nice,,3. Conf Lg,3,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,,,,,
Antoine Mendy,2023-2024,19,Nice,fr FRA,Coupe de France,3,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Antoine Mendy,2024-2025,20,Nice,,2. Europa Lg,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,,,,,
Badredine Bouanani,2022-2023,17,Nice,,3. Conf Lg,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Badredine Bouanani,2023-2024,18,Nice,fr FRA,Coupe de France,1,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Badredine Bouanani,2024-2025,19,Nice,,2. Europa Lg,5,3,268,3.0,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,9,14,27,0.34,0.00,0.34,0.34,0.34,0.09,0.08,0.17,0.09,0.17,Matches,,,,,
Sofiane Diop,2020-2021,20,Monaco,fr FRA,Coupe de France,3,2,104,1.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.87,0.87,0.00,0.87,,,,,,Matches,,,,,
Sofiane Diop,2021-2022,21,Monaco,fr FRA,Coupe de France,4,2,198,2.2,1,0,1,1,0,0,0,0,,,,,,,,0.45,0.00,0.45,0.45,0.45,,,,,,Matches,,,,,
Sofiane Diop,2022-2023,22,Nice,,3. Conf Lg,5,3,271,3.0,1,0,1,1,0,0,0,0,0.7,0.7,1.1,1.8,14,23,14,0.33,0.00,0.33,0.33,0.33,0.23,0.38,0.61,0.23,0.61,Matches,,,,,
Sofiane Diop,2023-2024,23,Nice,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Sofiane Diop,2024-2025,24,Nice,,2. Europa Lg,4,2,151,1.7,0,1,1,0,0,0,0,1,0.6,0.6,0.4,1.0,6,2,10,0.00,0.60,0.60,0.00,0.60,0.35,0.26,0.61,0.35,0.61,Matches,,,,,
Gaetan Laborde,2020-2021,26,Montpellier,fr FRA,Coupe de France,5,3,327,3.6,2,1,3,2,0,0,0,0,,,,,,,,0.55,0.28,0.83,0.55,0.83,,,,,,Matches,,,,,
Gaetan Laborde,2021-2022,27,Rennes,,3. Conf Lg,7,6,459,5.1,5,0,5,5,0,0,2,0,3.2,3.2,1.1,4.4,11,17,32,0.98,0.00,0.98,0.98,0.98,0.64,0.22,0.86,0.64,0.86,Matches,,,,,
Gaetan Laborde,2022-2023,28,Nice,,3. Conf Lg,10,9,831,9.2,3,1,4,3,0,0,0,0,3.3,3.3,1.1,4.4,19,19,67,0.32,0.11,0.43,0.32,0.43,0.38,0.12,0.50,0.38,0.50,Matches,,,,,
Gaetan Laborde,2023-2024,29,Nice,fr FRA,Coupe de France,4,4,321,3.6,1,0,1,1,0,0,0,0,,,,,,,,0.28,0.00,0.28,0.28,0.28,,,,,,Matches,,,,,
Gaetan Laborde,2024-2025,30,Nice,,2. Europa Lg,3,3,217,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,3,10,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,,,,,
Youssoufa Moukoko,2020-2021,15,Dortmund,de GER,1. Bundesliga,14,2,422,4.7,3,0,3,3,0,0,0,0,2.2,2.2,0.8,3.0,6,7,43,0.64,0.00,0.64,0.64,0.64,0.47,0.18,0.65,0.47,0.65,Matches,,,,,
Youssoufa Moukoko,2021-2022,16,Dortmund II,de GER,3. 3. Liga,2,2,122,1.4,1,0,1,1,0,0,0,0,,,,,,,,0.74,0.00,0.74,0.74,0.74,,,,,,Matches,,,,,
Youssoufa Moukoko,2022-2023,17,Dortmund,de GER,1. Bundesliga,26,11,1141,12.7,7,3,10,7,0,0,0,0,6.4,6.4,1.8,8.2,9,11,61,0.55,0.24,0.79,0.55,0.79,0.50,0.14,0.65,0.50,0.65,Matches,,,,,
Youssoufa Moukoko,2023-2024,18,Dortmund,de GER,1. Bundesliga,20,4,625,6.9,5,0,5,5,0,0,1,0,3.9,3.9,0.3,4.2,16,15,27,0.72,0.00,0.72,0.72,0.72,0.56,0.05,0.61,0.56,0.61,Matches,,,,,
Youssoufa Moukoko,2024-2025,19,Nice,,2. Europa Lg,5,4,303,3.4,0,1,1,0,0,0,0,0,0.8,0.8,0.7,1.5,1,6,21,0.00,0.30,0.30,0.00,0.30,0.23,0.20,0.43,0.23,0.43,Matches,,,,,
Yael Nandjou,2024-2025,19,Nice,,2. Europa Lg,1,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,
Victor Orakpo,2024-2025,18,Nice,,2. Europa Lg,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.23,0.11,0.23,Matches,,,,,
Jordan Lotomba,2020-2021,21,Nice,fr FRA,Coupe de France,1,0,35,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jordan Lotomba,2021-2022,22,Nice,fr FRA,Coupe de France,4,4,331,3.7,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.27,0.27,0.00,0.27,,,,,,Matches,,,,,
Jordan Lotomba,2022-2023,23,Nice,,3. Conf Lg,6,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,11,8,10,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches,,,,,
Jordan Lotomba,2023-2024,24,Nice,fr FRA,Coupe de France,3,3,296,3.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jordan Lotomba,2024-2025,25,Feyenoord,,1. Champions Lg,5,4,280,3.1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,4,6,6,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.19,0.17,0.19,Matches,,,,,
Issiaga Camara,2023-2024,18,Nice,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Issiaga Camara,2024-2025,19,Nice,,2. Europa Lg,2,2,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,,,,,
Rares Ilie,2021-2022,18,Rapid București,ro ROU,1. Liga I,36,25,2343,26.0,6,10,16,6,0,0,3,0,,,,,,,,0.23,0.38,0.61,0.23,0.61,,,,,,Matches,,,,,
Rares Ilie,2022-2023,19,Nice,,3. Conf Lg,2,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Rares Ilie,2023-2024,20,Lausanne-Sport,ch SUI,1. Super Lg,29,21,1656,18.4,3,3,6,3,0,0,4,0,,,,,,,,0.16,0.16,0.33,0.16,0.33,,,,,,Matches,,,,,
Rares Ilie,2024-2025,21,Nice,fr FRA,1. Ligue 1,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,3,1,0.00,0.00,0.00,0.00,0.00,0.47,2.11,2.58,0.47,2.58,Matches,,,,,
Maxime Dupe,2020-2021,27,Toulouse,fr FRA,2. Ligue 2,37,37,3330,37.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches,,,,,
Maxime Dupe,2021-2022,28,Toulouse,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Maxime Dupe,2022-2023,29,Toulouse,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Maxime Dupe,2023-2024,30,Nice,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Maxime Dupe,2024-2025,31,Nice,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Brice Samba,2020-2021,26,Nott'ham Forest,eng ENG,2. Championship,45,45,4050,45.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Brice Samba,2021-2022,27,Nott'ham Forest,eng ENG,2. Championship,40,40,3594,39.9,0,0,0,0,0,0,6,1,0.1,0.1,0.5,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches,,,,,
Brice Samba,2022-2023,28,Lens,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Brice Samba,2023-2024,29,Lens,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Brice Samba,2024-2025,30,Lens,fr FRA,1. Ligue 1,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Adrien Thomasson,2020-2021,26,Strasbourg,fr FRA,1. Ligue 1,37,31,2624,29.2,5,1,6,5,0,0,8,1,6.2,6.2,4.0,10.2,37,99,159,0.17,0.03,0.21,0.17,0.21,0.21,0.14,0.35,0.21,0.35,Matches,,,,,
Adrien Thomasson,2021-2022,27,Strasbourg,fr FRA,Coupe de France,2,1,119,1.3,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.76,0.76,0.00,0.76,,,,,,Matches,,,,,
Adrien Thomasson,2022-2023,28,Strasbourg,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Adrien Thomasson,2023-2024,29,Lens,,1. Champions Lg,5,2,224,2.5,1,0,1,1,0,0,1,0,0.4,0.4,0.3,0.7,4,10,11,0.40,0.00,0.40,0.40,0.40,0.15,0.11,0.26,0.15,0.26,Matches,,,,,
Adrien Thomasson,2024-2025,30,Lens,fr FRA,1. Ligue 1,14,14,1122,12.5,2,1,3,2,0,0,1,0,1.9,1.9,3.3,5.2,9,68,54,0.16,0.08,0.24,0.16,0.24,0.15,0.27,0.42,0.15,0.42,Matches,,,,,
Facundo Medina,2020-2021,21,Lens,fr FRA,Coupe de France,2,1,102,1.1,1,0,1,1,0,0,1,0,,,,,,,,0.88,0.00,0.88,0.88,0.88,,,,,,Matches,,,,,
Facundo Medina,2021-2022,22,Lens,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Facundo Medina,2022-2023,23,Lens,fr FRA,Coupe de France,3,2,100,1.1,1,1,2,1,0,0,0,0,,,,,,,,0.90,0.90,1.80,0.90,1.80,,,,,,Matches,,,,,
Facundo Medina,2023-2024,24,Lens,,1. Champions Lg,6,6,495,5.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,5,15,5,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,,,,,
Facundo Medina,2024-2025,25,Lens,fr FRA,1. Ligue 1,13,13,1142,12.7,0,0,0,0,0,0,4,0,1.0,1.0,0.4,1.4,26,69,16,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,Matches,,,,,
Jonathan Gradit,2020-2021,27,Lens,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jonathan Gradit,2021-2022,28,Lens,fr FRA,Coupe de France,2,1,98,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jonathan Gradit,2022-2023,29,Lens,fr FRA,Coupe de France,4,4,384,4.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jonathan Gradit,2023-2024,30,Lens,,1. Champions Lg,6,6,510,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,24,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,
Jonathan Gradit,2024-2025,31,Lens,fr FRA,1. Ligue 1,9,9,751,8.3,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,6,52,1,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,,,,,
Florian Sotoca,2020-2021,29,Lens,fr FRA,Coupe de France,2,0,29,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Florian Sotoca,2021-2022,30,Lens,fr FRA,Coupe de France,3,3,197,2.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Florian Sotoca,2022-2023,31,Lens,fr FRA,Coupe de France,4,1,187,2.1,1,0,1,1,0,0,0,0,,,,,,,,0.48,0.00,0.48,0.48,0.48,,,,,,Matches,,,,,
Florian Sotoca,2023-2024,32,Lens,,1. Champions Lg,6,6,467,5.2,0,1,1,0,0,0,2,0,0.5,0.5,0.9,1.4,4,27,24,0.00,0.19,0.19,0.00,0.19,0.10,0.17,0.26,0.10,0.26,Matches,,,,,
Florian Sotoca,2024-2025,33,Lens,fr FRA,1. Ligue 1,13,9,729,8.1,0,0,0,0,0,0,2,0,2.5,2.5,0.5,3.1,14,43,64,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,Matches,,,,,
MBala Nzola,2020-2021,23,Spezia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
MBala Nzola,2021-2022,24,Spezia,it ITA,Coppa Italia,1,1,69,0.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
MBala Nzola,2022-2023,25,Spezia,it ITA,Coppa Italia,2,2,166,1.8,2,1,3,1,1,1,0,0,,,,,,,,1.08,0.54,1.63,0.54,1.08,,,,,,Matches,,,,,
MBala Nzola,2023-2024,26,Fiorentina,,3. Conf Lg,9,2,331,3.7,3,1,4,2,1,1,1,0,2.7,1.9,0.2,2.1,3,4,23,0.82,0.27,1.09,0.54,0.82,0.81,0.07,0.87,0.57,0.64,Matches,,,,,
MBala Nzola,2024-2025,27,Lens,fr FRA,1. Ligue 1,9,8,662,7.4,3,1,4,3,0,0,3,0,3.7,3.7,0.7,4.5,15,9,59,0.41,0.14,0.54,0.41,0.54,0.50,0.10,0.61,0.50,0.61,Matches,,,,,
Anass Zaroury,2020-2021,19,Lommel SK,be BEL,2. First Division B,25,23,1833,20.4,7,4,11,7,0,0,0,0,,,,,,,,0.34,0.20,0.54,0.34,0.54,,,,,,Matches,,,,,
