Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches
Nordine Kandil,2021-2022,19,Strasbourg,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Nordine Kandil,2022-2023,20,Strasbourg,fr FRA,1. Ligue 1,7,0,101,1.1,0,1,1,0,0,0,0,0,0.2,0.2,0.8,0.9,9,6,9,0.00,0.89,0.89,0.00,0.89,0.14,0.70,0.84,0.14,0.84,Matches,,,,,
Nordine Kandil,2023-2024,21,Annecy,fr FRA,Coupe de France,2,0,24,0.3,0,1,1,0,0,0,0,0,,,,,,,,0.00,3.75,3.75,0.00,3.75,,,,,,Matches,,,,,
Nordine Kandil,2024-2025,22,Amiens,fr FRA,Coupe de France,1,1,79,0.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Oscar Perea,2024-2025,18,Strasbourg,fr FRA,1. Ligue 1,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Eduard Sobol,2020-2021,25,Club Brugge,,1. Champions Lg,5,4,312,3.5,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,13,26,18,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18,Matches,,,,,
Eduard Sobol,2021-2022,26,Club Brugge,,1. Champions Lg,4,4,329,3.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,2,8,6,0.00,0.27,0.27,0.00,0.27,0.02,0.07,0.08,0.02,0.08,Matches,,,,,
Eduard Sobol,2022-2023,27,Club Brugge,,1. Champions Lg,4,1,109,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,1,6,0,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14,Matches,,,,,
Eduard Sobol,2023-2024,28,Strasbourg,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Eduard Sobol,2024-2025,29,Strasbourg,fr FRA,1. Ligue 1,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Robin Risser,2022-2023,17,Strasbourg,fr FRA,1. Ligue 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15th,0,Matches,,
Robin Risser,2024-2025,19,Strasbourg,fr FRA,1. Ligue 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th,0,Matches,,
Yahia Fofana,2020-2021,19,Le Havre,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Yahia Fofana,2021-2022,20,Le Havre,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Yahia Fofana,2022-2023,21,Angers,fr FRA,1. Ligue 1,11,11,990,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Yahia Fofana,2023-2024,22,Angers,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Yahia Fofana,2024-2025,23,Angers,fr FRA,1. Ligue 1,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Jordan Lefort,2020-2021,26,Young Boys,,2. Europa Lg,8,7,585,6.5,0,2,2,0,0,0,1,0,0.1,0.1,1.0,1.1,5,18,6,0.00,0.31,0.31,0.00,0.31,0.01,0.16,0.17,0.01,0.17,Matches,,,,,
Jordan Lefort,2021-2022,27,Young Boys,,1. Champions Lg,3,2,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,12,9,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,Matches,,,,,
Jordan Lefort,2022-2023,28,Paris FC,fr FRA,Coupe de France,2,1,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jordan Lefort,2023-2024,29,Angers,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jordan Lefort,2024-2025,30,Angers,fr FRA,1. Ligue 1,14,14,1260,14.0,0,1,1,0,0,0,1,0,0.0,0.0,0.9,1.0,1,43,8,0.00,0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.00,0.07,Matches,,,,,
Himad Abdelli,2020-2021,20,Le Havre,fr FRA,Coupe de France,1,0,21,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Himad Abdelli,2021-2022,21,Le Havre,fr FRA,Coupe de France,2,2,167,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Himad Abdelli,2022-2023,22,Angers,fr FRA,Coupe de France,3,2,221,2.5,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.41,0.41,0.00,0.41,,,,,,Matches,,,,,
Himad Abdelli,2023-2024,23,Angers,fr FRA,Coupe de France,2,2,180,2.0,1,0,1,0,1,1,0,0,,,,,,,,0.50,0.00,0.50,0.00,0.00,,,,,,Matches,,,,,
Himad Abdelli,2024-2025,24,Angers,fr FRA,1. Ligue 1,14,14,1240,13.8,4,1,5,2,2,3,1,0,4.1,1.7,2.2,3.9,51,100,54,0.29,0.07,0.36,0.15,0.22,0.30,0.16,0.46,0.13,0.29,Matches,,,,,
Carlens Arcus,2020-2021,24,Auxerre,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Carlens Arcus,2021-2022,25,Auxerre,fr FRA,Coupe de France,1,1,61,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Carlens Arcus,2022-2023,26,Vitesse,nl NED,1. Eredivisie,30,28,2518,28.0,1,3,4,1,0,0,4,2,1.0,1.0,2.5,3.6,55,126,148,0.04,0.11,0.14,0.04,0.14,0.04,0.09,0.13,0.04,0.13,Matches,,,,,
Carlens Arcus,2023-2024,27,Vitesse,nl NED,1. Eredivisie,30,25,2177,24.2,0,4,4,0,0,0,4,0,0.2,0.2,3.2,3.5,40,143,103,0.00,0.17,0.17,0.00,0.17,0.01,0.13,0.14,0.01,0.14,Matches,,,,,
Carlens Arcus,2024-2025,28,Angers,fr FRA,1. Ligue 1,14,13,1081,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.6,0.6,19,26,38,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,,,,,
Jean Eudes Aholou,2020-2021,26,Strasbourg,fr FRA,Coupe de France,1,1,67,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jean Eudes Aholou,2021-2022,27,Strasbourg,fr FRA,Coupe de France,1,1,71,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jean Eudes Aholou,2022-2023,28,Strasbourg,fr FRA,1. Ligue 1,30,16,1300,14.4,3,1,4,3,0,0,4,1,1.2,1.2,1.1,2.3,25,50,37,0.21,0.07,0.28,0.21,0.28,0.08,0.08,0.16,0.08,0.16,Matches,,,,,
Jean Eudes Aholou,2023-2024,29,Strasbourg,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Jean Eudes Aholou,2024-2025,30,Angers,fr FRA,1. Ligue 1,13,13,1007,11.2,2,0,2,2,0,0,2,0,1.3,1.3,0.2,1.5,10,40,9,0.18,0.00,0.18,0.18,0.18,0.11,0.02,0.13,0.11,0.13,Matches,,,,,
Florent Hanin,2020-2021,30,Paris FC,fr FRA,Coupe de France,1,1,69,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Florent Hanin,2021-2022,31,Paris FC,fr FRA,Coupe de France,1,1,79,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Florent Hanin,2022-2023,32,Paris FC,fr FRA,Coupe de France,3,2,215,2.4,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.42,0.42,0.00,0.42,,,,,,Matches,,,,,
Florent Hanin,2023-2024,33,Angers,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Florent Hanin,2024-2025,34,Angers,fr FRA,1. Ligue 1,13,11,1010,11.2,0,1,1,0,0,0,1,0,0.1,0.1,1.3,1.3,21,46,49,0.00,0.09,0.09,0.00,0.09,0.01,0.11,0.12,0.01,0.12,Matches,,,,,
Farid El Melali,2020-2021,23,Angers,fr FRA,Coupe de France,3,0,82,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Farid El Melali,2021-2022,24,Angers,fr FRA,Coupe de France,1,0,27,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Farid El Melali,2022-2023,25,Angers,fr FRA,Coupe de France,1,1,78,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Farid El Melali,2023-2024,26,Angers,fr FRA,Coupe de France,2,2,159,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Farid El Melali,2024-2025,27,Angers,fr FRA,1. Ligue 1,13,11,947,10.5,1,2,3,1,0,0,1,0,1.6,1.6,2.3,3.9,37,15,51,0.10,0.19,0.29,0.10,0.29,0.15,0.22,0.37,0.15,0.37,Matches,,,,,
Haris Belkebla,2020-2021,26,Brest,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Haris Belkebla,2021-2022,27,Brest,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Haris Belkebla,2022-2023,28,Brest,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Haris Belkebla,2024-2025,30,Angers,fr FRA,1. Ligue 1,10,9,813,9.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,26,8,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches,,,,,
Emmanuel Biumla,2022-2023,17,Bordeaux,fr FRA,Coupe de France,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,0,
Emmanuel Biumla,2023-2024,18,Bordeaux,fr FRA,Coupe de France,,2,168,1.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,3,
Emmanuel Biumla,2024-2025,19,Angers,fr FRA,1. Ligue 1,,8,733,8.1,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,7,0,0.12,0.00,0.12,0.12,0.12,0.09,0.00,0.09,0.09,0.09,Matches,,,,9,
Ibrahima Niane,2020-2021,21,Metz,fr FRA,1. Ligue 1,10,9,663,7.4,6,0,6,5,1,1,0,0,3.5,2.7,0.1,2.8,9,12,44,0.81,0.00,0.81,0.68,0.68,0.47,0.02,0.49,0.37,0.38,Matches,,,,,
Ibrahima Niane,2021-2022,22,Metz,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ibrahima Niane,2022-2023,23,Angers,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Ibrahima Niane,2023-2024,24,Angers,fr FRA,Coupe de France,2,1,112,1.2,1,0,1,1,0,0,0,0,,,,,,,,0.80,0.00,0.80,0.80,0.80,,,,,,Matches,,,,,
Ibrahima Niane,2024-2025,25,Angers,fr FRA,1. Ligue 1,11,6,589,6.5,2,0,2,1,1,1,0,0,2.7,1.9,0.2,2.1,11,4,31,0.31,0.00,0.31,0.15,0.15,0.41,0.03,0.44,0.29,0.32,Matches,,,,,
Abdoulaye Bamba,2020-2021,30,Angers,fr FRA,Coupe de France,3,2,205,2.3,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.88,0.88,0.00,0.88,,,,,,Matches,,,,,
Abdoulaye Bamba,2021-2022,31,Angers,fr FRA,Coupe de France,1,1,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Abdoulaye Bamba,2022-2023,32,Angers,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Abdoulaye Bamba,2023-2024,33,Angers,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Abdoulaye Bamba,2024-2025,34,Angers,fr FRA,1. Ligue 1,7,6,520,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,
Yassin Belkhdim,2021-2022,19,Angers,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Yassin Belkhdim,2022-2023,20,Angers,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Yassin Belkhdim,2023-2024,21,Angers,fr FRA,Coupe de France,3,2,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Yassin Belkhdim,2024-2025,22,Angers,fr FRA,1. Ligue 1,14,5,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,8.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,,,,,
Bamba Dieng,2020-2021,20,Marseille,fr FRA,Coupe de France,1,0,10,0.1,1,0,1,1,0,0,0,0,,,,,,,,9.00,0.00,9.00,9.00,9.00,,,,,,Matches,,,,,
Bamba Dieng,2021-2022,21,Marseille,,3. Conf Lg,5,3,293,3.3,1,1,2,1,0,0,2,0,1.1,1.1,0.0,1.1,8,3,24,0.31,0.31,0.61,0.31,0.61,0.33,0.00,0.33,0.33,0.33,Matches,,,,,
Bamba Dieng,2022-2023,22,Marseille,fr FRA,Coupe de France,2,1,113,1.3,1,0,1,1,0,0,0,0,,,,,,,,0.80,0.00,0.80,0.80,0.80,,,,,,Matches,,,,,
Bamba Dieng,2023-2024,23,Lorient,fr FRA,Coupe de France,1,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Bamba Dieng,2024-2025,24,Angers,fr FRA,1. Ligue 1,10,4,377,4.2,2,0,2,2,0,0,1,0,2.0,2.0,0.0,2.0,3,3,25,0.48,0.00,0.48,0.48,0.48,0.48,0.00,0.48,0.48,0.48,Matches,,,,,
Sidiki Cherif,2023-2024,16,Angers,fr FRA,Coupe de France,2,0,23,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Sidiki Cherif,2024-2025,17,Angers,fr FRA,1. Ligue 1,5,3,282,3.1,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,8.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.14,0.06,0.19,0.14,0.19,Matches,,,,,
Cedric Hountondji,2020-2021,26,Clermont Foot,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Cedric Hountondji,2021-2022,27,Clermont Foot,fr FRA,1. Ligue 1,23,23,2034,22.6,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,5,43,1,0.04,0.00,0.04,0.04,0.04,0.02,0.00,0.03,0.02,0.03,Matches,,,,,
Cedric Hountondji,2022-2023,28,Angers,fr FRA,Coupe de France,2,1,140,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Cedric Hountondji,2023-2024,29,Angers,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Cedric Hountondji,2024-2025,30,Angers,fr FRA,1. Ligue 1,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Jacques Ekomie,2021-2022,17,Bordeaux,fr FRA,Coupe de France,1,0,28,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jacques Ekomie,2022-2023,18,Bordeaux,fr FRA,Coupe de France,2,2,167,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jacques Ekomie,2023-2024,19,Bordeaux,fr FRA,Coupe de France,2,1,150,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Jacques Ekomie,2024-2025,20,Angers,fr FRA,1. Ligue 1,7,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,6,11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,
Pierrick Capelle,2020-2021,33,Angers,fr FRA,Coupe de France,4,4,335,3.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.27,0.27,0.00,0.27,,,,,,Matches,,,,,
Pierrick Capelle,2021-2022,34,Angers,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Pierrick Capelle,2022-2023,35,Angers,fr FRA,Coupe de France,1,1,56,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Pierrick Capelle,2023-2024,36,Angers,fr FRA,Coupe de France,2,0,49,0.5,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.84,1.84,0.00,1.84,,,,,,Matches,,,,,
Pierrick Capelle,2024-2025,37,Angers,fr FRA,1. Ligue 1,7,2,262,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,10,9,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,
Zinedine Ferhat,2020-2021,27,Nîmes,fr FRA,1. Ligue 1,33,33,2957,32.9,6,10,16,5,1,1,2,0,5.9,5.1,6.5,11.6,92,121,266,0.18,0.30,0.49,0.15,0.46,0.18,0.20,0.38,0.15,0.35,Matches,,,,,
Zinedine Ferhat,2021-2022,28,Nîmes,fr FRA,2. Ligue 2,14,10,901,10.0,0,0,0,0,0,1,1,0,2.9,2.1,1.6,3.7,30,54,104,0.00,0.00,0.00,0.00,0.00,0.29,0.16,0.44,0.21,0.37,Matches,,,,,
Zinedine Ferhat,2022-2023,29,Alanyaspor,tr TUR,1. Süper Lig,23,12,1052,11.7,1,2,3,1,0,0,2,0,,,,,,,,0.09,0.17,0.26,0.09,0.26,,,,,,Matches,,,,,
Zinedine Ferhat,2023-2024,30,Angers,fr FRA,Coupe de France,2,1,97,1.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Zinedine Ferhat,2024-2025,31,Angers,fr FRA,1. Ligue 1,6,2,206,2.3,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,5,12,20,0.44,0.00,0.44,0.44,0.44,0.13,0.16,0.29,0.13,0.29,Matches,,,,,
Esteban Lepaul,2021-2022,21,Orléans,fr FRA,Coupe de France,1,0,49,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Esteban Lepaul,2023-2024,23,Épinal,fr FRA,Coupe de France,2,2,210,2.3,1,0,1,1,0,0,0,0,,,,,,,,0.43,0.00,0.43,0.43,0.43,,,,,,Matches,,,,,
Esteban Lepaul,2024-2025,24,Angers,fr FRA,1. Ligue 1,10,1,197,2.2,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,6,5,11,0.46,0.00,0.46,0.46,0.46,0.11,0.00,0.11,0.11,0.11,Matches,,,,,
Lilian Raolisoa,2022-2023,22,Angers,fr FRA,Coupe de France,1,1,69,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Lilian Raolisoa,2023-2024,23,Angers,fr FRA,Coupe de France,3,3,242,2.7,0,2,2,0,0,0,0,0,,,,,,,,0.0,0.74,0.74,0.0,0.74,,,,,,Matches,,,,,
Lilian Raolisoa,2024-2025,24,Angers,fr FRA,1. Ligue 1,10,1,161,1.8,0,1,1,0,0,0,0,1,0.2,0.2,0.3,0.5,5.0,12.0,10.0,0.0,0.56,0.56,0.0,0.56,0.1,0.15,0.25,0.1,0.25,Matches,,,,,
Zinedine Ould Khaled,2020-2021,20,Angers,fr FRA,Coupe de France,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Zinedine Ould Khaled,2022-2023,22,Angers,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Zinedine Ould Khaled,2023-2024,23,Angers,fr FRA,Coupe de France,2,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Zinedine Ould Khaled,2024-2025,24,Angers,fr FRA,1. Ligue 1,2,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,
Lois Diony,2020-2021,27,Angers,fr FRA,Coupe de France,2,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Lois Diony,2021-2022,28,Red Star,,2. Europa Lg,4,1,151,1.7,0,1,1,0,0,0,1,0,0.4,0.4,0.2,0.6,0,2,13,0.00,0.60,0.60,0.00,0.60,0.22,0.12,0.34,0.22,0.34,Matches,,,,,
Lois Diony,2022-2023,29,Angers,fr FRA,1. Ligue 1,11,5,506,5.6,1,0,1,1,0,0,1,0,2.2,2.2,0.3,2.5,14,11,64,0.18,0.00,0.18,0.18,0.18,0.39,0.06,0.45,0.39,0.45,Matches,,,,,
Lois Diony,2023-2024,30,Angers,fr FRA,Coupe de France,2,2,145,1.6,1,0,1,1,0,0,0,0,,,,,,,,0.62,0.00,0.62,0.62,0.62,,,,,,Matches,,,,,
Lois Diony,2024-2025,31,Angers,fr FRA,1. Ligue 1,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Marius Courcoul,2023-2024,16,Angers,fr FRA,2. Ligue 2,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2nd,1,Matches,,
Marius Courcoul,2024-2025,17,Angers,fr FRA,1. Ligue 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15th,0,Matches,,
Joseph Lopy,2020-2021,28,Sochaux,fr FRA,Coupe de France,3,0,34,0.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Joseph Lopy,2021-2022,29,Sochaux,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Joseph Lopy,2022-2023,30,Sochaux,fr FRA,Coupe de France,2,1,150,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Joseph Lopy,2023-2024,31,Angers,fr FRA,Coupe de France,1,1,63,0.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Joseph Lopy,2024-2025,32,Angers,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Melvin Zinga,2023-2024,21,Angers,fr FRA,Coupe de France,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,
Melvin Zinga,2024-2025,22,Angers,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Gautier Larsonneur,2020-2021,23,Brest,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Gautier Larsonneur,2021-2022,24,Brest,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
