Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 23_level_0,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches,Matches
Tiago Sa,2023-2024,28,Braga,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Tiago Sa,2024-2025,29,Braga,,2. Europa Lg,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,,,,,,
Moura,2020-2021,20,Braga,,2. Europa Lg,3,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,4,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53,Matches,,,,,,
Moura,2021-2022,21,Braga,,2. Europa Lg,10,0,326,3.6,0,1,1,0,0,0,2,0,0.4,0.4,0.1,0.5,9,12,21,0.00,0.28,0.28,0.00,0.28,0.13,0.04,0.17,0.13,0.17,Matches,,,,,,
Moura,2022-2023,22,Famalicão,pt POR,1. Primeira Liga,28,23,2121,23.6,2,2,4,2,0,0,5,0,1.1,1.1,3.1,4.2,58,56,142,0.08,0.08,0.17,0.08,0.17,0.05,0.13,0.18,0.05,0.18,Matches,,,,,,
Moura,2023-2024,23,Famalicão,pt POR,1. Primeira Liga,33,33,2970,33.0,1,4,5,1,0,0,7,0,0.4,0.4,6.8,7.2,64,127,191,0.03,0.12,0.15,0.03,0.15,0.01,0.21,0.22,0.01,0.22,Matches,,,,,,
Moura,2024-2025,24,Porto,,2. Europa Lg,5,5,439,4.9,0,1,1,0,0,0,0,0,0.3,0.3,1.0,1.3,14,19,26,0.00,0.21,0.21,0.00,0.21,0.06,0.21,0.26,0.06,0.26,Matches,,,,,,
Rui Fonte,2020-2021,30,Braga,pt POR,1. Primeira Liga,5,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,
Rui Fonte,2021-2022,31,Estoril,pt POR,1. Primeira Liga,23,14,1281,14.2,4,1,5,4,0,0,3,0,1.2,1.2,0.7,1.9,6,37,50,0.28,0.07,0.35,0.28,0.35,0.08,0.05,0.13,0.08,0.13,Matches,,,,,,
Rui Fonte,2022-2023,32,Famalicão,pt POR,1. Primeira Liga,18,3,460,5.1,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,2,12,9,0.20,0.00,0.20,0.20,0.20,0.14,0.02,0.16,0.14,0.16,Matches,,,,,,
Hernani Infande,2020-2021,19,Braga,,2. Europa Lg,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Hernani Infande,2021-2022,20,Braga,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Hernani Infande,2022-2023,21,Braga,,2. Europa Lg,1,0,32,0.4,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.5,3,0,4,0.00,0.00,0.00,0.00,0.00,0.45,1.08,1.53,0.45,1.53,Matches,,,,,,
Hernani Infande,2023-2024,22,Moreirense,pt POR,1. Primeira Liga,5,1,84,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,3,1,4,1.07,0.00,1.07,1.07,1.07,0.53,0.00,0.53,0.53,0.53,Matches,,,,,,
Caju,2020-2021,25,Braga,pt POR,1. Primeira Liga,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Caju,2023-2024,28,Aris Limassol FC,,2. Europa Lg,5,4,425,4.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,9,17,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Matches,,,,,,
Vitinha,2020-2021,20,Braga,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Vitinha,2021-2022,21,Braga,,2. Europa Lg,9,5,502,5.6,1,0,1,1,0,0,1,0,1.1,1.1,0.9,2.0,5,8,33,0.18,0.00,0.18,0.18,0.18,0.21,0.17,0.38,0.21,0.38,Matches,,,,,,
Vitinha,2022-2023,22,Marseille,fr FRA,Coupe de France,2,0,55,0.6,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.64,1.64,0.00,1.64,,,,,,Matches,,,,,,
Vitinha,2023-2024,23,Marseille,fr FRA,Coupe de France,2,2,179,2.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Vitinha,2024-2025,24,Genoa,it ITA,Coppa Italia,2,2,148,1.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Vitor Gabriel,2020-2021,20,Braga,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4th,0,Matches,,,
Lukas Hornicek,2020-2021,18,Braga,pt POR,1. Primeira Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Lukas Hornicek,2021-2022,19,Braga,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Lukas Hornicek,2022-2023,20,Braga,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Lukas Hornicek,2023-2024,21,Braga,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Lukas Hornicek,2024-2025,22,Braga,,2. Europa Lg,2,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,
Jordi Almeida,2020-2021,26,Paços,pt POR,1. Primeira Liga,,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,,5th,32,Matches,,,
Jordi Almeida,2022-2023,28,Paços,pt POR,1. Primeira Liga,,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17th,6,Matches,,,
Stephen Eustaquio,2020-2021,23,Paços,pt POR,1. Primeira Liga,32,32,2802,31.1,2,1,3,2,0,0,7,1,1.5,1.5,1.5,3.0,10,135,39,0.06,0.03,0.10,0.06,0.10,0.05,0.05,0.10,0.05,0.10,Matches,,,,,,
Stephen Eustaquio,2021-2022,24,Porto,,2. Europa Lg,2,1,59,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.63,0.00,0.63,Matches,,,,,,
Stephen Eustaquio,2022-2023,25,Porto,,1. Champions Lg,7,7,594,6.6,2,0,2,2,0,0,1,0,1.4,1.4,0.6,2.0,3,25,20,0.30,0.00,0.30,0.30,0.30,0.21,0.09,0.30,0.21,0.30,Matches,,,,,,
Stephen Eustaquio,2023-2024,26,Porto,,1. Champions Lg,8,6,532,5.9,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.9,2,23,10,0.17,0.00,0.17,0.17,0.17,0.09,0.06,0.15,0.09,0.15,Matches,,,,,,
Stephen Eustaquio,2024-2025,27,Porto,,2. Europa Lg,5,5,398,4.4,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,0,24,13,0.23,0.23,0.45,0.23,0.45,0.07,0.08,0.14,0.07,0.14,Matches,,,,,,
Luiz Carlos,2020-2021,35,Paços,pt POR,1. Primeira Liga,34,31,2516,28.0,3,3,6,3,0,0,3,0,2.9,2.9,1.7,4.5,25,85,59,0.11,0.11,0.21,0.11,0.21,0.10,0.06,0.16,0.10,0.16,Matches,,,,,,
Luiz Carlos,2021-2022,36,Paços,pt POR,1. Primeira Liga,31,30,2605,28.9,0,2,2,0,0,0,11,1,0.4,0.4,1.0,1.3,24,99,43,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.05,0.01,0.05,Matches,,,,,,
Luiz Carlos,2022-2023,37,Paços,pt POR,1. Primeira Liga,20,13,1136,12.6,0,1,1,0,0,0,4,0,0.3,0.3,0.5,0.8,12,59,23,0.00,0.08,0.08,0.00,0.08,0.02,0.04,0.06,0.02,0.06,Matches,,,,,,
Fernando Ferreira Fonseca,2020-2021,23,Paços,pt POR,1. Primeira Liga,,30,2710,30.1,0,1,1,0,0,0,6,0,0.2,0.2,0.8,1.0,61,91,69,0.00,0.03,0.03,0.00,0.03,0.01,0.03,0.03,0.01,0.03,,5th,31,Matches,,,
Fernando Ferreira Fonseca,2021-2022,24,Paços,pt POR,1. Primeira Liga,,16,1492,16.6,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,21,52,43,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,,11th,24,Matches,,,
Fernando Ferreira Fonseca,2022-2023,25,Paços,pt POR,1. Primeira Liga,,2,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,7,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17th,6,Matches,,,
Fernando Ferreira Fonseca,2024-2025,27,AVS Futebol,pt POR,1. Primeira Liga,,10,919,10.2,0,0,0,0,0,0,4,0,0.1,0.1,0.6,0.7,22,35,27,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,,14th,11,Matches,,,
Bruno Xavier Almeida Costa,2020-2021,23,Paços,pt POR,1. Primeira Liga,31,30,2454,27.3,4,3,7,2,2,2,8,0,3.5,1.9,4.9,6.8,36,130,45,0.15,0.11,0.26,0.07,0.18,0.13,0.18,0.31,0.07,0.25,Matches,,,,,,
Bruno Xavier Almeida Costa,2021-2022,24,Porto,,1. Champions Lg,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Bruno Xavier Almeida Costa,2022-2023,25,Porto,,1. Champions Lg,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.19,0.03,0.19,Matches,,,,,,
Bruno Xavier Almeida Costa,2023-2024,26,Valenciennes,fr FRA,Coupe de France,1,1,90,1.0,0,1,1,0,0,0,1,0,,,,,,,,0.00,1.00,1.00,0.00,1.00,,,,,,Matches,,,,,,
Bruno Xavier Almeida Costa,2024-2025,27,Nacional,pt POR,1. Primeira Liga,8,3,271,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,4,11,12,0.00,0.00,0.00,0.00,0.00,0.04,0.26,0.30,0.04,0.30,Matches,,,,,,
Marcelo dos Santos Ferreira,2020-2021,31,Paços,pt POR,1. Primeira Liga,28,26,2293,25.5,0,0,0,0,0,0,5,0,1.5,1.5,0.2,1.7,6,52,3,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,,,,,,
Marcelo dos Santos Ferreira,2021-2022,32,Al-Ta'ee,sa KSA,1. Pro League,26,26,2340,26.0,1,0,1,1,0,0,8,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,Matches,,,,,,
Marcelo dos Santos Ferreira,2023-2024,34,Moreirense,pt POR,1. Primeira Liga,26,26,2340,26.0,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,2,55,0,0.08,0.04,0.12,0.08,0.12,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,
Marcelo dos Santos Ferreira,2024-2025,35,Moreirense,pt POR,1. Primeira Liga,14,14,1260,14.0,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,3,19,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches,,,,,,
Luther Singh,2020-2021,22,Paços,pt POR,1. Primeira Liga,29,24,1946,21.6,5,5,10,5,0,0,5,0,2.9,2.9,3.0,5.9,40,50,161,0.23,0.23,0.46,0.23,0.46,0.14,0.14,0.27,0.14,0.27,Matches,,,,,,
Luther Singh,2021-2022,23,FC Copenhagen,,3. Conf Lg,2,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Luther Singh,2022-2023,24,Chaves,pt POR,1. Primeira Liga,22,5,627,7.0,0,1,1,0,0,0,4,0,0.5,0.5,0.7,1.2,14,18,54,0.00,0.14,0.14,0.00,0.14,0.07,0.09,0.17,0.07,0.17,Matches,,,,,,
Luther Singh,2023-2024,25,Čukarički,,3. Conf Lg,4,0,64,0.7,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,3,12,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47,Matches,,,,,,
Maracas,2020-2021,26,Paços,pt POR,1. Primeira Liga,,23,1990,22.1,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,1,24,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,,5th,23,Matches,,,
Maracas,2021-2022,27,Paços,pt POR,1. Primeira Liga,,23,2067,23.0,0,0,0,0,0,1,6,0,1.7,0.9,0.0,0.9,4,25,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.04,0.04,,11th,24,Matches,,,
Maracas,2022-2023,28,Paços,pt POR,1. Primeira Liga,,17,1418,15.8,0,0,0,0,0,0,7,2,0.3,0.3,0.0,0.3,2,21,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,,17th,17,Matches,,,
Maracas,2023-2024,29,Moreirense,pt POR,1. Primeira Liga,,29,2561,28.5,3,0,3,3,0,0,6,1,1.8,1.8,0.1,1.9,3,53,0,0.11,0.00,0.11,0.11,0.11,0.06,0.00,0.07,0.06,0.07,,6th,29,Matches,,,
Maracas,2024-2025,30,Moreirense,pt POR,1. Primeira Liga,,9,863,9.6,1,1,2,1,0,0,1,0,1.4,1.4,0.9,2.3,1,11,0,0.10,0.10,0.21,0.10,0.21,0.15,0.09,0.24,0.15,0.24,,7th,12,Matches,,,
Ze Uilton,2020-2021,28,Paços,pt POR,1. Primeira Liga,,16,1523,16.9,2,0,2,2,0,0,2,0,0.9,0.9,0.5,1.4,36,42,63,0.12,0.0,0.12,0.12,0.12,0.05,0.03,0.08,0.05,0.08,,5th,33,Matches,,,
Ze Uilton,2021-2022,29,Paços,pt POR,1. Primeira Liga,,20,1889,21.0,1,2,3,1,0,0,5,0,2.4,2.4,1.3,3.6,55,32,93,0.05,0.1,0.14,0.05,0.14,0.11,0.06,0.17,0.11,0.17,,11th,33,Matches,,,
Ze Uilton,2022-2023,30,Paços,pt POR,1. Primeira Liga,,15,1378,15.3,1,1,2,1,0,0,4,1,1.5,1.5,2.3,3.8,40,32,82,0.07,0.07,0.13,0.07,0.13,0.1,0.15,0.25,0.1,0.25,,17th,29,Matches,,,
Pedro Rebocho,2020-2021,25,Guingamp,fr FRA,2. Ligue 2,16,16,1413,15.7,0,2,2,0,0,0,1,0,0.2,0.2,1.3,1.5,27,55,48,0.00,0.13,0.13,0.00,0.13,0.01,0.08,0.10,0.01,0.10,Matches,,,,,,
Pedro Rebocho,2021-2022,26,Lech Poznań,pl POL,1. Ekstraklasa,21,21,1844,20.5,1,4,5,1,0,0,1,0,,,,,,,,0.05,0.20,0.24,0.05,0.24,,,,,,Matches,,,,,,
Pedro Rebocho,2022-2023,27,Lech Poznań,,3. Conf Lg,11,10,914,10.2,0,1,1,0,0,0,2,0,0.0,0.0,0.7,0.7,14,34,44,0.00,0.10,0.10,0.00,0.10,0.00,0.07,0.07,0.00,0.07,Matches,,,,,,
Pedro Rebocho,2023-2024,28,Al-Khaleej,sa KSA,1. Pro League,34,34,2989,33.2,0,3,3,0,0,0,2,0,,,,,,,,0.00,0.09,0.09,0.00,0.09,,,,,,Matches,,,,,,
Pedro Rebocho,2024-2025,29,Al-Khaleej,sa KSA,1. Saudi Professional League,13,13,1170,13.0,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.15,0.15,0.00,0.15,,,,,,Matches,,,,,,
Joao Amaral,2020-2021,28,Paços,pt POR,1. Primeira Liga,29,11,1140,12.7,1,2,3,1,0,0,2,0,2.3,2.3,2.0,4.3,28,23,59,0.08,0.16,0.24,0.08,0.24,0.18,0.16,0.34,0.18,0.34,Matches,,,,,,
Joao Amaral,2021-2022,29,Lech Poznań,pl POL,1. Ekstraklasa,32,28,2222,24.7,14,8,22,14,0,0,2,0,,,,,,,,0.57,0.32,0.89,0.57,0.89,,,,,,Matches,,,,,,
Joao Amaral,2022-2023,30,Lech Poznań,,3. Conf Lg,5,2,195,2.2,0,1,1,0,0,0,0,0,0.8,0.8,0.4,1.3,5,11,13,0.00,0.46,0.46,0.00,0.46,0.37,0.20,0.58,0.37,0.58,Matches,,,,,,
Joao Amaral,2023-2024,31,Lech Poznań,pl POL,1. Ekstraklasa,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Oleg Reabciuk,2020-2021,22,Olympiacos,,2. Europa Lg,4,4,308,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,5,13,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,,,,,,
Oleg Reabciuk,2021-2022,23,Olympiacos,,2. Europa Lg,8,8,720,8.0,1,1,2,1,0,0,1,0,0.1,0.1,1.1,1.2,22,27,43,0.12,0.12,0.25,0.12,0.25,0.01,0.14,0.15,0.01,0.15,Matches,,,,,,
Oleg Reabciuk,2022-2023,24,Olympiacos,,2. Europa Lg,5,3,367,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,8,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,
Oleg Reabciuk,2023-2024,25,Spartak Moscow,ru RUS,1. Premier League,14,11,989,11.0,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.09,0.09,0.00,0.09,,,,,,Matches,,,,,,
Oleg Reabciuk,2024-2025,26,Spartak Moscow,ru RUS,1. Russian Premier League,17,17,1477,16.4,0,1,1,0,0,0,3,0,,,,,,,,0.00,0.06,0.06,0.00,0.06,,,,,,Matches,,,,,,
Lamine Diaby,2020-2021,23,Paços,pt POR,1. Primeira Liga,16,3,471,5.2,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.5,3,14,3,0.19,0.00,0.19,0.19,0.19,0.08,0.02,0.10,0.08,0.10,Matches,,,,,,
Lamine Diaby,2021-2022,24,Paços,pt POR,1. Primeira Liga,13,0,226,2.5,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,3,7,2,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches,,,,,,
Lamine Diaby,2022-2023,25,Portimonense,pt POR,1. Primeira Liga,25,15,1411,15.7,1,0,1,1,0,0,4,0,1.2,1.2,0.4,1.6,12,51,12,0.06,0.00,0.06,0.06,0.06,0.07,0.03,0.10,0.07,0.10,Matches,,,,,,
Lamine Diaby,2023-2024,26,Sheffield Weds,eng ENG,2. Championship,8,2,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,5,2,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,,,,,,
Abbas Ibrahim,2020-2021,22,Paços,pt POR,1. Primeira Liga,,3,276,3.1,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.2,4,9,7,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,,5th,10,Matches,,,
Abbas Ibrahim,2021-2022,23,Paços,pt POR,1. Primeira Liga,,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,10,4,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,,11th,10,Matches,,,
Abbas Ibrahim,2022-2023,24,Paços,pt POR,1. Primeira Liga,,3,328,3.6,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,7,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,,17th,7,Matches,,,
Dor Jan,2020-2021,25,Paços,pt POR,1. Primeira Liga,,2,256,2.8,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,2,0,13,0.35,0.35,0.7,0.35,0.7,0.34,0.22,0.56,0.34,0.56,,5th,10,Matches,,,
Jorge Fernando Santos Silva,2020-2021,24,Paços,pt POR,1. Primeira Liga,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,1,1,3,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.13,0.02,0.13,Matches,,,,,,
Jorge Fernando Santos Silva,2021-2022,25,Paços,pt POR,1. Primeira Liga,7,5,405,4.5,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,6,10,12,0.00,0.22,0.22,0.00,0.22,0.01,0.10,0.11,0.01,0.11,Matches,,,,,,
Jorge Fernando Santos Silva,2022-2023,26,Paços,pt POR,1. Primeira Liga,17,3,470,5.2,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,15,20,26,0.00,0.00,0.00,0.00,0.00,0.01,0.19,0.19,0.01,0.19,Matches,,,,,,
Jorge Fernando Santos Silva,2023-2024,27,Olimpija,,3. Conf Lg,6,4,423,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,22,11,35,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,,,,,,
Jorge Fernando Santos Silva,2024-2025,28,Olimpija,,3. Conf Lg,4,4,357,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,9,7,30,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.08,0.03,0.08,Matches,,,,,,
Michael,2020-2021,25,Paços,pt POR,1. Primeira Liga,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Adriano Castanheira,2020-2021,27,Paços,pt POR,1. Primeira Liga,,1,344,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,13,13,35,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,,5th,18,Matches,,,
Martin,2020-2021,21,Paços,pt POR,1. Primeira Liga,8,1,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,16,2,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches,,,,,,
Martin,2021-2022,22,Cádiz,es ESP,Copa del Rey,2,1,84,0.9,1,2,3,1,0,0,0,0,,,,,,,,1.07,2.14,3.21,1.07,3.21,,,,,,Matches,,,,,,
Lucas Silva,2020-2021,22,Paços,pt POR,1. Primeira Liga,6,1,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,2,15,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,
Lucas Silva,2021-2022,23,Paços,pt POR,1. Primeira Liga,33,22,1896,21.1,3,0,3,3,0,0,2,0,4.5,4.5,1.0,5.4,29,21,136,0.14,0.00,0.14,0.14,0.14,0.21,0.05,0.26,0.21,0.26,Matches,,,,,,
Lucas Silva,2022-2023,24,Paços,pt POR,1. Primeira Liga,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,,,,,,
Matchoi Djalo,2020-2021,17,Paços,pt POR,1. Primeira Liga,,1,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,,5th,3,Matches,,,
Matchoi Djalo,2021-2022,18,Paços,pt POR,1. Primeira Liga,,5,709,7.9,1,1,2,1,0,0,5,0,1.1,1.1,0.6,1.7,19,22,25,0.13,0.13,0.25,0.13,0.25,0.14,0.07,0.21,0.14,0.21,,11th,23,Matches,,,
Matchoi Djalo,2022-2023,19,Paços,pt POR,1. Primeira Liga,,14,1301,14.5,1,0,1,1,0,0,11,1,1.5,1.5,1.1,2.7,22,39,67,0.07,0.00,0.07,0.07,0.07,0.11,0.08,0.19,0.11,0.19,,17th,22,Matches,,,
Matchoi Djalo,2024-2025,21,Başakşehir,tr TUR,1. Süper Lig,,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,7th,3,Matches,,,
Ze Pedro,2020-2021,18,Paços,pt POR,1. Primeira Liga,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5th,1.0,Matches,,,
Ze Pedro,2022-2023,20,Paços,pt POR,1. Primeira Liga,,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17th,3.0,Matches,,,
Pedro Pinho Marques,2020-2021,22,Paços,pt POR,1. Primeira Liga,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5th,1.0,Matches,,,
Marco Andre Rocha Pereira,2020-2021,33,Santa Clara,pt POR,1. Primeira Liga,,33,2970,33.0,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,,6th,33,Matches,,,
Marco Andre Rocha Pereira,2021-2022,34,Santa Clara,pt POR,1. Primeira Liga,,29,2520,28.0,0,1,1,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,,7th,29,Matches,,,
