Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 23_level_0,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches,Matches
Luiz Lucio Reis Junior,2024-2025,23,Villarreal,es ESP,Copa del Rey,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Gustavo Assuncao,2020-2021,20,Famalicão,pt POR,1. Primeira Liga,,23,1908,21.2,1,0,1,1,0,0,10,0,0.9,0.9,0.2,1.1,14,90,11,0.05,0.00,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,,9th,26,Matches,,,
Gustavo Assuncao,2021-2022,21,Galatasaray,tr TUR,1. Süper Lig,,1,135,1.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,13th,2,Matches,,,
Gustavo Assuncao,2022-2023,22,Famalicão,pt POR,1. Primeira Liga,,9,954,10.6,1,1,2,1,0,0,10,0,0.1,0.1,0.8,0.8,14,42,11,0.09,0.09,0.19,0.09,0.19,0.01,0.07,0.08,0.01,0.08,,8th,22,Matches,,,
Gustavo Assuncao,2023-2024,23,Famalicão,pt POR,1. Primeira Liga,,5,627,7.0,0,0,0,0,0,0,5,1,0.1,0.1,0.2,0.3,7,23,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,,8th,20,Matches,,,
Gustavo Assuncao,2024-2025,24,Famalicão,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th,0,Matches,,,
Manuel Ugarte Ribeiro,2020-2021,19,Famalicão,pt POR,1. Primeira Liga,20,18,1512,16.8,1,2,3,1,0,0,4,1,1.5,1.5,0.7,2.2,20,53,23,0.06,0.12,0.18,0.06,0.18,0.09,0.04,0.13,0.09,0.13,Matches,,,,,,
Manuel Ugarte Ribeiro,2021-2022,20,Sporting CP,,1. Champions Lg,4,2,206,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,
Manuel Ugarte Ribeiro,2022-2023,21,Sporting CP,,1. Champions Lg,6,6,467,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Manuel Ugarte Ribeiro,2023-2024,22,Paris S-G,,1. Champions Lg,8,5,391,4.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,
Manuel Ugarte Ribeiro,2024-2025,23,Manchester Utd,eng ENG,EFL Cup,2,2,151,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Patrick,2020-2021,23,Famalicão,pt POR,1. Primeira Liga,,16,1488,16.5,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,13,56,14,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,,9th,20,Matches,,,
Patrick,2021-2022,24,Famalicão,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th,0,Matches,,,
Patrick,2022-2023,25,Rio Ave,pt POR,1. Primeira Liga,,23,1901,21.1,2,1,3,2,0,0,7,0,1.3,1.3,2.7,4.1,24,113,10,0.09,0.05,0.14,0.09,0.14,0.06,0.13,0.19,0.06,0.19,,12th,26,Matches,,,
Patrick,2023-2024,26,Rio Ave,pt POR,1. Primeira Liga,,12,1120,12.4,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.0,12,30,8,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08,,11th,20,Matches,,,
Patrick,2024-2025,27,Rio Ave,pt POR,1. Primeira Liga,,8,725,8.1,1,0,1,1,0,0,5,1,1.1,1.1,0.0,1.1,9,28,4,0.12,0.00,0.12,0.12,0.12,0.13,0.00,0.13,0.13,0.13,,11th,10,Matches,,,
Diogo Queiros,2020-2021,21,Famalicão,pt POR,1. Primeira Liga,20,16,1463,16.3,0,0,0,0,0,0,6,0,0.4,0.4,0.0,0.4,12,44,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,
Diogo Queiros,2021-2022,22,Valladolid,es ESP,Copa del Rey,3,3,263,2.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Diogo Queiros,2022-2023,23,Famalicão,pt POR,1. Primeira Liga,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Diogo Queiros,2023-2024,24,Farul Constanța,ro ROU,1. Liga I,27,17,1462,16.2,1,1,2,1,0,0,3,0,,,,,,,,0.06,0.06,0.12,0.06,0.12,,,,,,Matches,,,,,,
Diogo Queiros,2024-2025,25,Dunkerque,fr FRA,Coupe de France,2,2,164,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ivan Jaime Pajuelo,2020-2021,19,Famalicão,pt POR,1. Primeira Liga,,14,1173,13.0,4,2,6,4,0,0,2,0,2.4,2.4,1.8,4.1,30,37,74,0.31,0.15,0.46,0.31,0.46,0.18,0.14,0.32,0.18,0.32,Matches,,,,22,,
Ivan Jaime Pajuelo,2021-2022,20,Famalicão,pt POR,1. Primeira Liga,,15,1264,14.0,1,2,3,1,0,0,1,0,2.4,2.4,1.8,4.2,55,51,86,0.07,0.14,0.21,0.07,0.21,0.17,0.13,0.30,0.17,0.30,Matches,,,,18,,
Ivan Jaime Pajuelo,2022-2023,21,Famalicão,pt POR,1. Primeira Liga,,21,1869,20.8,9,3,12,8,1,1,3,0,5.8,5.0,3.0,8.0,72,100,102,0.43,0.14,0.58,0.39,0.53,0.28,0.14,0.42,0.24,0.38,Matches,,,,24,,
Ivan Jaime Pajuelo,2023-2024,22,Porto,,1. Champions Lg,,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,3,6,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,Matches,,,,4,,
Ivan Jaime Pajuelo,2024-2025,23,Porto,,2. Europa Lg,,2,148,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,11,12,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.18,0.09,0.18,Matches,,,,3,,
Anderson,2020-2021,22,Famalicão,pt POR,1. Primeira Liga,22,12,1089,12.1,7,0,7,7,0,0,0,0,7.5,7.5,0.2,7.7,8,7,44,0.58,0.00,0.58,0.58,0.58,0.62,0.01,0.64,0.62,0.64,Matches,,,,,,
Anderson,2022-2023,24,Vitória,pt POR,1. Primeira Liga,30,14,1350,15.0,4,0,4,4,0,0,4,1,5.1,5.1,0.4,5.5,23,15,78,0.27,0.00,0.27,0.27,0.27,0.34,0.03,0.36,0.34,0.36,Matches,,,,,,
Anderson,2023-2024,25,Alanyaspor,tr TUR,1. Süper Lig,11,2,250,2.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Anderson,2024-2025,26,Pafos FC,,3. Conf Lg,5,0,96,1.1,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.8,0,1,11,0.94,0.00,0.94,0.94,0.94,0.67,0.05,0.72,0.67,0.72,Matches,,,,,,
Ivo Rodrigues,2020-2021,25,Famalicão,pt POR,1. Primeira Liga,,12,1038,11.5,6,2,8,5,1,1,4,0,1.8,1.0,1.4,2.4,30,38,73,0.52,0.17,0.69,0.43,0.61,0.16,0.12,0.28,0.09,0.21,,9th,14,Matches,,,
Ivo Rodrigues,2021-2022,26,Famalicão,pt POR,1. Primeira Liga,,22,1864,20.7,1,4,5,1,0,1,7,0,4.6,3.8,4.2,8.0,75,92,155,0.05,0.19,0.24,0.05,0.24,0.22,0.20,0.42,0.18,0.38,,8th,24,Matches,,,
Ivo Rodrigues,2022-2023,27,Famalicão,pt POR,1. Primeira Liga,,26,2369,26.3,2,7,9,1,1,1,8,1,3.1,2.3,3.8,6.2,72,151,144,0.08,0.27,0.34,0.04,0.30,0.12,0.15,0.26,0.09,0.23,,8th,30,Matches,,,
Ivo Rodrigues,2023-2024,28,Al-Khaleej,sa KSA,1. Pro League,,30,2619,29.1,1,2,3,1,0,0,10,0,,,,,,,,0.03,0.07,0.10,0.03,0.10,,,,,,,11th,30,Matches,,,
Ivo Rodrigues,2024-2025,29,Arouca,pt POR,1. Primeira Liga,,8,641,7.1,0,1,1,0,0,0,4,0,0.7,0.7,0.9,1.6,14,48,48,0.00,0.14,0.14,0.00,0.14,0.09,0.13,0.22,0.09,0.22,,17th,11,Matches,,,
Joaquin Pereyra,2020-2021,21,Famalicão,pt POR,1. Primeira Liga,15,10,734,8.2,0,1,1,0,0,0,5,0,0.4,0.4,0.7,1.1,14,33,18,0.00,0.12,0.12,0.00,0.12,0.05,0.08,0.14,0.05,0.14,Matches,,,,,,
Carlos Valenzuela,2020-2021,23,Famalicão,pt POR,1. Primeira Liga,24,8,922,10.2,3,1,4,3,0,0,3,0,1.9,1.9,1.5,3.4,35,35,87,0.29,0.10,0.39,0.29,0.39,0.19,0.14,0.33,0.19,0.33,Matches,,,,,,
Carlos Valenzuela,2022-2023,25,Tijuana,mx MEX,1. Liga MX,15,11,967,10.7,1,1,2,1,0,0,6,0,1.8,1.8,2.2,4.0,51,59,95,0.09,0.09,0.19,0.09,0.19,0.17,0.21,0.38,0.17,0.38,Matches,,,,,,
Carlos Valenzuela,2023-2024,26,Tijuana,mx MEX,1. Liga MX,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43,Matches,,,,,,
Alexandre Guedes,2020-2021,26,Famalicão,pt POR,1. Primeira Liga,,8,822,9.1,0,1,1,0,0,0,1,0,1.8,1.8,0.7,2.4,5,7,48,0.00,0.11,0.11,0.00,0.11,0.19,0.07,0.27,0.19,0.27,,9th,14,Matches,,,
Alexandre Guedes,2021-2022,27,RKS Raków,pl POL,1. Ekstraklasa,,3,284,3.2,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.32,0.32,0.00,0.32,,,,,,,2nd,8,Matches,,,
Alexandre Guedes,2022-2023,28,Paços,pt POR,1. Primeira Liga,,10,791,8.8,1,1,2,0,1,1,0,0,2.5,1.8,0.7,2.5,7,10,29,0.11,0.11,0.23,0.00,0.11,0.29,0.08,0.37,0.20,0.28,,17th,16,Matches,,,
Edwin Herrera,2020-2021,21,Famalicão,pt POR,1. Primeira Liga,12,8,730,8.1,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,10,37,14,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches,,,,,,
Bruno Jordao,2020-2021,21,Famalicão,pt POR,1. Primeira Liga,9,7,627,7.0,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,11,19,15,0.14,0.14,0.29,0.14,0.29,0.09,0.11,0.21,0.09,0.21,Matches,,,,,,
Bruno Jordao,2021-2022,22,Wolves,eng ENG,FA Cup,1,0,6,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Bruno Jordao,2022-2023,23,Santa Clara,pt POR,1. Primeira Liga,11,9,843,9.4,1,0,1,1,0,0,4,0,1.6,1.6,0.3,1.9,19,34,16,0.11,0.00,0.11,0.11,0.11,0.17,0.03,0.20,0.17,0.20,Matches,,,,,,
Bruno Jordao,2023-2024,24,Radomiak Radom,pl POL,1. Ekstraklasa,13,8,811,9.0,0,1,1,0,0,0,6,1,,,,,,,,0.00,0.11,0.11,0.00,0.11,,,,,,Matches,,,,,,
Bruno Jordao,2024-2025,25,Radomiak Radom,pl POL,1. Ekstraklasa,16,7,657,7.3,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Vana,2020-2021,29,Famalicão,pt POR,1. Primeira Liga,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Vana,2023-2024,32,Aris Limassol FC,,2. Europa Lg,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Jhonata Robert,2020-2021,20,Famalicão,pt POR,1. Primeira Liga,,5,629,7.0,4,0,4,2,2,2,5,1,2.2,0.6,1.0,1.6,14,36,61,0.57,0.00,0.57,0.29,0.29,0.32,0.14,0.46,0.09,0.24,,9th,20,Matches,,,
Bozhidar Kraev,2020-2021,23,Midtjylland,,1. Champions Lg,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Bozhidar Kraev,2021-2022,24,Midtjylland,,2. Europa Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Bozhidar Kraev,2022-2023,25,Wellington,au AUS,1. A-League,25,22,1716,19.1,7,2,9,7,0,1,5,1,,,,,,,,0.37,0.10,0.47,0.37,0.47,,,,,,Matches,,,,,,
Bozhidar Kraev,2023-2024,26,Wellington,au AUS,1. A-League,26,25,2173,24.1,6,2,8,6,0,0,4,0,,,,,,,,0.25,0.08,0.33,0.25,0.33,,,,,,Matches,,,,,,
Bozhidar Kraev,2024-2025,27,W Sydney,au AUS,1. A-League,7,6,504,5.6,1,0,1,1,0,0,1,0,,,,,,,,0.18,0.00,0.18,0.18,0.18,,,,,,Matches,,,,,,
Leonardo Campana,2020-2021,20,Famalicão,pt POR,1. Primeira Liga,,3,330,3.7,2,0,2,2,0,0,4,0,1.1,1.1,0.0,1.2,3,4,16,0.55,0.00,0.55,0.55,0.55,0.31,0.01,0.32,0.31,0.32,,9th,9,Matches,,,
Leonardo Campana,2021-2022,21,Grasshopper,ch SUI,1. Super Lg,,6,605,6.7,3,0,3,1,2,2,1,0,,,,,,,,0.45,0.00,0.45,0.15,0.15,,,,,,,8th,14,Matches,,,
Goncalo Rodrigues,2020-2021,23,Famalicão,pt POR,1. Primeira Liga,,3,307,3.4,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,3,18,8,0.29,0.00,0.29,0.29,0.29,0.17,0.03,0.19,0.17,0.19,,9th,6,Matches,,,
Goncalo Rodrigues,2022-2023,25,Rio Ave,pt POR,1. Primeira Liga,,33,2901,32.2,2,2,4,2,0,0,5,1,2.6,2.6,3.9,6.4,78,188,88,0.06,0.06,0.12,0.06,0.12,0.08,0.12,0.20,0.08,0.20,,12th,33,Matches,,,
Goncalo Rodrigues,2023-2024,26,Rio Ave,pt POR,1. Primeira Liga,,15,1231,13.7,1,0,1,1,0,0,2,0,1.9,1.9,1.3,3.2,29,71,37,0.07,0.00,0.07,0.07,0.07,0.14,0.09,0.23,0.14,0.23,,11th,15,Matches,,,
Ruben Del Campo,2020-2021,20,Famalicão,pt POR,1. Primeira Liga,,3,285,3.2,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,3,0,7,0.00,0.32,0.32,0.00,0.32,0.08,0.11,0.19,0.08,0.19,,9th,5,Matches,,,
Dyego Sousa,2020-2021,30,Famalicão,pt POR,1. Primeira Liga,5,3,260,2.9,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.2,5,4,19,0.00,0.00,0.00,0.00,0.00,0.37,0.06,0.43,0.37,0.43,Matches,,,,,,
Dyego Sousa,2021-2022,31,Almería,es ESP,Copa del Rey,2,1,96,1.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Dyego Sousa,2022-2023,32,Almería,es ESP,Copa del Rey,1,1,79,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Dyego Sousa,2023-2024,33,Alcorcón,es ESP,Copa del Rey,1,0,28,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Dyego Sousa,2024-2025,34,Nacional,pt POR,1. Primeira Liga,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Marcello Trotta,2020-2021,27,Famalicão,pt POR,1. Primeira Liga,6,2,266,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,3,4,17,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.13,0.04,0.13,Matches,,,,,,
Jorge Pereira,2020-2021,22,Famalicão,pt POR,1. Primeira Liga,,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9th,1,Matches,,,
Henrique Trevisan,2020-2021,23,Famalicão,pt POR,1. Primeira Liga,,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,2,0,0.00,0.00,0.00,0.00,0.00,0.09,0.87,0.96,0.09,0.96,,9th,4,Matches,,,
Matheus dos Santos Clemente,2020-2021,22,Famalicão,pt POR,1. Primeira Liga,,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,,9th,1,Matches,,,
Matheus dos Santos Clemente,2022-2023,24,Cherno More,bg BUL,1. First League,,15,1255,13.9,1,0,1,1,0,0,7,0,,,,,,,,0.07,0.00,0.07,0.07,0.07,,,,,,,6th,16,Matches,,,
Pablo,2020-2021,16,Famalicão,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9th,0,Matches,,,
Pablo,2021-2022,17,Famalicão,pt POR,1. Primeira Liga,,1,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,4,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,,8th,5,Matches,,,
Pablo,2022-2023,18,Famalicão,pt POR,1. Primeira Liga,,9,707,7.9,2,0,2,2,0,0,2,0,1.8,1.8,0.3,2.1,8,15,37,0.25,0.00,0.25,0.25,0.25,0.22,0.04,0.27,0.22,0.27,,8th,15,Matches,,,
Pablo,2023-2024,19,Famalicão,pt POR,1. Primeira Liga,,2,197,2.2,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,2,3,9,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.10,0.20,,8th,8,Matches,,,
Pablo,2024-2025,20,Gil Vicente FC,pt POR,1. Primeira Liga,,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,1,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,,10th,4,Matches,,,
Ruben Lima,2020-2021,30,B-SAD,pt POR,1. Primeira Liga,33,32,2865,31.8,0,4,4,0,0,0,5,0,1.0,1.0,4.9,5.8,39,129,136,0.00,0.13,0.13,0.00,0.13,0.03,0.15,0.18,0.03,0.18,Matches,,,,,,
Ruben Lima,2021-2022,31,Famalicão,pt POR,1. Primeira Liga,7,7,549,6.1,1,0,1,1,0,0,0,0,0.1,0.1,1.1,1.2,6,23,17,0.16,0.00,0.16,0.16,0.16,0.02,0.18,0.20,0.02,0.20,Matches,,,,,,
Ruben Lima,2022-2023,32,Famalicão,pt POR,1. Primeira Liga,18,14,1184,13.2,1,0,1,1,0,0,2,0,0.1,0.1,0.7,0.8,15,50,36,0.08,0.00,0.08,0.08,0.08,0.01,0.05,0.06,0.01,0.06,Matches,,,,,,
Ruben Lima,2023-2024,33,Estrela,pt POR,1. Primeira Liga,14,12,926,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.9,5,23,24,0.00,0.10,0.10,0.00,0.10,0.02,0.07,0.09,0.02,0.09,Matches,,,,,,
Ruben Lima,2024-2025,34,Estrela,pt POR,1. Primeira Liga,8,5,481,5.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,16,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,
Tiago Esgaio,2020-2021,24,B-SAD,pt POR,1. Primeira Liga,,32,2731,30.3,1,1,2,1,0,0,6,0,1.0,1.0,1.5,2.5,29,112,102,0.03,0.03,0.07,0.03,0.07,0.03,0.05,0.08,0.03,0.08,,10th,32,Matches,,,
Tiago Esgaio,2021-2022,25,Braga,pt POR,1. Primeira Liga,,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,,4th,1,Matches,,,
Tiago Esgaio,2022-2023,26,Arouca,pt POR,1. Primeira Liga,,25,2282,25.4,0,2,2,0,0,0,9,0,0.8,0.8,1.9,2.7,16,63,79,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.11,0.03,0.11,,5th,26,Matches,,,
Tiago Esgaio,2023-2024,27,Arouca,pt POR,1. Primeira Liga,,27,2276,25.3,2,3,5,2,0,0,4,0,0.6,0.6,2.6,3.2,29,90,97,0.08,0.12,0.20,0.08,0.20,0.03,0.10,0.13,0.03,0.13,,7th,28,Matches,,,
Tiago Esgaio,2024-2025,28,Arouca,pt POR,1. Primeira Liga,,14,1252,13.9,0,0,0,0,0,0,2,0,0.7,0.7,0.8,1.5,13,54,47,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,,17th,14,Matches,,,
Miguel Filipe Nunes Cardoso,2020-2021,26,B-SAD,pt POR,1. Primeira Liga,30,30,2514,27.9,6,2,8,3,3,4,8,0,9.7,6.5,3.4,9.9,62,66,215,0.21,0.07,0.29,0.11,0.18,0.35,0.12,0.47,0.23,0.35,Matches,,,,,,
Miguel Filipe Nunes Cardoso,2021-2022,27,Kayserispor,tr TUR,1. Süper Lig,28,15,1267,14.1,4,2,6,4,0,0,1,0,,,,,,,,0.28,0.14,0.43,0.28,0.43,,,,,,Matches,,,,,,
Miguel Filipe Nunes Cardoso,2022-2023,28,Kayserispor,tr TUR,1. Süper Lig,31,28,2333,25.9,7,6,13,7,0,0,8,0,,,,,,,,0.27,0.23,0.50,0.27,0.50,,,,,,Matches,,,,,,
Miguel Filipe Nunes Cardoso,2023-2024,29,Kayserispor,tr TUR,1. Süper Lig,30,30,2508,27.9,1,7,8,1,0,0,4,0,,,,,,,,0.04,0.25,0.29,0.04,0.29,,,,,,Matches,,,,,,
Miguel Filipe Nunes Cardoso,2024-2025,30,Kayserispor,tr TUR,1. Süper Lig,13,13,1125,12.5,2,3,5,2,0,0,4,0,,,,,,,,0.16,0.24,0.40,0.16,0.40,,,,,,Matches,,,,,,
Silvestre Varela,2020-2021,35,B-SAD,pt POR,1. Primeira Liga,31,29,2111,23.5,0,2,2,0,0,0,5,0,1.9,1.9,2.5,4.4,54,67,104,0.00,0.09,0.09,0.00,0.09,0.08,0.11,0.19,0.08,0.19,Matches,,,,,,
Afonso Taira,2020-2021,28,B-SAD,pt POR,1. Primeira Liga,,19,1818,20.2,0,1,1,0,0,0,6,0,0.8,0.8,0.7,1.5,11,123,16,0.00,0.05,0.05,0.00,0.05,0.04,0.04,0.07,0.04,0.07,,10th,31,Matches,,,
Afonso Taira,2021-2022,29,B-SAD,pt POR,1. Primeira Liga,,0,16,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18th,1,Matches,,,
Afonso Taira,2022-2023,30,Casa Pia,pt POR,1. Primeira Liga,,26,2095,23.3,0,1,1,0,0,0,9,0,0.4,0.4,1.5,1.9,20,141,31,0.00,0.04,0.04,0.00,0.04,0.02,0.07,0.08,0.02,0.08,,10th,32,Matches,,,
Goncalo Silva,2020-2021,29,B-SAD,pt POR,1. Primeira Liga,18,18,1563,17.4,1,0,1,1,0,0,5,0,0.7,0.7,0.2,0.9,6,51,2,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches,,,,,,
Goncalo Silva,2021-2022,30,Radomiak Radom,pl POL,1. Ekstraklasa,11,9,731,8.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Goncalo Silva,2023-2024,32,Farense,pt POR,1. Primeira Liga,33,33,2876,32.0,1,0,1,1,0,0,3,1,1.0,1.0,0.0,1.0,4,51,4,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
Goncalo Silva,2024-2025,33,FC Noah,,3. Conf Lg,4,4,360,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,16,1,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches,,,,,,
Bruno Ramires,2020-2021,26,B-SAD,pt POR,1. Primeira Liga,,9,1128,12.5,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,5,50,30,0.08,0.00,0.08,0.08,0.08,0.07,0.03,0.10,0.07,0.10,,10th,32,Matches,,,
Bruno Ramires,2021-2022,27,Bengaluru,in IND,1. Super League,,20,1736,19.3,0,2,2,0,0,0,2,0,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,,6th,20,Matches,,,
Bruno Ramires,2022-2023,28,Bengaluru,in IND,1. Super League,,9,812,9.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,4th,12,Matches,,,
Diogo Calila,2020-2021,21,B-SAD,pt POR,1. Primeira Liga,,9,965,10.7,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,24,17,52,0.00,0.09,0.09,0.00,0.09,0.03,0.13,0.16,0.03,0.16,,10th,20,Matches,,,
Diogo Calila,2021-2022,22,B-SAD,pt POR,1. Primeira Liga,,23,1918,21.3,0,1,1,0,0,0,9,1,0.1,0.1,0.6,0.6,35,40,79,0.00,0.05,0.05,0.00,0.05,0.00,0.03,0.03,0.00,0.03,,18th,26,Matches,,,
