Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 23_level_0,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches,Matches
Matheus Fernandes,2020-2021,22,Barcelona,,1. Champions Lg,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,,,,,,
Inaki Pena,2020-2021,21,Barcelona,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Inaki Pena,2021-2022,22,Barcelona,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Inaki Pena,2022-2023,23,Barcelona,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Inaki Pena,2023-2024,24,Barcelona,,1. Champions Lg,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Inaki Pena,2024-2025,25,Barcelona,,1. Champions Lg,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Santi Ramos Mingo,2020-2021,18,Barcelona,es ESP,1. La Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,0,,
Arnau Tenas,2020-2021,19,Barcelona,es ESP,1. La Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd,0,Matches,,,
Arnau Tenas,2021-2022,20,Barcelona,es ESP,1. La Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd,0,Matches,,,
Arnau Tenas,2022-2023,21,Barcelona,es ESP,1. La Liga,,0,,0.0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,1st,0,Matches,,,
Arnau Tenas,2023-2024,22,Paris S-G,fr FRA,1. Ligue 1,,5,529,5.9,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.8,0,0,0,0.00,0.17,0.17,0.00,0.17,0.00,0.13,0.13,0.00,0.13,,1st,6,Matches,,,
Arnau Tenas,2024-2025,23,Paris S-G,fr FRA,1. Ligue 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st,0,Matches,,,
Jesus Navas,2020-2021,34,Sevilla,,1. Champions Lg,6,6,462,5.1,0,0,0,0,0,0,0,1,0.1,0.1,0.8,0.9,28,33,55,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17,Matches,,,,,,
Jesus Navas,2021-2022,35,Sevilla,,1. Champions Lg,4,4,330,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,8,28,40,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches,,,,,,
Jesus Navas,2022-2023,36,Sevilla,,1. Champions Lg,3,3,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,5,22,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,
Jesus Navas,2023-2024,37,Sevilla,,1. Champions Lg,4,3,218,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,9,17,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches,,,,,,
Jesus Navas,2024-2025,38,Sevilla,es ESP,Copa del Rey,1,1,66,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Jules Kounde,2020-2021,21,Sevilla,,1. Champions Lg,7,6,515,5.7,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.1,9,35,12,0.17,0.00,0.17,0.17,0.17,0.16,0.02,0.19,0.16,0.19,Matches,,,,,,
Jules Kounde,2021-2022,22,Sevilla,,1. Champions Lg,5,5,450,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,40,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,,,,,,
Jules Kounde,2022-2023,23,Barcelona,,1. Champions Lg,3,3,246,2.7,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,6,28,4,0.00,0.37,0.37,0.00,0.37,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,
Jules Kounde,2023-2024,24,Barcelona,,1. Champions Lg,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,3,31,6,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,,,,,,
Jules Kounde,2024-2025,25,Barcelona,,1. Champions Lg,6,6,540,6.0,0,3,3,0,0,0,0,0,0.2,0.2,1.5,1.6,13,20,47,0.00,0.50,0.50,0.00,0.50,0.03,0.24,0.27,0.03,0.27,Matches,,,,,,
Lucas Ocampos,2020-2021,26,Sevilla,,1. Champions Lg,7,5,450,5.0,0,0,0,0,0,0,0,0,1.1,1.1,0.4,1.5,16,16,51,0.00,0.00,0.00,0.00,0.00,0.22,0.09,0.31,0.22,0.31,Matches,,,,,,
Lucas Ocampos,2021-2022,27,Sevilla,,1. Champions Lg,6,5,461,5.1,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,18,43,0.20,0.20,0.39,0.20,0.39,0.30,0.13,0.43,0.30,0.43,Matches,,,,,,
Lucas Ocampos,2022-2023,28,Ajax,,1. Champions Lg,2,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches,,,,,,
Lucas Ocampos,2023-2024,29,Sevilla,,1. Champions Lg,5,4,345,3.8,1,0,1,1,0,0,4,1,0.7,0.7,0.5,1.2,13,19,28,0.26,0.00,0.26,0.26,0.26,0.18,0.13,0.31,0.18,0.31,Matches,,,,,,
Lucas Ocampos,2024-2025,30,Sevilla,es ESP,1. La Liga,2,2,175,1.9,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,5,7,20,0.00,0.51,0.51,0.00,0.51,0.08,0.17,0.25,0.08,0.25,Matches,,,,,,
Joan Jordan,2020-2021,26,Sevilla,,1. Champions Lg,7,4,404,4.5,0,1,1,0,0,0,4,0,0.8,0.8,0.8,1.6,4,30,12,0.00,0.22,0.22,0.00,0.22,0.17,0.18,0.35,0.17,0.35,Matches,,,,,,
Joan Jordan,2021-2022,27,Sevilla,,1. Champions Lg,6,4,326,3.6,1,0,1,1,0,0,2,1,0.6,0.6,0.3,0.9,4,30,5,0.28,0.00,0.28,0.28,0.28,0.17,0.07,0.25,0.17,0.25,Matches,,,,,,
Joan Jordan,2022-2023,28,Sevilla,,1. Champions Lg,6,2,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,20,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,,,,,,
Joan Jordan,2023-2024,29,Sevilla,,1. Champions Lg,2,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Joan Jordan,2024-2025,30,Alavés,es ESP,Copa del Rey,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Suso,2020-2021,26,Sevilla,,1. Champions Lg,4,4,276,3.1,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,7,12,22,0.33,0.00,0.33,0.33,0.33,0.10,0.05,0.15,0.10,0.15,Matches,,,,,,
Suso,2021-2022,27,Sevilla,,1. Champions Lg,4,4,225,2.5,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,5,21,21,0.00,0.00,0.00,0.00,0.00,0.11,0.26,0.37,0.11,0.37,Matches,,,,,,
Suso,2022-2023,28,Sevilla,,1. Champions Lg,6,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,4,14,25,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,Matches,,,,,,
Suso,2023-2024,29,Sevilla,,1. Champions Lg,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,1,4,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,
Suso,2024-2025,30,Sevilla,es ESP,Copa del Rey,1,1,66,0.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nemanja Gudelj,2020-2021,28,Sevilla,,1. Champions Lg,7,5,497,5.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,11,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,
Nemanja Gudelj,2021-2022,29,Sevilla,es ESP,Copa del Rey,4,4,268,3.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nemanja Gudelj,2022-2023,30,Sevilla,,1. Champions Lg,6,5,496,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,17,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches,,,,,,
Nemanja Gudelj,2023-2024,31,Sevilla,,1. Champions Lg,6,6,540,6.0,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,7,16,0,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.09,0.07,0.09,Matches,,,,,,
Nemanja Gudelj,2024-2025,32,Sevilla,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Munir El Haddadi,2020-2021,24,Sevilla,,1. Champions Lg,6,3,294,3.3,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.1,7,7,23,0.31,0.00,0.31,0.31,0.31,0.29,0.05,0.34,0.29,0.34,Matches,,,,,,
Munir El Haddadi,2021-2022,25,Sevilla,,1. Champions Lg,4,2,205,2.3,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,2,3,14,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.32,0.30,0.32,Matches,,,,,,
Munir El Haddadi,2022-2023,26,Getafe,es ESP,Copa del Rey,3,3,206,2.3,4,0,4,4,0,0,0,0,,,,,,,,1.75,0.00,1.75,1.75,1.75,,,,,,Matches,,,,,,
Munir El Haddadi,2023-2024,27,Las Palmas,es ESP,Copa del Rey,1,0,41,0.5,1,0,1,1,0,0,0,0,,,,,,,,2.20,0.00,2.20,2.20,2.20,,,,,,Matches,,,,,,
Munir El Haddadi,2024-2025,28,Leganés,es ESP,Copa del Rey,2,2,210,2.3,2,0,2,2,0,1,0,0,,,,,,,,0.86,0.00,0.86,0.86,0.86,,,,,,Matches,,,,,,
Sergi Gomez,2020-2021,28,Sevilla,,1. Champions Lg,3,3,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,
Sergi Gomez,2021-2022,29,Espanyol,es ESP,Copa del Rey,4,3,263,2.9,1,0,1,1,0,0,1,0,,,,,,,,0.34,0.00,0.34,0.34,0.34,,,,,,Matches,,,,,,
Sergi Gomez,2022-2023,30,Espanyol,es ESP,Copa del Rey,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sergi Gomez,2023-2024,31,Espanyol,es ESP,Copa del Rey,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sergi Gomez,2024-2025,32,Espanyol,es ESP,Copa del Rey,2,2,180,2.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sergio Escudero,2020-2021,30,Sevilla,,1. Champions Lg,3,3,183,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,2,13,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,
Sergio Escudero,2021-2022,31,Granada,es ESP,Copa del Rey,2,1,119,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sergio Escudero,2022-2023,32,Valladolid,es ESP,Copa del Rey,1,1,90,1.0,1,1,2,1,0,0,0,0,,,,,,,,1.00,1.00,2.00,1.00,2.00,,,,,,Matches,,,,,,
Sergio Escudero,2023-2024,33,Valladolid,es ESP,Copa del Rey,1,1,62,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sergio Escudero,2024-2025,34,La Coruña,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Karim Rekik,2020-2021,25,Hertha BSC,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Karim Rekik,2021-2022,26,Sevilla,,1. Champions Lg,4,1,125,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Karim Rekik,2022-2023,27,Sevilla,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Aleix Vidal,2020-2021,30,Sevilla,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Aleix Vidal,2021-2022,31,Espanyol,es ESP,Copa del Rey,3,2,181,2.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Aleix Vidal,2022-2023,32,Espanyol,es ESP,Copa del Rey,3,1,165,1.8,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.55,0.55,0.00,0.55,,,,,,Matches,,,,,,
Tomas Vaclik,2020-2021,31,Sevilla,,1. Champions Lg,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Tomas Vaclik,2021-2022,32,Olympiacos,,2. Europa Lg,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Tomas Vaclik,2022-2023,33,Huddersfield,eng ENG,2. Championship,13,13,1140,12.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Tomas Vaclik,2023-2024,34,Albacete,es ESP,2. La Liga 2,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Oscar Rodriguez Arnaiz,2020-2021,22,Sevilla,,1. Champions Lg,6,3,280,3.1,0,2,2,0,0,0,3,0,0.4,0.4,1.1,1.4,4,10,18,0.00,0.64,0.64,0.00,0.64,0.12,0.34,0.46,0.12,0.46,Matches,,,,,,
Oscar Rodriguez Arnaiz,2021-2022,23,Sevilla,,1. Champions Lg,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,
Oscar Rodriguez Arnaiz,2022-2023,24,Celta Vigo,es ESP,Copa del Rey,3,2,227,2.5,1,1,2,1,0,0,1,0,,,,,,,,0.40,0.40,0.79,0.40,0.79,,,,,,Matches,,,,,,
Oscar Rodriguez Arnaiz,2023-2024,25,Getafe,es ESP,Copa del Rey,4,2,242,2.7,3,1,4,3,0,0,1,0,,,,,,,,1.12,0.37,1.49,1.12,1.49,,,,,,Matches,,,,,,
Oscar Rodriguez Arnaiz,2024-2025,26,Leganés,es ESP,Copa del Rey,2,1,139,1.5,0,1,1,0,0,1,1,0,,,,,,,,0.00,0.65,0.65,0.00,0.65,,,,,,Matches,,,,,,
Carlos Fernandez,2020-2021,24,Sevilla,,1. Champions Lg,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Carlos Fernandez,2022-2023,26,Real Sociedad,es ESP,Copa del Rey,2,0,35,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Carlos Fernandez,2023-2024,27,Real Sociedad,,1. Champions Lg,4,0,68,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches,,,,,,
Carlos Fernandez,2024-2025,28,Cádiz,es ESP,2. La Liga 2,12,9,769,8.5,0,0,0,0,0,0,2,0,1.7,1.7,0.6,2.3,8,19,40,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.27,0.20,0.27,Matches,,,,,,
Franco Vazquez,2020-2021,31,Sevilla,,1. Champions Lg,4,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.13,0.10,0.13,Matches,,,,,,
Franco Vazquez,2021-2022,32,Parma,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Franco Vazquez,2022-2023,33,Parma,it ITA,Coppa Italia,2,1,165,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Franco Vazquez,2023-2024,34,Cremonese,it ITA,Coppa Italia,2,1,170,1.9,1,0,1,1,0,0,0,0,,,,,,,,0.53,0.00,0.53,0.53,0.53,,,,,,Matches,,,,,,
Franco Vazquez,2024-2025,35,Cremonese,it ITA,Coppa Italia,2,0,109,1.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Bryan Gil,2020-2021,19,Eibar,es ESP,Copa del Rey,1,0,21,0.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,4.29,4.29,0.00,4.29,,,,,,Matches,,,,,,
Bryan Gil,2021-2022,20,Tottenham,,3. Conf Lg,4,4,291,3.2,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,11,5,27,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.16,0.13,0.16,Matches,,,,,,
Bryan Gil,2022-2023,21,Tottenham,,1. Champions Lg,4,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,3,5,0.00,0.00,0.00,0.00,0.00,0.05,0.39,0.44,0.05,0.44,Matches,,,,,,
Bryan Gil,2023-2024,22,Tottenham,eng ENG,FA Cup,1,0,33,0.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Bryan Gil,2024-2025,23,Girona,,1. Champions Lg,5,5,376,4.2,0,0,0,0,0,0,2,0,0.5,0.5,1.3,1.8,18,14,41,0.00,0.00,0.00,0.00,0.00,0.12,0.31,0.43,0.12,0.43,Matches,,,,,,
Joris Gnagnon,2020-2021,23,Sevilla,es ESP,Copa del Rey,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ivan Romero,2020-2021,19,Sevilla,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Ivan Romero,2021-2022,20,Sevilla,,1. Champions Lg,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Ivan Romero,2022-2023,21,Tenerife,es ESP,Copa del Rey,1,0,45,0.5,1,0,1,1,0,0,0,0,,,,,,,,2.00,0.00,2.00,2.00,2.00,,,,,,Matches,,,,,,
Ivan Romero,2023-2024,22,Levante,es ESP,Copa del Rey,1,1,79,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ivan Romero,2024-2025,23,Levante,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Alex Remiro,2020-2021,25,Real Sociedad,es ESP,Copa del Rey,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alex Remiro,2021-2022,26,Real Sociedad,es ESP,Copa del Rey,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alex Remiro,2022-2023,27,Real Sociedad,es ESP,Copa del Rey,4,4,360,4.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alex Remiro,2023-2024,28,Real Sociedad,,1. Champions Lg,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Alex Remiro,2024-2025,29,Real Sociedad,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Robin Le Normand,2020-2021,23,Real Sociedad,es ESP,Copa del Rey,2,1,142,1.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Robin Le Normand,2021-2022,24,Real Sociedad,es ESP,Copa del Rey,4,4,347,3.9,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.26,0.26,0.00,0.26,,,,,,Matches,,,,,,
Robin Le Normand,2022-2023,25,Real Sociedad,es ESP,Copa del Rey,4,4,360,4.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Robin Le Normand,2023-2024,26,Real Sociedad,,1. Champions Lg,7,7,572,6.4,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,2,15,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,,,,,,
Robin Le Normand,2024-2025,27,Atlético Madrid,,1. Champions Lg,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,
Mikel Oyarzabal,2020-2021,23,Real Sociedad,es ESP,Copa del Rey,2,1,86,1.0,1,1,2,1,0,0,0,0,,,,,,,,1.05,1.05,2.09,1.05,2.09,,,,,,Matches,,,,,,
Mikel Oyarzabal,2021-2022,24,Real Sociedad,es ESP,Copa del Rey,5,3,345,3.8,3,0,3,2,1,1,0,0,,,,,,,,0.78,0.0,0.78,0.52,0.52,,,,,,Matches,,,,,,
Mikel Oyarzabal,2022-2023,25,Real Sociedad,es ESP,Copa del Rey,3,2,144,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,
Mikel Oyarzabal,2023-2024,26,Real Sociedad,,1. Champions Lg,7,7,585,6.5,2,0,2,2,0,0,0,0,2.2,2.2,0.5,2.7,9.0,8.0,42.0,0.31,0.0,0.31,0.31,0.31,0.34,0.07,0.42,0.34,0.42,Matches,,,,,,
Mikel Oyarzabal,2024-2025,27,Real Sociedad,es ESP,Copa del Rey,1,0,47,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,
Alexander Isak,2020-2021,20,Real Sociedad,es ESP,Copa del Rey,1,1,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alexander Isak,2021-2022,21,Real Sociedad,es ESP,Copa del Rey,3,2,192,2.1,1,1,2,1,0,0,0,0,,,,,,,,0.47,0.47,0.94,0.47,0.94,,,,,,Matches,,,,,,
Alexander Isak,2022-2023,22,Newcastle Utd,eng ENG,EFL Cup,4,0,111,1.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.81,0.81,0.00,0.81,,,,,,Matches,,,,,,
Alexander Isak,2023-2024,23,Newcastle Utd,,1. Champions Lg,5,4,312,3.5,1,0,1,1,0,0,0,0,1.4,1.4,0.4,1.9,7,9,18,0.29,0.00,0.29,0.29,0.29,0.41,0.13,0.54,0.41,0.54,Matches,,,,,,
Alexander Isak,2024-2025,24,Newcastle Utd,eng ENG,EFL Cup,2,2,182,2.0,1,0,1,1,0,0,0,0,,,,,,,,0.49,0.00,0.49,0.49,0.49,,,,,,Matches,,,,,,
Andoni Gorosabel,2020-2021,23,Real Sociedad,es ESP,Copa del Rey,1,1,84,0.9,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.07,1.07,0.00,1.07,,,,,,Matches,,,,,,
Andoni Gorosabel,2021-2022,24,Real Sociedad,es ESP,Copa del Rey,2,1,109,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andoni Gorosabel,2022-2023,25,Real Sociedad,es ESP,Copa del Rey,3,2,165,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andoni Gorosabel,2023-2024,26,Alavés,es ESP,Copa del Rey,1,0,11,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andoni Gorosabel,2024-2025,27,Athletic Club,,2. Europa Lg,5,5,358,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,6,21,17,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15,Matches,,,,,,
