Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches
Alessio da Cruz,2015-2016,18,Twente,nl NED,1. Eredivisie,3,1,131,1.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Alessio da Cruz,2016-2017,19,Dordrecht,nl NED,2. Eerste Divisie,29,21,1965,21.8,5,1,6,5,0,0,8,0,,,,,,,,0.23,0.05,0.27,0.23,0.27,,,,,,Matches,,,,,
Alessio da Cruz,2017-2018,20,Novara,it ITA,2. Serie B,19,16,1344,14.9,5,4,9,5,0,0,5,2,,,,,,,,0.33,0.27,0.60,0.33,0.60,,,,,,Matches,,,,,
Alessio da Cruz,2018-2019,21,Parma,it ITA,Coppa Italia,1,0,29,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Alessio da Cruz,2019-2020,22,Sheffield Weds,eng ENG,2. Championship,14,8,687,7.6,0,2,2,0,0,0,1,0,1.3,1.3,1.4,2.7,26,8,49,0.00,0.26,0.26,0.00,0.26,0.17,0.19,0.36,0.17,0.36,Matches,,,,,
Alessio da Cruz,2020-2021,23,Groningen,nl NED,1. Eredivisie,22,18,1470,16.3,4,3,7,4,0,0,5,0,3.3,3.3,2.9,6.2,47,31,98,0.24,0.18,0.43,0.24,0.43,0.20,0.18,0.38,0.20,0.38,Matches,,,,,
Alessio da Cruz,2021-2022,24,Santos,mx MEX,1. Liga MX,8,7,566,6.3,3,0,3,3,0,0,2,0,1.9,1.9,0.6,2.5,32,17,37,0.48,0.00,0.48,0.48,0.48,0.31,0.10,0.40,0.31,0.40,Matches,,,,,
Alessio da Cruz,2022-2023,25,Mechelen,be BEL,1. Pro League A,28,23,1814,20.2,3,2,5,3,0,0,3,1,2.6,2.6,2.0,4.6,41,62,103,0.15,0.10,0.25,0.15,0.25,0.13,0.10,0.24,0.13,0.24,Matches,,,,,
Alessio da Cruz,2023-2024,26,Fortuna Sittard,nl NED,1. Eredivisie,15,3,401,4.5,1,1,2,1,0,0,0,0,0.1,0.1,1.7,1.7,8,6,26,0.22,0.22,0.45,0.22,0.45,0.02,0.37,0.39,0.02,0.39,Matches,,,,,
Alessio da Cruz,2024-2025,27,Fortuna Sittard,nl NED,1. Eredivisie,9,5,456,5.1,3,1,4,3,0,0,2,0,1.9,1.9,0.7,2.6,2,2,17,0.59,0.20,0.79,0.59,0.79,0.37,0.15,0.51,0.37,0.51,Matches,,,,,
Ante Erceg,2010-2011,20,RNK Split,hr CRO,1. 1. HNL,,5,511,5.7,1,0,1,1,0,0,1,0,,,,,,,,0.18,0.00,0.18,0.18,0.18,,,,,,,,3rd,11,,
Ante Erceg,2011-2012,21,RNK Split,hr CRO,1. 1. HNL,,20,1714,19.0,2,2,4,2,0,0,6,0,,,,,,,,0.11,0.11,0.21,0.11,0.21,,,,,,,,4th,22,Matches,
Ante Erceg,2012-2013,22,RNK Split,hr CRO,1. 1. HNL,,13,1238,13.8,7,2,9,7,0,1,9,0,,,,,,,,0.51,0.15,0.65,0.51,0.65,,,,,,,,5th,26,,
Ante Erceg,2013-2014,23,RNK Split,hr CRO,1. 1. HNL,,15,1298,14.4,6,1,7,6,0,0,7,0,,,,,,,,0.42,0.07,0.49,0.42,0.49,,,,,,,,4th,19,,
Ante Erceg,2014-2015,24,RNK Split,hr CRO,1. 1. HNL,,10,1009,11.2,2,3,5,2,0,1,3,0,,,,,,,,0.18,0.27,0.45,0.18,0.45,,,,,,,,7th,18,Matches,
Ante Erceg,2015-2016,25,RNK Split,hr CRO,1. 1. HNL,,2,280,3.1,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6th,4,Matches,
Ante Erceg,2016-2017,26,Hajduk Split,hr CRO,1. 1. HNL,,27,2068,23.0,11,8,19,11,0,0,10,0,,,,,,,,0.48,0.35,0.83,0.48,0.83,,,,,,,,3rd,29,Matches,
Ante Erceg,2017-2018,27,Hajduk Split,hr CRO,1. 1. HNL,,14,1236,13.7,9,3,12,8,1,1,3,0,,,,,,,,0.66,0.22,0.87,0.58,0.80,,,,,,,,3rd,15,Matches,
Ante Erceg,2018-2019,28,Brøndby,dk DEN,1. Danish Superliga,,11,1054,11.7,4,1,5,4,0,0,6,0,,,,,,,,0.34,0.09,0.43,0.34,0.43,,,,,,,,4th,21,Matches,
Ante Erceg,2019-2020,29,Brøndby,dk DEN,1. Danish Superliga,,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,4th,2,Matches,
Ante Erceg,2020-2021,30,Osijek,hr CRO,1. 1. HNL,,9,1028,11.4,4,,,4,0,0,4,0,,,,,,,,0.35,,,0.35,,,,,,,,,2nd,27,Matches,
Ante Erceg,2021-2022,31,Osijek,hr CRO,1. 1. HNL,,0,22,0.2,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,,,3rd,3,Matches,
Ante Erceg,2022-2023,32,Istra 1961,hr CRO,1. HNL,,17,1483,16.5,11,1,12,9,2,3,9,1,,,,,,,,0.67,0.06,0.73,0.55,0.61,,,,,,,,5th,21,Matches,
Ante Erceg,2023-2024,33,Istra 1961,hr CRO,1. HNL,,19,1759,19.5,7,2,9,6,1,1,10,0,,,,,,,,0.36,0.10,0.46,0.31,0.41,,,,,,,,8th,21,Matches,
Ante Erceg,2024-2025,34,Fortuna Sittard,nl NED,1. Eredivisie,,2,287,3.2,0,0,0,0,0,0,3,0,1.2,1.2,0.0,1.2,1,3,12,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.38,0.38,0.38,,,8th,14,Matches,
Dario Grujcic,2022-2023,23,SC Austria Lustenau,at AUT,1. Bundesliga,,14,1367,15.2,2,2,4,2,0,0,6,2,,,,,,,,0.13,0.13,0.26,0.13,0.26,,,,,,,,8th,21,Matches,
Dario Grujcic,2023-2024,24,SC Austria Lustenau,at AUT,1. Bundesliga,,23,1939,21.5,1,1,2,1,0,0,6,0,,,,,,,,0.05,0.05,0.09,0.05,0.09,,,,,,,,12th,25,Matches,
Dario Grujcic,2024-2025,25,Fortuna Sittard,nl NED,1. Eredivisie,,1,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,,,8th,6,Matches,
Luuk Koopmans,2012-2013,18,Oss,nl NED,2. Eerste Divisie,,17,1475,16.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,17,10th,,,
Luuk Koopmans,2013-2014,19,Oss,nl NED,2. Eerste Divisie,,12,1125,12.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,13,19th,,,
Luuk Koopmans,2014-2015,20,Oss,nl NED,2. Eerste Divisie,,27,2374,26.4,0,0,0,0,0,0,2,2,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,27,9th,,Matches,
Luuk Koopmans,2015-2016,21,Jong PSV,nl NED,2. Eerste Divisie,,13,1170,13.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,13,11th,,Matches,
Luuk Koopmans,2016-2017,22,Jong PSV,nl NED,2. Eerste Divisie,,7,615,6.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,7,4th,,Matches,
Luuk Koopmans,2017-2018,23,PSV Eindhoven,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1st,,Matches,
Luuk Koopmans,2018-2019,24,MVV Maastricht,nl NED,2. Eerste Divisie,,37,3330,37.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,37,12th,,Matches,
Luuk Koopmans,2019-2020,25,PSV Eindhoven,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4th,,Matches,
Luuk Koopmans,2020-2021,26,ADO Den Haag,nl NED,1. Eredivisie,,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19,18th,,Matches,
Luuk Koopmans,2021-2022,27,ADO Den Haag,nl NED,2. Eerste Divisie,,23,1985,22.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,23,4th,,Matches,
Luuk Koopmans,2022-2023,28,ADO Den Haag,nl NED,2. Eerste Divisie,,5,458,5.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,6,12th,,Matches,
Luuk Koopmans,2023-2024,29,Fortuna Sittard,nl NED,1. Eredivisie,,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,5,10th,,Matches,
Luuk Koopmans,2024-2025,30,Fortuna Sittard,nl NED,1. Eredivisie,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,8th,,Matches,
Edouard Michut,2020-2021,17,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Edouard Michut,2021-2022,18,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Edouard Michut,2022-2023,19,Sunderland,eng ENG,2. Championship,24,12,1130,12.6,1,0,1,1,0,0,3,0,0.6,0.6,0.4,0.9,18,42,18,0.08,0.00,0.08,0.08,0.08,0.05,0.03,0.07,0.05,0.07,Matches,,,,,
Edouard Michut,2023-2024,20,Adana Demirspor,tr TUR,1. Süper Lig,24,20,1724,19.2,0,1,1,0,0,0,5,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,Matches,,,,,
Edouard Michut,2024-2025,21,Fortuna Sittard,nl NED,1. Eredivisie,3,0,55,0.6,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,1,1,2,1.64,0.00,1.64,1.64,1.64,1.06,0.00,1.06,1.06,1.06,Matches,,,,,
Luka Tunjic,2021-2022,15,Holstein Kiel U17,de GER,Jr. U17 Bundesliga,,18,1596,17.7,10,,,8,2,2,2,0,,,,,,,,0.56,,,0.45,,,,,,,,,47th,18,Matches,
Luka Tunjic,2022-2023,16,Kiel U19,de GER,Jr. U19 Bundesliga,,15,1322,14.7,5,,,3,2,2,3,1,,,,,,,,0.34,,,0.20,,,,,,,,,46th,15,Matches,
Luka Tunjic,2024-2025,18,Fortuna Sittard,nl NED,1. Eredivisie,,0,46,0.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,1,3,1.96,0.00,1.96,1.96,1.96,1.05,0.00,1.05,1.05,1.05,,,8th,2,Matches,
Umaro Embalo,2022-2023,21,Fortuna Sittard,nl NED,1. Eredivisie,27,18,1470,16.3,3,3,6,3,0,0,5,0,1.6,1.6,2.1,3.7,45,26,126,0.18,0.18,0.37,0.18,0.37,0.10,0.13,0.23,0.10,0.23,Matches,,,,,
Umaro Embalo,2023-2024,22,Cartagena,es ESP,Copa del Rey,2,1,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Umaro Embalo,2024-2025,23,Fortuna Sittard,nl NED,1. Eredivisie,2,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,Matches,,,,,
Milan Robberechts,2021-2022,17,Mechelen,be BEL,1. First Division A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7th,0,Matches,
Milan Robberechts,2022-2023,18,Mechelen,be BEL,1. Pro League A,,0,52,0.6,2,0,2,2,0,0,0,0,0.4,0.4,0.0,0.4,3,1,1,3.46,0.00,3.46,3.46,3.46,0.73,0.00,0.73,0.73,0.73,,,13th,3,Matches,
Milan Robberechts,2023-2024,19,VVV-Venlo,nl NED,2. Eerste Divisie,,1,295,3.3,1,1,2,1,0,0,0,0,,,,,,,,0.31,0.31,0.61,0.31,0.61,,,,,,,,12th,10,Matches,
Milan Robberechts,2024-2025,20,Fortuna Sittard,nl NED,1. Eredivisie,,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,8th,2,Matches,
Hasip Korkmazyurek,2021-2022,18,Hansa Rostock U19,de GER,Jr. U19 Bundesliga,,14,1066,11.8,0,,,0,0,0,2,0,,,,,,,,0.00,,,0.00,,,,,,,,,34th,16,Matches,
Hasip Korkmazyurek,2024-2025,21,Fortuna Sittard,nl NED,1. Eredivisie,,0,2,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,3.58,0.00,3.58,3.58,3.58,,,8th,1,Matches,
Sjors Hermsen,2023-2024,,Fortuna Sittard,nl NED,1. Eredivisie,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10th,1,Matches,
Sjors Hermsen,2024-2025,,Fortuna Sittard,nl NED,1. Eredivisie,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th,0,Matches,
Thomas Didillon,2013-2014,17,Metz,fr FRA,2. Ligue 2,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
Thomas Didillon,2014-2015,18,FC Seraing,be BEL,2. Second Division,31,31,2790,31.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Thomas Didillon,2015-2016,19,Metz,fr FRA,1. Coupe de la Ligue,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,
Thomas Didillon,2016-2017,20,Metz,fr FRA,1. Coupe de la Ligue,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Thomas Didillon,2017-2018,21,Metz,fr FRA,1. Coupe de la Ligue,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Thomas Didillon,2018-2019,22,Anderlecht,,2. Europa Lg,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Thomas Didillon,2019-2020,23,Anderlecht,be BEL,1. First Division A,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Thomas Didillon,2020-2021,24,Cercle Brugge,be BEL,1. First Division A,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Thomas Didillon,2021-2022,25,Cercle Brugge,be BEL,1. First Division A,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Thomas Didillon,2022-2023,26,Monaco,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,
Thomas Didillon,2024-2025,28,Willem II,nl NED,1. Eredivisie,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,
Raffael Behounek,2017-2018,20,Mattersburg,at AUT,1. Bundesliga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th,0,Matches,
Raffael Behounek,2019-2020,22,Mattersburg,at AUT,1. Bundesliga,,4,361,4.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.25,0.25,0.00,0.25,,,,,,,,9th,6,Matches,
Raffael Behounek,2020-2021,23,WSG Tirol,at AUT,1. Bundesliga,,29,2610,29.0,1,0,1,1,0,0,5,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,,,10th,29,Matches,
Raffael Behounek,2021-2022,24,WSG Tirol,at AUT,1. Bundesliga,,29,2589,28.8,2,2,4,2,0,0,4,1,,,,,,,,0.07,0.07,0.14,0.07,0.14,,,,,,,,7th,30,Matches,
Raffael Behounek,2022-2023,25,WSG Tirol,at AUT,1. Bundesliga,,29,2719,30.2,1,0,1,1,0,0,7,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,,,9th,31,Matches,
Raffael Behounek,2023-2024,26,Willem II,nl NED,2. Eerste Divisie,,37,3330,37.0,2,4,6,2,0,0,5,0,,,,,,,,0.05,0.11,0.16,0.05,0.16,,,,,,,,1st,37,Matches,
Raffael Behounek,2024-2025,27,Willem II,nl NED,1. Eredivisie,,17,1529,17.0,0,1,1,0,0,0,4,0,0.3,0.3,0.1,0.4,7,76,4,0.00,0.06,0.06,0.00,0.06,0.02,0.01,0.02,0.02,0.02,,,9th,17,Matches,
Ringo Meerveld,2019-2020,18,Den Bosch,nl NED,2. Eerste Divisie,,2,284,3.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,11th,10,Matches,
Ringo Meerveld,2020-2021,19,Den Bosch,nl NED,2. Eerste Divisie,,34,2859,31.8,5,4,9,5,0,0,4,0,,,,,,,,0.16,0.13,0.28,0.16,0.28,,,,,,,,19th,34,Matches,
Ringo Meerveld,2021-2022,20,Den Bosch,nl NED,2. Eerste Divisie,,1,98,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,11th,2,Matches,
Ringo Meerveld,2022-2023,21,Willem II,nl NED,2. Eerste Divisie,,17,1414,15.7,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.06,0.06,0.00,0.06,,,,,,,,4th,22,Matches,
Ringo Meerveld,2023-2024,22,Willem II,nl NED,2. Eerste Divisie,,36,2975,33.1,9,6,15,9,0,0,2,0,,,,,,,,0.27,0.18,0.45,0.27,0.45,,,,,,,,1st,36,Matches,
Ringo Meerveld,2024-2025,23,Willem II,nl NED,1. Eredivisie,,17,1516,16.8,4,0,4,4,0,0,1,0,1.5,1.5,1.2,2.7,34,64,46,0.24,0.00,0.24,0.24,0.24,0.09,0.07,0.16,0.09,0.16,,,9th,17,Matches,
Jesse Bosch,2019-2020,19,Twente,nl NED,1. Eredivisie,,3,242,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,13,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,,,14th,4,Matches,
Jesse Bosch,2020-2021,20,Twente,nl NED,1. Eredivisie,,26,2239,24.9,2,0,2,2,0,0,6,0,5.5,5.5,1.1,6.5,16,88,94,0.08,0.00,0.08,0.08,0.08,0.22,0.04,0.26,0.22,0.26,,,10th,32,Matches,
Jesse Bosch,2021-2022,21,Twente,nl NED,1. Eredivisie,,7,877,9.7,1,0,1,1,0,0,0,0,1.3,1.3,1.2,2.4,11,22,23,0.10,0.00,0.10,0.10,0.10,0.13,0.12,0.25,0.13,0.25,,,4th,26,Matches,
Jesse Bosch,2022-2023,22,Willem II,nl NED,2. Eerste Divisie,,25,2274,25.3,3,3,6,3,0,0,3,0,,,,,,,,0.12,0.12,0.24,0.12,0.24,,,,,,,,4th,31,Matches,
Jesse Bosch,2023-2024,23,Willem II,nl NED,2. Eerste Divisie,,36,3138,34.9,5,3,8,5,0,0,9,0,,,,,,,,0.14,0.09,0.23,0.14,0.23,,,,,,,,1st,36,Matches,
Jesse Bosch,2024-2025,24,Willem II,nl NED,1. Eredivisie,,17,1393,15.5,2,0,2,2,0,0,4,0,0.9,0.9,1.1,2.0,12,36,44,0.13,0.00,0.13,0.13,0.13,0.06,0.07,0.13,0.06,0.13,,,9th,17,Matches,
Mickael Tirpan,2014-2015,20,FC Seraing,be BEL,2. Second Division,,16,1326,14.7,3,0,3,3,0,0,3,1,,,,,,,,0.20,0.00,0.20,0.20,0.20,,,,,,,,4th,23,Matches,
Mickael Tirpan,2015-2016,21,RE Mouscron,be BEL,1. Pro League,,9,857,9.5,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.21,0.21,0.00,0.21,,,,,,,,13th,11,Matches,
Mickael Tirpan,2016-2017,22,Excel Mouscron,be BEL,1. First Division A,,25,2204,24.5,0,4,4,0,0,0,5,0,,,,,,,,0.00,0.16,0.16,0.00,0.16,,,,,,,,15th,26,Matches,
Mickael Tirpan,2017-2018,23,Eupen,be BEL,1. First Division A,,30,2569,28.5,1,1,2,1,0,0,8,0,0.5,0.5,1.2,1.7,70,104,72,0.04,0.04,0.07,0.04,0.07,0.02,0.04,0.06,0.02,0.06,,,15th,31,Matches,
Mickael Tirpan,2018-2019,24,Lokeren,be BEL,1. First Division A,,23,2106,23.4,1,2,3,1,0,0,7,0,0.1,0.1,1.9,2.0,64,90,114,0.04,0.09,0.13,0.04,0.13,0.01,0.08,0.09,0.01,0.09,,,16th,24,Matches,
Mickael Tirpan,2019-2020,25,Lokeren,be BEL,2. First Division B,,15,1310,14.6,1,1,2,1,0,0,11,2,,,,,,,,0.07,0.07,0.14,0.07,0.14,,,,,,,,8th,16,Matches,
Mickael Tirpan,2020-2021,26,Fortuna Sittard,nl NED,1. Eredivisie,,11,986,11.0,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,22,17,20,0.09,0.00,0.09,0.09,0.09,0.07,0.03,0.10,0.07,0.10,,,11th,12,Matches,
Mickael Tirpan,2021-2022,27,Fortuna Sittard,nl NED,1. Eredivisie,,26,1980,22.0,0,1,1,0,0,0,4,0,1.0,1.0,2.0,3.0,53,67,85,0.00,0.05,0.05,0.00,0.05,0.04,0.09,0.14,0.04,0.14,,,15th,26,Matches,
Mickael Tirpan,2022-2023,28,Fortuna Sittard,nl NED,1. Eredivisie,,5,384,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,10,14,6,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,,,13th,5,Matches,
Mickael Tirpan,2023-2024,29,Samsunspor,tr TUR,1. Süper Lig,,7,564,6.3,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,13th,7,Matches,
Mickael Tirpan,2024-2025,30,Willem II,nl NED,1. Eredivisie,,15,1311,14.6,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,30,53,49,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,,,9th,15,Matches,
Runar Thor Sigurgeirsson,2023-2024,23,Willem II,nl NED,2. Eerste Divisie,,20,1697,18.9,1,4,5,1,0,0,5,0,,,,,,,,0.05,0.21,0.27,0.05,0.27,,,,,,,,1st,24,Matches,
Runar Thor Sigurgeirsson,2024-2025,24,Willem II,nl NED,1. Eredivisie,,14,1178,13.1,0,1,1,0,0,0,4,0,0.5,0.5,0.7,1.2,23,24,58,0.00,0.08,0.08,0.00,0.08,0.04,0.05,0.09,0.04,0.09,,,9th,16,Matches,
Amine Lachkar,2022-2023,19,Willem II,nl NED,2. Eerste Divisie,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4th,1,Matches,
Amine Lachkar,2023-2024,20,Willem II,nl NED,2. Eerste Divisie,,4,560,6.2,0,1,1,0,0,0,3,1,,,,,,,,0.0,0.16,0.16,0.0,0.16,,,,,,,,1st,17,Matches,
Amine Lachkar,2024-2025,21,Willem II,nl NED,1. Eredivisie,,14,1171,13.0,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.6,10.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,,,9th,16,Matches,
Kyan Vaesen,2019-2020,18,Westerlo,be BEL,2. First Division B,,0,66,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,1st,6,Matches,
Kyan Vaesen,2020-2021,19,Westerlo,be BEL,2. First Division B,,1,174,1.9,2,0,2,2,0,0,0,0,,,,,,,,1.03,0.00,1.03,1.03,1.03,,,,,,,,4th,4,Matches,
Kyan Vaesen,2021-2022,20,Westerlo,be BEL,2. First Division B,,19,1551,17.2,5,7,12,4,1,1,4,0,,,,,,,,0.29,0.41,0.70,0.23,0.64,,,,,,,,1st,26,Matches,
Kyan Vaesen,2022-2023,21,Westerlo,be BEL,1. Pro League A,,15,1352,15.0,6,1,7,6,0,0,2,0,5.3,5.3,1.1,6.4,25,27,72,0.40,0.07,0.47,0.40,0.47,0.35,0.08,0.43,0.35,0.43,,,7th,31,Matches,
Kyan Vaesen,2023-2024,22,Westerlo,be BEL,1. Pro League A,,3,511,5.7,0,1,1,0,0,0,1,0,1.9,1.9,0.6,2.6,8,12,47,0.00,0.18,0.18,0.00,0.18,0.34,0.11,0.45,0.34,0.45,,,11th,15,Matches,
Kyan Vaesen,2024-2025,23,Willem II,nl NED,1. Eredivisie,,14,1095,12.2,4,2,6,2,2,2,2,0,3.9,2.4,1.0,3.4,3,11,38,0.33,0.16,0.49,0.16,0.33,0.32,0.09,0.41,0.20,0.28,,,9th,14,Matches,
Nick Doodeman,2017-2018,20,Volendam,nl NED,2. Eerste Divisie,,32,2746,30.5,6,15,21,6,0,0,2,0,,,,,,,,0.20,0.49,0.69,0.20,0.69,,,,,,,,14th,35,Matches,
Nick Doodeman,2018-2019,21,Volendam,nl NED,2. Eerste Divisie,,38,3291,36.6,7,5,12,7,0,0,3,0,,,,,,,,0.19,0.14,0.33,0.19,0.33,,,,,,,,16th,38,Matches,
Nick Doodeman,2019-2020,22,Volendam,nl NED,2. Eerste Divisie,,26,2213,24.6,5,6,11,5,0,0,0,0,,,,,,,,0.20,0.24,0.45,0.20,0.45,,,,,,,,3rd,29,Matches,
