Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,Playing Time : MP,LgRank
Kyan Vaesen,2021-2022,20.0,Westerlo,be BEL,2. First Division B,,19.0,1551.0,17.2,5.0,7.0,12.0,4.0,1.0,1.0,4.0,0.0,,,,,,,,0.29,0.41,0.7,0.23,0.64,,,,,,,,1st
Kyan Vaesen,2023-2024,22.0,Westerlo,be BEL,1. Pro League A,,3.0,511.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9,1.9,0.6,2.6,8.0,12.0,47.0,0.0,0.18,0.18,0.0,0.18,0.34,0.11,0.45,0.34,0.45,,,11th
Kyan Vaesen,2024-2025,23.0,Willem II,nl NED,1. Eredivisie,,14.0,1095.0,12.2,4.0,2.0,6.0,2.0,2.0,2.0,2.0,0.0,3.9,2.4,1.0,3.4,3.0,11.0,38.0,0.33,0.16,0.49,0.16,0.33,0.32,0.09,0.41,0.2,0.28,,,9th
Kyan Vaesen,2019-2020,18.0,Westerlo,be BEL,2. First Division B,,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1st
Kyan Vaesen,2022-2023,21.0,Westerlo,be BEL,1. Pro League A,,15.0,1352.0,15.0,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,5.3,5.3,1.1,6.4,25.0,27.0,72.0,0.4,0.07,0.47,0.4,0.47,0.35,0.08,0.43,0.35,0.43,,,7th
Kylian Mbappe,2024-2025,25.0,Real Madrid,,1. Champions Lg,6.0,5.0,428.0,4.8,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,4.4,3.6,0.5,4.2,27.0,13.0,45.0,0.42,0.21,0.63,0.42,0.63,0.93,0.11,1.04,0.76,0.88,Matches,,
Kylian Mbappe,2023-2024,24.0,Paris S-G,,1. Champions Lg,12.0,12.0,1080.0,12.0,8.0,0.0,8.0,5.0,3.0,3.0,1.0,0.0,8.0,5.7,4.5,10.2,73.0,60.0,142.0,0.67,0.0,0.67,0.42,0.42,0.66,0.38,1.04,0.47,0.85,Matches,,
Kylian Mbappe,2016-2017,17.0,Monaco,,1. Champions Lg,9.0,6.0,536.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,1.01,0.0,1.01,1.01,1.01,,,,,,Matches,,
Kylian Mbappe,2015-2016,16.0,Monaco,fr FRA,1. Coupe de la Ligue,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Kylian Mbappe,2022-2023,23.0,Paris S-G,,1. Champions Lg,8.0,7.0,651.0,7.2,7.0,3.0,10.0,6.0,1.0,1.0,0.0,0.0,3.6,2.8,1.1,3.9,45.0,32.0,93.0,0.97,0.41,1.38,0.83,1.24,0.5,0.15,0.65,0.39,0.54,Matches,,
Kylian Mbappe,2021-2022,22.0,Paris S-G,,1. Champions Lg,8.0,8.0,671.0,7.5,6.0,4.0,10.0,6.0,0.0,1.0,1.0,0.0,5.0,4.2,1.7,5.9,53.0,22.0,73.0,0.8,0.54,1.34,0.8,1.34,0.67,0.22,0.89,0.57,0.79,Matches,,
Kylian Mbappe,2020-2021,21.0,Paris S-G,,1. Champions Lg,10.0,10.0,899.0,10.0,8.0,3.0,11.0,6.0,2.0,2.0,0.0,0.0,7.3,5.7,4.2,9.9,56.0,23.0,77.0,0.8,0.3,1.1,0.6,0.9,0.73,0.42,1.15,0.57,0.99,Matches,,
Kylian Mbappe,2019-2020,20.0,Paris S-G,,1. Champions Lg,10.0,6.0,654.0,7.3,5.0,5.0,10.0,5.0,0.0,0.0,1.0,0.0,8.2,8.2,4.4,12.6,44.0,23.0,86.0,0.69,0.69,1.38,0.69,1.38,1.13,0.61,1.73,1.13,1.73,Matches,,
Kylian Mbappe,2017-2018,18.0,Paris S-G,,1. Champions Lg,8.0,8.0,658.0,7.3,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,4.1,4.1,3.2,7.3,38.0,20.0,78.0,0.55,0.41,0.96,0.55,0.96,0.56,0.45,1.01,0.56,1.01,Matches,,
Kylian Mbappe,2018-2019,19.0,Paris S-G,,1. Champions Lg,8.0,8.0,699.0,7.8,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,5.8,5.8,4.9,10.7,36.0,18.0,84.0,0.52,0.64,1.16,0.52,1.16,0.75,0.63,1.38,0.75,1.38,Matches,,
Laros Duarte,2018-2019,21.0,Jong PSV,nl NED,2. Eerste Divisie,,18.0,1617.0,18.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0.0,0.17,0.17,0.0,0.17,,,,,,,,3rd
Laros Duarte,2019-2020,22.0,Sparta R'dam,nl NED,1. Eredivisie,,5.0,716.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,8.0,52.0,6.0,0.0,0.13,0.13,0.0,0.13,0.04,0.06,0.1,0.04,0.1,,,11th
Laros Duarte,2020-2021,23.0,Sparta R'dam,nl NED,1. Eredivisie,,10.0,987.0,11.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.8,0.8,1.4,2.2,15.0,61.0,9.0,0.18,0.09,0.27,0.18,0.27,0.07,0.13,0.2,0.07,0.2,,,8th
Laros Duarte,2022-2023,25.0,Groningen,nl NED,1. Eredivisie,,19.0,1804.0,20.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3,2.3,20.0,86.0,26.0,0.1,0.05,0.15,0.1,0.15,0.05,0.07,0.11,0.05,0.11,,,18th
Laros Duarte,2021-2022,24.0,Sparta R'dam,nl NED,1. Eredivisie,,2.0,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.25,0.12,0.25,,,14th
Laros Duarte,2023-2024,26.0,Groningen,nl NED,2. Eerste Divisie,,16.0,1465.0,16.3,5.0,4.0,9.0,5.0,0.0,0.0,2.0,0.0,,,,,,,,0.31,0.25,0.55,0.31,0.55,,,,,,,,2nd
Laros Duarte,2024-2025,27.0,Groningen,nl NED,1. Eredivisie,,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.54,0.61,0.07,0.61,,,14th
Laros Duarte,2016-2017,19.0,Jong PSV,nl NED,2. Eerste Divisie,,7.0,786.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0.0,0.11,0.11,0.0,0.11,,,,,,,,4th
Laros Duarte,2015-2016,18.0,Jong PSV,nl NED,2. Eerste Divisie,,4.0,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,11th
Laros Duarte,2017-2018,20.0,Jong PSV,nl NED,2. Eerste Divisie,,29.0,2502.0,27.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,,,,,,,,0.07,0.04,0.11,0.07,0.11,,,,,,,,5th
Lars Mol,2024-2025,19.0,NAC Breda,nl NED,1. Eredivisie,,2.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.1,0.8,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0.3,0.26,0.3,,,10th
Lars Mol,2023-2024,18.0,NAC Breda,nl NED,2. Eerste Divisie,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8th
Leandro Bacuna,2011-2012,19.0,Groningen,nl NED,1. Eredivisie,32.0,27.0,2383.0,26.5,7.0,0.0,7.0,4.0,3.0,3.0,6.0,0.0,,,,,,,,0.26,0.0,0.26,0.15,0.15,,,,,,Matches,,
Leandro Bacuna,2010-2011,18.0,Groningen,nl NED,1. Eredivisie,24.0,11.0,1109.0,12.3,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0.0,0.24,0.24,0.0,0.24,,,,,,Matches,,
Leandro Bacuna,2012-2013,20.0,Groningen,nl NED,1. Eredivisie,33.0,26.0,2476.0,27.5,5.0,1.0,6.0,2.0,3.0,3.0,6.0,1.0,,,,,,,,0.18,0.04,0.22,0.07,0.11,,,,,,Matches,,
Leandro Bacuna,2016-2017,24.0,Aston Villa,eng ENG,2. Championship,30.0,22.0,2049.0,22.8,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,,,,,,,,0.04,0.04,0.09,0.04,0.09,,,,,,Matches,,
Leandro Bacuna,2014-2015,22.0,Aston Villa,eng ENG,FA Cup,6.0,4.0,370.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,0.24,0.0,0.24,0.24,0.24,,,,,,Matches,,
Leandro Bacuna,2015-2016,23.0,Aston Villa,eng ENG,FA Cup,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leandro Bacuna,2017-2018,25.0,Aston Villa,eng ENG,2. Championship,1.0,1.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leandro Bacuna,2020-2021,28.0,Cardiff City,eng ENG,2. Championship,42.0,32.0,2920.0,32.4,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,2.1,2.1,1.4,3.5,34.0,73.0,70.0,0.06,0.03,0.09,0.06,0.09,0.07,0.04,0.11,0.07,0.11,Matches,,
Leandro Bacuna,2021-2022,29.0,Cardiff City,eng ENG,2. Championship,15.0,13.0,1022.0,11.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.4,2.4,0.5,2.9,8.0,21.0,37.0,0.09,0.0,0.09,0.09,0.09,0.21,0.05,0.26,0.21,0.26,Matches,,
Leandro Bacuna,2022-2023,30.0,Watford,eng ENG,2. Championship,14.0,10.0,796.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.2,6.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,,
Leandro Bacuna,2023-2024,31.0,Groningen,nl NED,2. Eerste Divisie,33.0,29.0,2626.0,29.2,1.0,6.0,7.0,1.0,0.0,1.0,3.0,0.0,,,,,,,,0.03,0.21,0.24,0.03,0.24,,,,,,Matches,,
Leandro Bacuna,2024-2025,32.0,Groningen,nl NED,1. Eredivisie,16.0,15.0,1376.0,15.3,2.0,2.0,4.0,1.0,1.0,1.0,5.0,0.0,1.8,1.0,1.9,2.9,33.0,46.0,70.0,0.13,0.13,0.26,0.07,0.2,0.12,0.12,0.24,0.07,0.19,Matches,,
Leandro Bacuna,2013-2014,21.0,Aston Villa,eng ENG,1. Premier League,35.0,28.0,2599.0,28.9,5.0,1.0,6.0,5.0,0.0,0.0,6.0,0.0,,,,,,,,0.17,0.03,0.21,0.17,0.21,,,,,,Matches,,
Leandro Bacuna,2018-2019,26.0,Reading,eng ENG,2. Championship,26.0,23.0,2101.0,23.3,3.0,3.0,6.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,2.7,4.6,42.0,134.0,41.0,0.13,0.13,0.26,0.13,0.26,0.08,0.11,0.2,0.08,0.2,Matches,,
Leandro Bacuna,2019-2020,27.0,Cardiff City,eng ENG,2. Championship,41.0,35.0,3151.0,35.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.3,3.1,29.0,125.0,48.0,0.03,0.06,0.09,0.03,0.09,0.05,0.04,0.09,0.05,0.09,Matches,,
Leandro Paredes,2019-2020,25.0,Paris S-G,,1. Champions Lg,6.0,4.0,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,Matches,,
Leandro Paredes,2020-2021,26.0,Paris S-G,,1. Champions Lg,8.0,8.0,670.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.4,0.6,3.0,23.0,1.0,0.0,0.13,0.13,0.0,0.13,0.04,0.05,0.09,0.04,0.09,Matches,,
Leandro Paredes,2017-2018,23.0,Zenit,,2. Europa Lg,7.0,6.0,545.0,6.1,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.3,2.3,13.0,44.0,6.0,0.17,0.5,0.66,0.17,0.66,0.17,0.22,0.39,0.17,0.39,Matches,,
Leandro Paredes,2018-2019,24.0,Paris S-G,,1. Champions Lg,2.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,
Leandro Paredes,2022-2023,28.0,Juventus,,1. Champions Lg,4.0,4.0,354.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,5.0,29.0,4.0,0.0,0.25,0.25,0.0,0.25,0.04,0.06,0.1,0.04,0.1,Matches,,
Leandro Paredes,2013-2014,19.0,Chievo,it ITA,1. Serie A,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leandro Paredes,2014-2015,20.0,Roma,,1. Champions Lg,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Leandro Paredes,2021-2022,27.0,Paris S-G,,1. Champions Lg,5.0,4.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,,
Leandro Paredes,2016-2017,22.0,Roma,it ITA,Coppa Italia,4.0,4.0,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leandro Paredes,2024-2025,30.0,Roma,it ITA,Coppa Italia,1.0,1.0,70.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.29,1.29,0.0,1.29,,,,,,Matches,,
Leandro Paredes,2023-2024,29.0,Roma,it ITA,Coppa Italia,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leandro Paredes,2015-2016,21.0,Empoli,it ITA,1. Serie A,33.0,29.0,2481.0,27.6,2.0,1.0,3.0,2.0,0.0,0.0,11.0,0.0,,,,,,,,0.07,0.04,0.11,0.07,0.11,,,,,,Matches,,
Leftheris Lyratzis,2018-2019,18.0,PAOK,gr GRE,1. Super League,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leftheris Lyratzis,2022-2023,22.0,PAOK,gr GRE,1. Super League,14.0,12.0,974.0,10.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.18,0.18,0.0,0.18,,,,,,Matches,,
Leftheris Lyratzis,2023-2024,23.0,PAOK,,3. Conf Lg,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Leftheris Lyratzis,2021-2022,21.0,PAOK,,3. Conf Lg,7.0,6.0,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,16.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,,
Leftheris Lyratzis,2024-2025,24.0,NEC Nijmegen,nl NED,1. Eredivisie,7.0,1.0,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,8.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.25,0.28,0.02,0.28,Matches,,
Leftheris Lyratzis,2020-2021,20.0,PAOK,,2. Europa Lg,2.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,
Leftheris Lyratzis,2019-2020,19.0,Volos NFC,gr GRE,1. Super League,24.0,13.0,1227.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,,,,,,,,0.07,0.0,0.07,0.07,0.07,,,,,,Matches,,
Leo Greiml,2021-2022,20.0,Rapid Wien,at AUT,1. Bundesliga,11.0,11.0,940.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leo Greiml,2024-2025,23.0,NAC Breda,nl NED,1. Eredivisie,15.0,15.0,1344.0,14.9,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.7,0.7,0.3,1.0,9.0,39.0,0.0,0.13,0.0,0.13,0.13,0.13,0.05,0.02,0.07,0.05,0.07,Matches,,
Leo Greiml,2022-2023,21.0,Schalke 04,de GER,1. Bundesliga,7.0,3.0,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,,
Leo Greiml,2019-2020,18.0,Rapid Wien,at AUT,1. Bundesliga,9.0,9.0,775.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Leo Greiml,2018-2019,17.0,Rapid Wien,at AUT,1. Bundesliga,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Leo Greiml,2020-2021,19.0,Rapid Wien,at AUT,1. Bundesliga,21.0,15.0,1321.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,0.0,0.07,0.07,0.0,0.07,,,,,,Matches,,
Lequincio Zeefuik,2023-2024,18.0,Volendam,nl NED,1. Eredivisie,,8.0,773.0,8.6,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.9,1.9,0.9,2.9,9.0,9.0,28.0,0.35,0.12,0.47,0.35,0.47,0.23,0.11,0.33,0.23,0.33,,,17th
Lequincio Zeefuik,2022-2023,17.0,Volendam,nl NED,1. Eredivisie,,2.0,337.0,3.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,0.8,2.6,6.0,7.0,21.0,0.53,0.0,0.53,0.53,0.53,0.48,0.22,0.7,0.48,0.7,,,14th
Lequincio Zeefuik,2021-2022,16.0,Volendam,nl NED,2. Eerste Divisie,,0.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2nd
Lequincio Zeefuik,2020-2021,15.0,Volendam,nl NED,2. Eerste Divisie,,1.0,84.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,1.07,0.0,1.07,1.07,1.07,,,,,,,,6th
Lequincio Zeefuik,2024-2025,19.0,AZ Alkmaar,nl NED,1. Eredivisie,,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,,,5th
Levi Smans,2023-2024,19.0,VVV-Venlo,nl NED,2. Eerste Divisie,,34.0,2952.0,32.8,9.0,6.0,15.0,9.0,0.0,0.0,4.0,0.0,,,,,,,,0.27,0.18,0.46,0.27,0.46,,,,,,,,12th
Levi Smans,2022-2023,18.0,VVV-Venlo,nl NED,2. Eerste Divisie,,5.0,529.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.17,0.17,0.0,0.17,,,,,,,,7th
Levi Smans,2021-2022,17.0,VVV-Venlo,nl NED,2. Eerste Divisie,,12.0,1004.0,11.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,0.09,0.18,0.27,0.09,0.27,,,,,,,,10th
Levi Smans,2024-2025,20.0,Heerenveen,nl NED,1. Eredivisie,,8.0,845.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,1.7,3.2,19.0,38.0,55.0,0.11,0.0,0.11,0.11,0.11,0.16,0.18,0.34,0.16,0.34,,,11th
Liam van Gelderen,2020-2021,19.0,Jong Ajax,nl NED,2. Eerste Divisie,,6.0,562.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.16,0.0,0.16,0.16,0.16,,,,,,,,16th
Liam van Gelderen,2021-2022,20.0,Jong Ajax,nl NED,2. Eerste Divisie,,18.0,1893.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,,,,,,,,0.05,0.0,0.05,0.05,0.05,,,,,,,,7th
Liam van Gelderen,2022-2023,21.0,Groningen,nl NED,1. Eredivisie,,13.0,1067.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.7,1.4,18.0,37.0,53.0,0.08,0.0,0.08,0.08,0.08,0.06,0.06,0.12,0.06,0.12,,,18th
Liam van Gelderen,2019-2020,18.0,Jong Ajax,nl NED,2. Eerste Divisie,,16.0,1421.0,15.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,0.0,0.06,0.06,0.0,0.06,,,,,,,,4th
Liam van Gelderen,2023-2024,22.0,Groningen,nl NED,2. Eerste Divisie,,2.0,197.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,0.46,0.0,0.46,0.46,0.46,,,,,,,,2nd
Liam van Gelderen,2018-2019,17.0,Jong Ajax,nl NED,2. Eerste Divisie,,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,11th
Liam van Gelderen,2024-2025,23.0,RKC Waalwijk,nl NED,1. Eredivisie,,12.0,1182.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,10.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,,,18th
Logan Delaurier Chaubet,2024-2025,22.0,Almere City,nl NED,1. Eredivisie,12.0,6.0,556.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.0,2.0,10.0,13.0,32.0,0.16,0.0,0.16,0.16,0.16,0.15,0.17,0.32,0.15,0.32,Matches,,
Logan Delaurier Chaubet,2021-2022,19.0,Bordeaux,fr FRA,Coupe de France,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Logan Delaurier Chaubet,2022-2023,20.0,Bordeaux,fr FRA,Coupe de France,2.0,1.0,86.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,1.05,0.0,1.05,1.05,1.05,,,,,,Matches,,
Logan Delaurier Chaubet,2023-2024,21.0,Quevilly-Rouen,fr FRA,Coupe de France,3.0,2.0,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Lorenzo Milani,2023-2024,22.0,Pescara,it ITA,Coppa Italia,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Lorenzo Milani,2024-2025,23.0,Heracles Almelo,nl NED,1. Eredivisie,5.0,1.0,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,,
Lorenzo Milani,2020-2021,19.0,Pontedera,it ITA,Coppa Italia,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,
Luca Plogmann,2022-2023,22.0,Go Ahead Eag,nl NED,1. Eredivisie,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11th
Luca Plogmann,2021-2022,21.0,Werder Bremen,de GER,2. 2. Bundesliga,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd
Luca Plogmann,2024-2025,24.0,Go Ahead Eag,nl NED,1. Eredivisie,,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7th
Luca Plogmann,2016-2017,16.0,Bremen U17,de GER,Jr. U17 Bundesliga,,23.0,2070.0,23.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,1st
Luca Plogmann,2017-2018,17.0,Bremen U19,de GER,Jr. U19 Bundesliga,,26.0,2282.0,25.4,0.0,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,6th
Luca Plogmann,2018-2019,18.0,Werder Bremen,de GER,1. Bundesliga,,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8th
Luca Plogmann,2019-2020,19.0,Werder Bremen,de GER,1. Bundesliga,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16th
Luca Plogmann,2020-2021,20.0,Meppen,de GER,3. 3. Liga,,8.0,650.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,17th
Luca Plogmann,2023-2024,23.0,Dordrecht,nl NED,2. Eerste Divisie,,35.0,3082.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,4th
